0,1,2,3,4,5,6,7,8,9,10
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,,SERIE B 2018
XII-VIGNES A VIN ET A RAISIN DE TABLE (2/2),,,,,,,,,,
,,VIGNES A RAISIN DE SECHAGE,,,,,PLANTS Pied-,,TOTAL,Production
WILAYA,Sup.,Sup. en,,Production,Rdt,,mère,,Superficie,totale
,totale,rapport,,,,,,,,
,(ha),(ha),,(qx),qx/ha,,(ha),,(ha),(qx)
1 ADRAR,0,,0,0,,0,,0,0,0
2 CHLEF,0,,0,0,,0,,0,1 240,47 840
3 LAGHOUAT,0,,0,0,,0,,0,373,10 444
4 O.E.BOUAGHI,0,,0,0,,0,,0,2,120
5 BATNA,0,,0,0,,0,,0,92,8 090
6 BEJAIA,0,,0,0,,0,,0,431,18 267
7 BISKRA,0,,0,0,,0,,0,258,20 180
8 BECHAR,0,,0,0,,0,,0,141,4 850
9 BLIDA,0,,0,0,,0,,50,1 169,88 737
10 BOUIRA,0,,0,0,,0,,0,80,1 262
11 TAMANRASSET,0,,0,0,,0,,0,137,7 753
12 TEBESSA,0,,0,0,,0,,0,0,0
13 TLEMCEN,0,,0,0,,0,,0,2 286,221 688
14 TIARET,0,,0,0,,0,,0,561,42 500
15 TIZI-OUZOU,0,,0,0,,0,,0,1 275,190 248
16 ALGER,0,,0,0,,0,,0,2 381,220 460
17 DJELFA,0,,0,0,,0,,0,43,7 020
18 JIJEL,0,,0,0,,0,,0,49,1 494
19 SETIF,0,,0,0,,0,,0,26,44
20 SAIDA,0,,0,0,,0,,0,57,3 260
21 SKIKDA,0,,0,0,,0,,9,1 168,130 743
22 S.B.ABBES,0,,0,0,,0,,0,4 225,88 853
23 ANNABA,0,,0,0,,0,,0,89,6 740
24 GUELMA,0,,0,0,,0,,0,48,1 940
25 CONSTANTINE,,,0,0,,0,,0,16,495
26 MEDEA,0,,0,0,,0,,0,4 371,215 572
27 MOSTAGANEM,0,,0,0,,0,,0,10 796,399 228
28 M'SILA,0,,0,0,,0,,0,0,0
29 MASCARA,0,,0,0,,0,,0,4 746,184 900
30 OUARGLA,0,,0,0,,0,,0,55,6 769
31 ORAN,0,,0,0,,0,,0,646,41 400
32 EL-BAYADH,0,,0,0,,0,,0,25,2 145
33 ILLIZI,0,,0,0,,0,,0,27,1 642
34 B.B.ARRERIDJ,0,,0,0,,0,,0,4,1 200
35 BOUMERDES,0,,0,0,,0,,0,13 873,2 123 826
36 EL-TARF,0,,0,0,,0,,7,871,106 930
37 TINDOUF,0,,0,0,,0,,0,5,0
38 TISSEMSILT,0,,0,0,,0,,0,247,38 956
39 EL-OUED,0,,0,0,,0,,0,220,9 600
40 KHENCHELA,0,,0,0,,0,,0,38,1 620
41 SOUK-AHRAS,0,,0,0,,0,,0,0,0
42 TIPAZA,0,,0,0,,0,,0,2 685,160 007
43 MILA,0,,0,0,,0,,0,16,200
44 AIN-DEFLA,0,,0,0,,0,,0,500,15 882
45 NAAMA,0,,0,0,,0,,0,63,3 672
46 A.TEMOUCHENT,0,,0,0,,0,,0,12 671,452 620
47 GHARDAIA,0,,0,0,,0,,0,400,42 840
48 RELIZANE,0,,0,0,,0,,0,972,97 750
TOTAL ALGERIE,0,,0,0,,0,,66,69 376,5 029 785
