0,1,2,3,4,5,6,7,8,9
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,,SERIE B 2016
VII- ENSEMBLE DES CULTURES MARAÎCHERES (2/7),,,,,,,,,
(Y compris de primeur et sous serres),,,,,,,,,
,,AILS,,,MELONS PASTEQUES,,,CAROTTES,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(QX),qx/ha,(ha),(QX),qx/ha,(ha),(qx),qx/ha
1 ADRAR,156,9 432,"60,3",204,40 063,"196,0",526,82 216,"156,2"
2 CHLEF,49,3 880,"80,0",1 639,885 350,"540,3",92,32 740,"355,9"
3 LAGHOUAT,20,1 000,"50,0",830,154 780,"186,5",717,121 890,"170,0"
4 O.E.BOUAGHI,150,43 287,"289,5",204,48 983,"240,1",366,106 015,"289,7"
5 BATNA,810,124 590,"153,8",1 105,381 956,"345,7",704,128 190,"182,1"
6 BEJAIA,199,11 100,"55,8",202,53 825,"266,5",12,1 340,"111,7"
7 BISKRA,805,72 260,"89,8",3 765,977 981,"259,8",747,81 120,"108,6"
8 BECHAR,135,6 650,"49,3",971,151 853,"156,5",173,21 534,"124,8"
9 BLIDA,23,1 710,"76,0",137,94 520,"692,5",156,28 160,"180,5"
10 BOUIRA,132,4 749,"36,0",250,68 389,"273,6",65,12 592,"193,7"
11 TAMANRASSET,48,1 412,"29,2",216,54 931,"254,3",117,6 803,"58,1"
12 TEBESSA,120,7 040,"58,7",61,23 108,"378,8",186,29 760,"160,0"
13 TLEMCEN,202,13 000,"64,4",2 621,519 430,"198,2",370,46 700,"126,2"
14 TIARET,73,4 015,"55,0",729,140 355,"192,5",142,5 712,"40,2"
15 TIZI-OUZOU,329,20 287,"61,7",1 532,443 113,"289,3",53,12 555,"236,9"
16 ALGER,11,1 100,"100,0",182,84 670,"464,7",249,63 570,"255,3"
17 DJELFA,93,5 870,"63,1",344,68 450,"199,0",1 227,200 220,"163,2"
18 JIJEL,231,8 721,"37,8",427,82 430,"193,0",48,6 635,"139,7"
19 SETIF,199,9 422,"47,3",411,95 591,"232,6",669,108 425,"162,1"
20 SAIDA,43,2 500,"58,1",336,99 150,"295,5",221,69 010,"312,3"
21 SKIKDA,504,25 839,"51,3",2 234,930 345,"416,4",549,114 220,"208,2"
22 S.B.ABBES,57,2 394,"42,0",3 598,1 224 580,"340,4",303,68 490,"226,0"
23 ANNABA,0,0,0,4 824,915 162,"189,7",117,20 102,"171,8"
24 GUELMA,257,18 605,"72,4",398,157 120,"394,8",0,0,0
25 CONSTANTINE,254,16 410,"64,6",1 336,91 427,"68,4",18,1 651,"91,7"
26 MEDEA,805,22 685,"28,2",306,47 856,"156,4",255,41 036,"160,9"
27 MOSTAGANEM,67,5 880,"87,8",2 477,1 005 849,"406,1",513,91 716,"178,8"
28 M'SILA,400,24 000,"60,0",374,74 600,"199,5",3 000,1 140 000,"380,0"
29 MASCARA,24,650,"27,1",2 061,1 145 070,"555,6",322,78 910,"245,1"
30 OUARGLA,125,8 396,"67,4",1 553,517 359,"333,2",117,17 472,"149,7"
31 ORAN,0,0,0,702,198 810,"283,4",17,2 060,"121,2"
32 EL-BAYADH,54,3 940,"73,6",114,32 430,"285,7",120,26 275,"219,0"
33 ILLIZI,0,0,0,28,3 795,"135,3",19,1 991,"103,9"
34 B.B.ARRERIDJ,123,7 159,"58,2",293,40 785,"139,2",40,5 455,"135,5"
35 BOUMERDES,310,17 300,"55,8",2 960,852 155,"287,9",1 355,379 547,"280,1"
36 EL-TARF,69,6 060,"87,8",5 710,1 896 100,"332,1",0,0,0
37 TINDOUF,0,13,"50,0",42,17 695,"426,4",10,2 500,"250,0"
38 TISSEMSILT,53,787,"14,8",76,8 819,"116,0",1,83,"66,0"
39 EL-OUED,500,50 000,"100,0",1 559,753 160,"483,2",670,167 400,"249,9"
40 KHENCHELA,104,3 611,"34,6",255,76 095,"299,0",450,57 914,"128,8"
41 SOUK-AHRAS,399,8 930,"22,4",1 248,187 160,"150,0",130,5 850,"45,0"
42 TIPAZA,129,12 200,"94,6",623,337 416,"541,6",533,197 560,"370,7"
43 MILA,768,406 465,"529,3",269,107 380,"399,2",448,127 050,"283,9"
44 AIN-DEFLA,190,17 100,"90,0",3 500,2 170 000,"620,0",200,80 000,"400,0"
45 NAAMA,97,8 120,"83,7",213,23 711,"111,4",374,60 745,"162,6"
46 A.TEMOUCHENT,127,4 539,"35,7",2 145,429 997,"200,5",1 229,294 408,"239,6"
47 GHARDAIA,101,4 315,"42,7",1 405,329 100,"234,2",345,50 000,"144,9"
48 RELIZANE,102,8 845,"86,7",2 575,733 868,"285,0",65,7 850,"120,8"
TOTAL ALGERIE,9 445,1 036 266,"109,7",59 039,18 776 771,"318,0",18 038,4 205 472,"233,2"
