0,1,2,3,4
Direction des Systèmes d’Information des Statistiques et de la Prospective,,,,
"29,000,000",,,,
,,OVINS,,"28,393,602"
"28,500,000",,"28,111,773","28,135,986",
"28,000,000",,"27,807,734",,
"27,500,000",,,,
"27,000,000",,,,
,"26,572,980",,,
"26,500,000",,,,
"26,000,000",,,,
"25,500,000",,,,
,2013,20142015,2016,2017
