0,1,2,3,4,5,6,7,8,9,10
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,,SERIE B 2016,
"Récapitulatif des superficies, des productions, des rendements  et les taux d'accroissement  2014/2013",,,,,,,,,,
,,2015,,,2016,,,Taux d'accroissement     %,,
,Sup.,Prod.,Rdt,Sup.,Prod.,Rdt,,2016 /2015,,
,ha,qx,qx/ha,ha,qx,qx/ha,Sup.,Prod.,Rdt,
Fourrages  a+b+c,1 035 152,42 746 917,"41,3",1 250 945,47 976 405,"38,4",21,12,,-7
Fourrages naturels  a,237 775,7 047 791,"29,6",242 530,7 920 190,"32,7",2,12,,10
Prairies naturelles,25 468,790 047,"31,0",31 915,1 134 779,"35,6",25,44,,15
Jachères fauchées,212 306,6 257 743,"29,5",210 615,6 785 411,"32,2",-1,8,,9
Fourrages artificiels sec b,650 651,16 901 827,"26,0",821 102,18 823 487,"22,9",26,11,,-12
Vesces-Avoines,78 977,2 576 616,"32,6",47 472,1 873 589,"39,5",-40,-27,,21
Luzernes,3 517,389 456,"110,7",4 204,705 931,"167,9",20,81,,52
Céréales reconverties,368 052,5 567 411,"15,1",551 086,7 989 792,"14,5",50,44,,-4
Divers,200 105,8 368 344,"41,8",218 341,8 254 175,"37,8",9,-1,,-10
Fourrages artificiels vert c,146 726,18 797 300,"128,1",187 313,21 232 729,"113,4",28,13,,-12
"Orge,Avoine,Seigle en vert",100 976,10 858 361,"107,5",144 319,12 960 883,"89,8",43,19,,-16
Autres,45 751,7 938 938,"173,5",42 994,8 271 846,"192,4",-6,4,,11
Agrumes,59 943,13 419 940,"223,9",58 296,12 031 973,"206,4",-3,-10,,-8
Oranges,43 328,10 050 791,"232,0",41 953,8 927 635,"212,8",-3,-11,,-8
Clémentines,10 228,2 073 221,"202,7",10 143,1 918 282,"189,1",-1,-7,,-7
Mandarines,2 506,550 070,"219,5",2 204,423 366,"192,0",-12,-23,,-12
Citrons,3 790,725 619,"191,5",3 909,743 641,"190,3",3,2,,-1
Pomélos,91,20 240,"223,2",86,19 050,"220,8",-5,-6,,-1
Vignobles,65 979,5 680 690,"86,1",65 845,5 713 515,"86,8",0,1,,1
Vigne de cuve,23 712,754 350,"31,8",23 123,721 694,"31,2",-2,-4,,-2
Vigne de table,42 231,4 925 640,"116,6",42 692,4 991 321,"116,9",1,1,,0
Vigne à raisin sec,36,700,"19,7",31,500,"16,4",-14,-29,,-17
Espèces à Noyaux et / ou,202 381,15 388 816,"76,0",206 000,15 399 145,"74,8",2,0,,-2
à Pépins,,,,,,,,,,
Abricots,38 857,2 934 856,"75,5",38 324,2 568 901,"67,0",-1,-12,,-11
Amandes,40 403,764 821,"18,9",39 686,660 946,"16,7",-2,-14,,-12
Caroubes,802,46 236,"57,7",809,32 567,"40,3",1,-30,,-30
Cerises,2 742,89 487,"32,6",2 860,69 032,"24,1",4,-23,,-26
Coings,1 971,135 937,"69,0",1 792,122 305,"68,2",-9,-10,,-1
Grenades,9 439,813 900,"86,2",9 559,835 414,"87,4",1,3,,1
Nèfles,2 363,249 397,"105,6",2 298,238 841,"104,0",-3,-4,,-2
Pêches,18 262,1 778 820,"97,4",18 187,1 693 931,"93,1",0,-5,,-4
Poires,25 059,2 553 438,"101,9",24 458,2 119 500,"86,7",-2,-17,,-15
Pommes,41 011,4 514 717,"110,1",40 312,5 008 547,"124,2",-2,11,,13
Prunes,16 108,1 177 208,"73,1",15 812,1 026 918,"64,9",-2,-13,,-11
Autres,5 364,330 000,"61,5",11 904,1 022 244,"85,9",122,210,,40
,Nbre d'arbres,Production,Rdt,Nbre d'arbres,Production,Rdt,Nbre,Production,,Rdt
,en rapport,(qx),kgs/arbre,en rapport,(qx),kgs/arbre,d'arbres,(qx),kgs/arb,
,,,,,,,en,,re,
,,,,,,,rapport,,,
Palmiers dattiers,15 508 590,9 903 770,"63,9",15 733 624,10 295 957,"65,4",1,4,,2
Deglet nour,6 395 546,5 249 495,"82,1",6 498 295,5 533 596,"85,2",2,5,,4
Dattes molles,3 228 407,1 928 537,"59,7",3 911 117,2 013 777,"51,5",21,4,,-14
Dattes séches,5 884 637,2 725 738,"46,3",5 324 212,2 748 583,"51,6",-10,1,,11
Oliviers,32 314 075,6 537 246,"20,2",35 507 036,6 964 315,"19,6",10,7,,-3
Figuiers,5 235 490,1 391 368,"26,6",5 038 972,1 203 474,"23,9",-4,-14,,-10
"NB:  en  ce  qui  concerne  l'arboriculture  et  le  vignoble,  Les  rendements  sont  calculés  par  rapport  aux  superficies  et  aux  arbres  en  rapport",,,,,,,,,,
