0,1,2,3,4,5,6,7,8,9,10
Direction des Systèmes d’Information des Statistiques et de la Prospective,,,,,,,,,,SERIE B 2017
XII-VIGNES A VIN ET A RAISIN DE TABLE (2/2),,,,,,,,,,
,,VIGNES A RAISIN DE SECHAGE,,,,,PLANTS Pied-,,TOTAL,Production
WILAYA,Sup.,Sup. en,,Production,Rdt,,mère,,Superficie,totale
,totale,rapport,,,,,,,,
,(ha),(ha),,(qx),qx/ha,,(ha),,(ha),(qx)
1 ADRAR,0,,0,0,,0,,0,0,0
2 CHLEF,0,,0,0,,0,,0,1 195,41 520
3 LAGHOUAT,0,,0,0,,0,,0,404,11 312
4 O.E.BOUAGHI,0,,0,0,,0,,0,2,100
5 BATNA,0,,0,0,,0,,0,93,7 610
6 BEJAIA,0,,0,0,,0,,0,461,26 120
7 BISKRA,0,,0,0,,0,,0,243,19 360
8 BECHAR,0,,0,0,,0,,0,141,4 866
9 BLIDA,0,,0,0,,0,,58,1 074,133 192
10 BOUIRA,0,,0,0,,0,,0,79,2 645
11 TAMANRASSET,0,,0,0,,0,,0,104,6 210
12 TEBESSA,0,,0,0,,0,,0,0,0
13 TLEMCEN,0,,0,0,,0,,0,2 446,229 753
14 TIARET,0,,0,0,,0,,0,1 029,31 800
15 TIZI-OUZOU,0,,0,0,,0,,0,1 184,247 800
16 ALGER,0,,0,0,,0,,,2 307,311 585
17 DJELFA,0,,0,0,,0,,0,43,6 220
18 JIJEL,0,,0,0,,0,,0,45,1 498
19 SETIF,0,,0,0,,0,,0,25,98
20 SAIDA,0,,0,0,,0,,0,57,3 485
21 SKIKDA,0,,0,0,,0,,9,1 194,169 569
22 S.B.ABBES,0,,0,0,,0,,0,4 029,81 926
23 ANNABA,0,,0,0,,0,,0,89,3 780
24 GUELMA,0,,0,0,,0,,0,51,3 485
25 CONSTANTINE,0,,0,0,,0,,0,24,2 311
26 MEDEA,0,,0,0,,0,,0,4 505,243 823
27 MOSTAGANEM,0,,0,0,,0,,0,10 403,390 784
28 M'SILA,0,,0,0,,0,,0,0,0
29 MASCARA,0,,0,0,,0,,0,6 226,253 000
30 OUARGLA,0,,0,0,,0,,0,54,5 636
31 ORAN,0,,0,0,,0,,0,697,39 247
32 EL-BAYADH,0,,0,0,,0,,0,25,1 746
33 ILLIZI,0,,0,0,,0,,0,27,1 654
34 B.B.ARRERIDJ,0,,0,0,,0,,0,29,1 320
35 BOUMERDES,0,,0,0,,0,,0,11 548,2 362 148
36 EL-TARF,0,,0,0,,0,,7,848,90 250
37 TINDOUF,0,,0,0,,0,,0,5,0
38 TISSEMSILT,0,,0,0,,0,,0,247,16 517
39 EL-OUED,0,,0,0,,0,,0,220,9 310
40 KHENCHELA,0,,0,0,,0,,0,41,2 015
41 SOUK-AHRAS,0,,0,0,,0,,0,0,0
42 TIPAZA,0,,0,0,,0,,0,2 682,310 859
43 MILA,0,,0,0,,0,,0,12,270
44 AIN-DEFLA,0,,0,0,,0,,0,699,33 105
45 NAAMA,0,,0,0,,0,,0,318,5 295
46 A.TEMOUCHENT,0,,0,0,,0,,0,12 658,460 000
47 GHARDAIA,0,,0,0,,0,,0,376,41 310
48 RELIZANE,0,,0,0,,0,,0,1 706,51 255
TOTAL ALGERIE,0,,0,0,,0,,73,69 642,5 665 787
