0,1,2,3,4,5,6,7,8
WILAYA,,,Dattes molles,,analogues Dattes,,,
,,,,,séches,,,
,Production,Rdt,Production,Rdt,Production,Rdt,Production,Rdt
,qx,kg/arbre,qx,kg/arbre,qx,kg/arbre,qx,kg/arbre
1 ADRAR,0,"0,0",0,"0,0",913 663,"32,9",913 663,"32,9"
3 LAGHOUAT,4 093,"44,0",6 096,"47,0",5 010,"43,9",15 199,"45,1"
5 BATNA,6 143,"73,1",4 208,"55,3",5 540,"57,0",15 891,"61,8"
7 BISKRA,2 750 700,"113,6",527 018,"100,1",1 007 172,"94,4",4 284 890,"106,8"
8 BECHAR,0,"0,0",207 650,"0,0",61 839,"33,1",269 489,"26,2"
11 TAMANRASSET,0,"0,0",122 306,"20,3",0,"0,0",122 306,"20,3"
12 TEBESSA,9 800,"50,6",11 500,"64,1",0,"0,0",21 300,"57,1"
17 DJELFA,5 010,"79,5",1 500,"71,4",540,"67,5",7 050,"76,6"
28 M'SILA,0,"0,0",0,"0,0",0,"0,0",0,"0,0"
30 OUARGLA,833 629,"73,9",502 029,"57,1",81 008,"59,8",1 416 665,"66,1"
32 EL-BAYADH,960,"45,7",5 300,"66,3",6 310,"0,0",12 570,"57,9"
33 ILLIZI,721,"30,5",9 340,"33,4",5 601,"24,7",15 662,"29,5"
37 TINDOUF,0,"0,0",8 800,"27,0",0,"0,0",8 800,"27,0"
39 EL-OUED,1 678 330,"70,0",461 470,"66,0",393 300,"64,7",2 533 100,"68,4"
40 KHENCHELA,25 000,"57,2",46 400,"76,9",6 600,"57,2",78 000,"67,5"
45 NAAMA,211,"0,0",10 161,"46,8",0,"0,0",10 372,"46,8"
47 GHARDAIA,219 000,"47,6",90 000,"52,4",262 000,"54,2",571 000,"51,2"
TOTAL ALGERIE,5 533 596,"85,2",2 013 777,"51,5",2 748 583,"51,6",10 295 957,"65,4"
