0,1,2,3,4,5,6,7,8
Direction des Systèmes d’Information des Statistiques et de la Prospective,,,,,,,,SERIE B 2017
XIV-CULTURES FRUITIERES A NOYAUX ET / OU A PEPINS (2/7),,,,,,,,
,,Caroubes,,,,Cerises,,
WILAYA,Superficie (ha),,Production,Rdt,Superficie (ha),,Production,Rdt
,Complantée,En rapport,(Qx),qx/ha,Complantée,En rapport,(Qx),qx/ha
1 ADRAR,0,0,0,"0,0",0,0,0,"0,0"
2 CHLEF,0,0,0,"0,0",7,5,150,"30,0"
3 LAGHOUAT,0,0,0,"0,0",0,0,0,"0,0"
4 O.E.BOUAGHI,0,0,0,"0,0",6,4,4,"1,0"
5 BATNA,0,0,0,"0,0",63,48,1 148,"23,9"
6 BEJAIA,523,522,17 475,"33,5",46,42,740,"17,6"
7 BISKRA,0,0,0,"0,0",0,0,0,"0,0"
8 BECHAR,0,0,0,"0,0",0,0,0,"0,0"
9 BLIDA,98,98,12 010,"122,6",2,2,140,"70,0"
10 BOUIRA,21,21,84,"4,0",61,35,652,"18,6"
11 TAMANRASSET,0,0,0,"0,0",0,0,0,"0,0"
12 TEBESSA,0,0,0,"0,0",5,5,80,"16,0"
13 TLEMCEN,15,15,150,"10,0",1 126,700,35 000,"50,0"
14 TIARET,0,0,0,"0,0",77,1,2,"2,0"
15 TIZI-OUZOU,3,2,180,"90,0",760,665,22 800,"34,3"
16 ALGER,10,10,60,"0,0",0,0,0,"0,0"
17 DJELFA,0,0,0,"0,0",0,0,0,"0,0"
18 JIJEL,0,0,0,"0,0",139,129,5 318,"41,1"
19 SETIF,0,0,0,"0,0",77,64,937,"14,5"
20 SAIDA,0,0,0,"0,0",218,114,1 692,"14,8"
21 SKIKDA,0,0,0,"0,0",68,53,2 510,"47,4"
22 S.B.ABBES,0,0,0,"0,0",57,28,477,"17,3"
23 ANNABA,0,0,0,"0,0",2,2,90,"45,0"
24 GUELMA,0,0,0,"0,0",10,7,312,"47,5"
25 CONSTANTINE,0,0,0,"0,0",74,59,2 290,"38,5"
26 MEDEA,0,0,0,"0,0",1 514,392,8 996,"22,9"
27 MOSTAGANEM,0,0,0,"0,0",0,0,0,"0,0"
28 M'SILA,0,0,0,"0,0",0,0,0,"0,0"
29 MASCARA,0,0,0,"0,0",6,0,0,"0,0"
30 OUARGLA,0,0,0,"0,0",0,0,0,"0,0"
31 ORAN,0,0,0,"0,0",0,0,0,"0,0"
32 EL-BAYADH,0,0,0,"0,0",4,2,10,"0,0"
33 ILLIZI,0,0,0,"0,0",0,0,0,"0,0"
34 B.B.ARRERIDJ,4,4,20,"5,0",47,47,263,"5,6"
35 BOUMERDES,38,36,3 780,"105,0",8,7,290,"44,6"
36 EL-TARF,0,0,0,"0,0",2,0,0,"0,0"
37 TINDOUF,0,0,0,"0,0",0,0,0,"0,0"
38 TISSEMSILT,0,0,0,"0,0",0,0,0,"0,0"
39 EL-OUED,0,0,0,"0,0",0,0,0,"0,0"
40 KHENCHELA,0,0,0,"0,0",197,204,2 241,"11,0"
41 SOUK-AHRAS,0,0,0,"0,0",247,200,4 720,"23,7"
42 TIPAZA,102,102,4 865,"47,7",0,0,0,"0,0"
43 MILA,0,0,0,"0,0",42,35,407,"11,6"
44 AIN-DEFLA,4,4,175,"43,8",79,42,657,"15,6"
45 NAAMA,0,0,0,"0,0",0,0,0,"0,0"
46 A.TEMOUCHENT,0,0,0,"0,0",0,0,0,"0,0"
47 GHARDAIA,0,0,0,"0,0",0,0,0,"0,0"
48 RELIZANE,10,10,1 625,"0,0",0,0,0,"0,0"
TOTAL ALGERIE,827,823,40 424,"49,1",4 941,2 891,91 926,"31,8"
