0,1,2,3,4,5,6,7,8,9
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,SERIE B 2018
IX-FOURRAGES ARTIFICIELS (3/4),,,,,,,,,
,,,,FOURRAGES  CONSOMMES  EN VERT  OU  ENSILES,,,,,
WILAYA,,Mais-Sorgho,,,"Orge, Avoine et Seigle en vert",,,Trêfle  et luzerne,
,Sup,Prod,Rdt,Sup,Prod,Rdt,Sup,Prod,Rdt
,(ha),Qx,qx/ha,(ha),Qx,qx/ha,(ha),Qx,qx/ha
1 ADRAR,361,46 821,"129,7",905,140 503,"155,3",155,33 948,"218,9"
2 CHLEF,109,33 600,"308,3",385,31 750,"82,5",243,69 908,"287,3"
3 LAGHOUAT,700,67 951,"97,1",3 536,295 785,"83,6",1 692,135 360,"80,0"
4 O.E.BOUAGHI,179,57 300,"320,1",9 558,1 862 600,"194,9",2 394,566 165,"236,5"
5 BATNA,2 257,581 480,"257,6",70,1 666 305,"23 804,4",0,0,0
6 BEJAIA,85,14 650,"172,4",298,32 360,"108,8",12,2 220,"179,8"
7 BISKRA,240,64 500,"268,8",1 933,174 887,"90,5",132,19 800,"150,0"
8 BECHAR,163,32 763,"201,0",422,81 234,"192,5",260,55 703,"214,2"
9 BLIDA,14,1 480,"105,7",75,9 615,"128,2",171,37 740,"221,3"
10 BOUIRA,2,600,"300,0",0,0,0,11,2 690,"244,5"
11 TAMANRASSET,15,2 400,"160,0",138,22 505,"163,1",203,52 828,"260,9"
12 TEBESSA,99,7 000,"70,7",6 500,252 000,"38,8",0,0,0
13 TLEMCEN,0,0,0,3 500,700 000,"200,0",0,0,0
14 TIARET,0,0,0,7 000,380 000,"54,3",0,0,0
15 TIZI-OUZOU,1 267,538 047,"424,7",1 308,368 947,"282,1",3 372,1 348 547,"399,9"
16 ALGER,2,450,"300,0",280,91 540,"326,9",36,12 190,"338,7"
17 DJELFA,24,4 400,"183,3",1 984,193 100,"97,3",406,95 230,"234,6"
18 JIJEL,193,142 950,"740,7",214,79 440,"371,2",81,56 070,"692,2"
19 SETIF,585,63 730,"108,9",8 782,329 495,"37,5",672,78 640,"117,1"
20 SAIDA,11,1 530,"139,1",2 462,146 944,"59,7",12,5 200,"433,3"
21 SKIKDA,190,65 635,"345,4",3 997,519 480,"130,0",85,14 971,"176,1"
22 S.B.ABBES,39,4 680,"120,0",1 890,105 292,"55,7",40,4 400,"110,0"
23 ANNABA,45,900,"20,0",630,49 010,"77,8",14,550,"39,3"
24 GUELMA,28,9 200,"328,6",6 405,1 403 700,"219,2",52,30 250,"581,7"
25 CONSTANTINE,50,5 750,"115,0",3 586,221 580,"61,8",51,3 435,"67,4"
26 MEDEA,32,11 200,"350,0",8 262,817 565,"99,0",1,100,"100,0"
27 MOSTAGANEM,50,22 500,"450,0",407,41 790,"102,7",930,37 200,"40,0"
28 M'SILA,1 700,241 700,"142,2",16 650,798 000,"47,9",1 300,179 300,"137,9"
29 MASCARA,39,4 500,"115,4",4 095,361 500,"88,3",29,2 400,"82,8"
30 OUARGLA,100,13 500,"135,0",476,65 151,"136,9",1 688,914 358,"541,7"
31 ORAN,51,20 250,"397,1",7,910,"130,0",30,5 790,"196,3"
32 EL-BAYADH,0,0,0,491,84 580,"172,3",49,17 420,"355,5"
33 ILLIZI,22,1 253,"55,9",52,4 449,"84,9",80,6 663,"83,6"
34 B.B.ARRERIDJ,297,23 300,"78,5",1 117,43 525,"39,0",0,0,0
35 BOUMERDES,256,74 240,"290,0",687,192 360,"280,0",98,30 075,"308,5"
36 EL-TARF,31,6 940,"223,9",548,107 440,"196,1",120,42 000,"350,0"
37 TINDOUF,17,2 850,"167,6",23,2 070,"90,0",3,510,"170,0"
38 TISSEMSILT,0,0,0,2 300,264 210,"114,9",0,0,0
39 EL-OUED,355,53 250,"150,0",943,113 650,"120,5",1 192,190 700,"160,0"
40 KHENCHELA,146,34 850,"238,7",11 296,523 401,"46,3",1 037,337 775,"325,7"
41 SOUK-AHRAS,0,0,0,3 956,111 962,"28,3",317,3 599,"11,4"
42 TIPAZA,97,35 750,"368,6",225,24 540,"109,1",118,41 680,"353,2"
43 MILA,131,32 600,"248,9",3 932,760 400,"193,4",0,0,0
44 AIN-DEFLA,119,47 925,"404,4",32,720,"22,5",141,61 320,"434,9"
45 NAAMA,91,24 824,"272,8",3 272,557 653,"170,4",87,15 001,"173,4"
46 A.TEMOUCHENT,0,0,0,100,13 200,"132,0",60,6 000,"100,0"
47 GHARDAIA,2 346,694 100,"295,9",1 900,205 491,"108,2",1 294,165 630,"128,0"
48 RELIZANE,210,54 415,"259,7",14,350,"25,0",62,6 060,"97,7"
TOTAL ALGERIE,12 747,3 147 764,"246,9",126 642,14 252 989,"112,5",18 727,4 689 425,"250,4"
