0,1,2,3,4,5,6,7,8,9
Direction des Systèmes d’Information des Statistiques et de la Prospective,,,,,,,,,SERIE B 2017
IV-CULTURES MARAICHERES DITES DE PRIMEURS (2/4),,,,,,,,,
,,ARTICHAUTS,,,HARICOTS,,,AUBERGINES,
WILAYA,superficie,production,Rdt,superficie,production,Rdt,superficie,Production,Rdt
,ha,qx,qx/ha,ha,qx,qx/ha,ha,qx,qx/ha
1 ADRAR,0,0,0,3,465,"153,6",20,2 478,"122,3"
2 CHLEF,0,0,0,0,0,0,0,0,0
3 LAGHOUAT,0,0,0,0,0,0,0,0,0
4 O.E.BOUAGHI,0,0,0,0,0,0,0,0,0
5 BATNA,0,0,0,0,0,0,0,0,0
6 BEJAIA,0,0,0,5,352,"64,7",0,0,0
7 BISKRA,0,0,0,400,51 450,"128,6",408,272 281,"667,4"
8 BECHAR,0,0,0,0,0,0,0,0,0
9 BLIDA,105,12 125,"115,5",0,0,0,0,0,0
10 BOUIRA,0,0,0,0,0,0,0,0,0
11 TAMANRASSET,0,0,0,0,0,0,1,205,"292,9"
12 TEBESSA,0,0,0,0,0,0,0,0,0
13 TLEMCEN,0,0,0,25,1 500,"60,0",0,0,0
14 TIARET,0,0,0,0,0,0,0,0,0
15 TIZI-OUZOU,0,0,0,0,0,"0,0",0,0,0
16 ALGER,55,10 190,"185,3",4,389,"92,6",10,1 598,"159,2"
17 DJELFA,0,0,0,0,0,0,0,0,0
18 JIJEL,15,1 470,"98,0",32,1 955,"60,3",0,0,0
19 SETIF,0,0,0,0,0,0,0,0,0
20 SAIDA,0,0,0,0,0,0,0,0,0
21 SKIKDA,0,0,0,39,780,"20,0",0,0,0
22 S.B.ABBES,0,0,0,0,0,0,0,0,0
23 ANNABA,27,4 480,"165,9",2,80,"40,0",4,540,"135,0"
24 GUELMA,0,0,0,0,0,0,0,0,0
25 CONSTANTINE,0,0,0,0,0,0,0,0,0
26 MEDEA,0,0,0,0,0,0,0,0,0
27 MOSTAGANEM,0,0,0,85,2 651,"31,2",0,0,0
28 M'SILA,0,0,0,0,0,0,21,14 700,"700,0"
29 MASCARA,0,0,0,0,0,0,0,0,0
30 OUARGLA,19,3 665,"192,9",1,100,"200,0",46,5 942,"129,1"
31 ORAN,19,3 665,"192,9",6,355,"59,2",0,0,0
32 EL-BAYADH,0,0,0,0,0,0,0,0,0
33 ILLIZI,0,0,0,0,0,0,0,0,0
34 B.B.ARRERIDJ,0,0,0,0,0,0,0,0,0
35 BOUMERDES,36,8 210,"228,1",0,0,0,0,0,0
36 EL-TARF,62,11 400,"185,4",155,8 785,"56,7",0,0,0
37 TINDOUF,0,0,0,2,225,"150,0",1,250,"250,0"
38 TISSEMSILT,0,0,0,0,0,0,0,0,0
39 EL-OUED,0,0,0,4,780,"201,0",0,24,"200,0"
40 KHENCHELA,0,0,0,0,0,0,0,0,0
41 SOUK-AHRAS,0,0,0,0,0,0,0,0,0
42 TIPAZA,91,38 325,"423,5",201,9 450,"47,0",28,10 679,"382,2"
43 MILA,0,0,0,0,0,0,0,0,0
44 AIN-DEFLA,0,0,0,0,0,0,0,0,0
45 NAAMA,0,0,0,0,0,0,0,0,0
46 A.TEMOUCHENT,0,0,0,53,3 240,"61,7",0,0,0
47 GHARDAIA,0,0,0,0,0,0,2,916,"412,6"
48 RELIZANE,940,216 200,"230,0",40,1 200,"30,0",0,0,0
TOTAL ALGERIE,1 368,309 730,"226,4",1 057,83 757,"79,3",541,309 613,"572,0"
