0,1,2,3,4,5,6,7,8,9
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,SERIE B 2018
VI-LEGUMES SECS (1/2),,,,,,,,,
WILAYA,,Fèves-féveroles,,,Pois secs,,,Lentilles,
,Superficie,Production,Rdt,Superficie,Production,Rdt,Superficie,Production,Rdt
,ha,qx,qx/ha,ha,qx,qx/ha,ha,qx,qx/ha
1 ADRAR,0,0,0,0,0,0,136,802,"5,9"
2 CHLEF,5 091,61 092,"12,0",206,2 060,"10,0",1 752,21024,"12,0"
3 LAGHOUAT,0,0,0,0,0,0,0,0,0
4 O.E.BOUAGHI,4,40,"10,0",0,0,0,338,3145,"9,3"
5 BATNA,61,600,"9,8",0,0,0,15,120,"8,0"
6 BEJAIA,414,6 969,"16,8",0,0,0,34,503,"15,0"
7 BISKRA,0,0,0,0,0,0,0,0,0
8 BECHAR,0,0,0,0,0,0,0,0,0
9 BLIDA,0,0,0,0,0,0,0,0,0
10 BOUIRA,626,7 837,"12,5",10,80,"8,0",108,866,"8,0"
11 TAMANRASSET,0,0,0,0,0,0,0,0,0
12 TEBESSA,5,15,"3,0",35,61,"1,8",85,292,"3,4"
13 TLEMCEN,6 260,62 600,"10,0",4 500,45 000,"10,0",25,250,"10,0"
14 TIARET,0,0,0,0,0,0,10 226,76500,"7,5"
15 TIZI-OUZOU,512,6 713,"13,1",10,132,"13,2",20,213,"10,7"
16 ALGER,0,0,0,0,0,0,3,0,"0,0"
17 DJELFA,0,0,0,0,0,0,0,0,0
18 JIJEL,253,4 304,"17,0",0,0,0,0,0,0
19 SETIF,363,4 747,"13,1",138,1 428,"10,3",205,1733,"8,5"
20 SAIDA,174,6350,"36,5",145,2595,"17,9",13,132,"10,2"
21 SKIKDA,5 615,64 572,"11,5",4,48,"12,0",102,1122,"11,0"
22 S.B.ABBES,260,2 340,"9,0",245,2 695,"11,0",550,6050,"11,0"
23 ANNABA,683,10 674,"15,6",0,0,0,161,1994,"12,4"
24 GUELMA,3 602,60 065,"16,7",20,240,"12,0",875,15 810,"18,1"
25 CONSTANTINE,2 356,50 628,"21,5",158,2 934,"18,6",2 447,44 253,"18,1"
26 MEDEA,1 275,18 360,"14,4",105,1 278,"12,2",150,1471,"9,8"
27 MOSTAGANEM,1 037,13 998,"13,5",578,5 685,"9,8",0,0,0
28 M'SILA,0,0,0,0,0,0,0,0,0
29 MASCARA,1 340,18 300,"13,7",1 110,13 400,"12,1",16,115,"7,2"
30 OUARGLA,0,0,0,0,0,0,0,0,0
31 ORAN,88,1 083,"12,3",103,995,"9,7",0,0,0
32 EL-BAYADH,0,0,0,0,0,0,0,0,0
33 ILLIZI,0,0,0,0,0,0,0,0,0
34 B.B.ARRERIDJ,16,222,"13,9",0,0,0,16,157,"10,1"
35 BOUMERDES,209,2 469,"11,8",0,0,0,0,0,0
36 EL-TARF,250,2 500,"10,0",0,0,0,134,2680,"20,0"
37 TINDOUF,0,0,0,0,0,0,0,0,0
38 TISSEMSILT,650,8 748,"13,5",60,801,"13,4",570,8325,"14,6"
39 EL-OUED,0,0,0,0,0,0,0,0,0
40 KHENCHELA,0,0,0,0,0,0,0,0,0
41 SOUK-AHRAS,1 200,14 400,"12,0",800,9 600,"12,0",2 700,37800,"14,0"
42 TIPAZA,379,10 388,"27,4",5,55,"11,0",89,1295,"14,6"
43 MILA,1 045,16 032,"15,3",21,270,"12,9",3 055,37390,"12,2"
44 AIN-DEFLA,2 688,53 669,"20,0",487,9 959,"20,4",212,2998,"14,2"
45 NAAMA,0,0,0,0,0,0,0,0,0
46 A.TEMOUCHENT,1 823,18 800,"10,3",750,6 730,"9,0",120,1320,"11,0"
47 GHARDAIA,0,0,0,0,0,0,0,0,0
48 RELIZANE,1 944,20 266,"10,4",893,8 675,"9,7",1 803,28 270,"15,7"
TOTAL ALGERIE,40 222,548 780,"13,6",10 383,114 721,"11,0",25 956,296 629,"11,4"
