0,1,2,3,4,5,6,7,8,9
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,SERIE B 2019
IV-CULTURES MARAICHERES DITES DE PRIMEURS (1/4),,,,,,,,,
,,POMMES DE TERRE,,,TOMATES,,,POIVRONS,
WILAYA,superficie,production,Rdt,superficie,production,Rdt,superficie,Production,Rdt
,ha,qx,qx/ha,ha,qx,qx/ha,ha,qx,qx/ha
1 ADRAR,411,71 018,"172,7",913,196 866,"215,7",5,1 455,"314,9"
2 CHLEF,0,0,0,0,0,0,0,0,0
3 LAGHOUAT,0,0,0,0,0,0,0,0,0
4 O.E.BOUAGHI,0,0,0,0,0,0,0,0,0
5 BATNA,0,0,0,0,0,0,0,0,0
6 BEJAIA,30,5 970,"197,4",9,6 525,"717,0",8,2 032,"250,6"
7 BISKRA,,0,0,2 505,3 664 280,"1 462,8",1 120,839 600,"749,6"
8 BECHAR,0,0,0,0,0,0,0,0,0
9 BLIDA,0,0,0,0,0,0,0,0,0
10 BOUIRA,0,0,0,0,0,0,0,0,0
11 TAMANRASSET,0,0,0,133,18 925,"142,3",0,0,0
12 TEBESSA,0,0,0,0,0,0,0,0,0
13 TLEMCEN,85,22 100,"260,0",50,12 500,"250,0",0,0,0
14 TIARET,0,0,0,0,0,0,0,0,0
15 TIZI-OUZOU,95,21 115,"222,3",4,0,"0,0",1,0,"0,0"
16 ALGER,330,101 920,"308,8",132,86 100,"651,0",64,20 600,"322,5"
17 DJELFA,0,0,0,0,0,0,0,0,0
18 JIJEL,190,46 816,"246,4",1,1 840,"3 538,5",0,406,"2 030,0"
19 SETIF,0,0,0,0,0,0,0,0,0
20 SAIDA,0,0,0,0,0,0,0,0,0
21 SKIKDA,1 020,228 700,"224,2",0,0,0,0,0,0
22 S.B.ABBES,0,0,0,,,0,,,0
23 ANNABA,5,1 075,"215,0",0,0,0,41,10 370,"252,9"
24 GUELMA,0,0,0,0,0,0,0,0,0
25 CONSTANTINE,0,0,0,0,0,0,0,0,0
26 MEDEA,0,0,0,0,0,0,0,0,0
27 MOSTAGANEM,675,205 250,"304,1",0,0,0,0,0,0
28 M'SILA,0,0,0,55,66 000,"1 200,0",27,21 600,"800,0"
29 MASCARA,0,0,0,0,0,0,0,0,0
30 OUARGLA,7,1 050,"150,0",142,26 076,"183,3",9,8 794,"1 022,5"
31 ORAN,1,280,"280,0",17,11 060,"647,5",2,723,"315,7"
32 EL-BAYADH,0,0,0,0,0,0,0,0,0
33 ILLIZI,0,0,0,5,518,"110,0",2,264,"110,0"
34 B.B.ARRERIDJ,0,0,0,0,0,0,0,0,0
35 BOUMERDES,820,217 700,"265,5",5,1 200,"240,0",0,0,0
36 EL-TARF,123,26 950,"220,0",0,0,0,0,0,0
37 TINDOUF,0,0,0,3,1 500,"500,0",0,0,0
38 TISSEMSILT,0,0,0,0,0,0,0,0,0
39 EL-OUED,0,0,0,67,67 000,"1 000,0",53,26 500,"500,0"
40 KHENCHELA,0,0,0,0,0,0,0,0,0
41 SOUK-AHRAS,0,0,0,311,86 520,"278,2",119,4 985,"42,1"
42 TIPAZA,600,180 084,"300,1",503,523 445,"1 040,0",125,62 381,"500,0"
43 MILA,0,0,0,0,0,0,0,0,0
44 AIN-DEFLA,0,0,0,0,0,0,0,0,0
45 NAAMA,0,0,0,0,0,0,0,0,0
46 A.TEMOUCHENT,33,9 100,"275,8",0,0,0,0,0,0
47 GHARDAIA,0,0,0,3,1 080,"400,0",1,400,"400,0"
48 RELIZANE,0,0,0,0,0,0,0,0,0
TOTAL ALGERIE,4 425,1 139 128,"257,4",4 857,4 771 435,"982,3",1 576,1 000 109,"634,5"
