0,1,2,3,4,5,6
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,SERIE B 2019
V- CULTURES INDUSTRIELLES (2/2),,,,,,
,,AUTRES CULT. INDUST,,,TOTAL,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(QX),qx/ha,(ha),(qx),qx/ha
1 ADRAR,5,440,"97,8",1878,446 153,"237,6"
2 CHLEF,0,0,"0,0",1210,931 700,"770,0"
3 LAGHOUAT,0,0,"0,0",30,240,"8,0"
4 O.E.BOUAGHI,0,0,"0,0",894,77 210,"86,4"
5 BATNA,0,0,"0,0",213,3 748,"17,6"
6 BEJAIA,0,0,"0,0",77,6 050,"78,6"
7 BISKRA,570,14 399,"25,3",574,14 499,"25,3"
8 BECHAR,67,615,"9,2",100,1180,"11,9"
9 BLIDA,64,17 100,"267,2",66,19 100,"289,4"
10 BOUIRA,0,0,"0,0",25,35250,"1 410,0"
11 TAMANRASSET,0,0,"0,0",38,7645,"201,2"
12 TEBESSA,0,0,"0,0",0,0,"0,0"
13 TLEMCEN,0,0,"0,0",0,0,"0,0"
14 TIARET,0,0,"0,0",0,0,"0,0"
15 TIZI-OUZOU,0,0,"0,0",0,0,"0,0"
16 ALGER,0,0,"0,0",0,0,"0,0"
17 DJELFA,0,0,"0,0",36,14400,"400,0"
18 JIJEL,62,1 076,"17,4",91,9 212,"101,7"
19 SETIF,0,0,"0,0",1100,28 762,"26,1"
20 SAIDA,0,0,"0,0",0,0,"0,0"
21 SKIKDA,1 250,150 000,"120,0",9 883,4 401 218,"445,3"
22 S.B.ABBES,0,0,"0,0",20,17 000,"850,0"
23 ANNABA,0,0,"0,0",2 200,1 170 400,"532,0"
24 GUELMA,548,180 275,"329,3",3 922,3 218 144,"820,4"
25 CONSTANTINE,0,0,"0,0",0,0,"0,0"
26 MEDEA,0,0,"0,0",0,0,"0,0"
27 MOSTAGANEM,0,0,"0,0",175,105 000,"600,0"
28 M'SILA,0,0,"0,0",0,0,"0,0"
29 MASCARA,45,950,"21,1",45,950,"21,1"
30 OUARGLA,466,24 878,"53,4",466,24 878,"53,4"
31 ORAN,0,0,"0,0",0,0,"0,0"
32 EL-BAYADH,142,9 435,"66,7",142,9435,"66,7"
33 ILLIZI,0,0,"0,0",0,0,"0,0"
34 B.B.ARRERIDJ,0,0,"0,0",0,0,"0,0"
35 BOUMERDES,0,0,"0,0",0,0,"0,0"
36 EL-TARF,6,80,"13,3",5 986,3 309 596,"552,9"
37 TINDOUF,0,0,"0,0",0,0,"0,0"
38 TISSEMSILT,0,0,"0,0",0,0,"0,0"
39 EL-OUED,0,0,"0,0",5 285,148 770,"28,1"
40 KHENCHELA,0,0,"0,0",0,0,"0,0"
41 SOUK-AHRAS,0,0,"0,0",79,29250,"370,3"
42 TIPAZA,0,0,"0,0",279,265 060,"950,0"
43 MILA,0,0,"0,0",20,15 225,"751,9"
44 AIN-DEFLA,15,1 650,"110,0",2080,2 544 650,"1 223,4"
45 NAAMA,0,0,"0,0",40,15936,"398,4"
46 A.TEMOUCHENT,0,0,"0,0",0,0,"0,0"
47 GHARDAIA,300,7 464,"24,9",740,22 820,"30,8"
48 RELIZANE,0,0,"0,0",327,284 700,"872,0"
TOTAL ALGERIE,3 539,408 362,"115,4",38 018,17 178 179,"451,8"
