0,1,2,3,4,5,6
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,SERIE B 2018
XIII-FIGUIERS (2/2),,,,,,
,Productions,Productions,Productions,Rendement,Productions de,
WILAYA,Consommées,Soumises,Totales,,Figues sèches,
,fraiches (qx),au séchage (qx),(qx),(kg/arbre),(qx),
1 ADRAR,0,0,0,0,,0
2 CHLEF,55 130,6 130,61 260,"26,6",,1 226
3 LAGHOUAT,3 393,0,3 393,0,,0
4 O.E.BOUAGHI,1 940,0,1 940,"53,8",,0
5 BATNA,18 106,1 508,19 613,"38,2",,126
6 BEJAIA,56 851,49 183,106 034,"14,9",,21 973
7 BISKRA,53 705,0,53 705,"16,8",,2 795
8 BECHAR,2 418,2,2 420,,,0
9 BLIDA,57 592,270,57 862,"71,7",,90
10 BOUIRA,29 726,1 313,31 039,"13,4",,2 432
11 TAMANRASSET,755,0,755,"21,4",,0
12 TEBESSA,3 202,0,3 202,"12,1",,0
13 TLEMCEN,11 721,1 720,13 441,"47,3",,759
14 TIARET,19 790,0,19 790,"19,8",,0
15 TIZI-OUZOU,64 901,22 431,87 331,"11,9",,6 292
16 ALGER,4 020,0,4 020,"57,2",,0
17 DJELFA,10 190,0,10 190,"19,0",,0
18 JIJEL,27 701,0,27 701,"42,9",,0
19 SETIF,84 401,26 907,111 308,"20,8",,10 094
20 SAIDA,5 580,0,5 580,"34,4",,0
21 SKIKDA,23 100,0,23 100,"40,1",,0
22 S.B.ABBES,7 640,0,7 640,"30,0",,0
23 ANNABA,10 097,0,10 097,"38,3",,0
24 GUELMA,12 625,0,12 625,"43,8",,0
25 CONSTANTINE,2 389,0,2 389,"50,6",,0
26 MEDEA,37 943,0,37 943,"28,8",,0
27 MOSTAGANEM,52 048,0,52 048,"27,5",,0
28 M'SILA,15 800,0,15 800,"37,6",,0
29 MASCARA,17 720,280,18 000,"38,0",,170
30 OUARGLA,1 779,0,1 779,"15,1",,0
31 ORAN,10 025,0,10 025,"23,5",,0
32 EL-BAYADH,6 734,0,6 734,"26,8",,0
33 ILLIZI,76,0,76,"5,8",,0
34 B.B.ARRERIDJ,12 445,3 870,16 315,"11,5",,1 611
35 BOUMERDES,19 182,1 037,20 219,"24,8",,2 946
36 EL-TARF,6 300,0,6 300,"56,3",,0
37 TINDOUF,0,0,0,"0,0",,0
38 TISSEMSILT,63 180,0,63 180,"73,7",,0
39 EL-OUED,960,0,960,"20,0",,0
40 KHENCHELA,30 552,2 664,33 216,"34,7",,1 277
41 SOUK-AHRAS,11 963,0,11 963,"30,2",,15
42 TIPAZA,31 799,2 500,34 299,"46,1",,1 200
43 MILA,11 030,0,11 030,"38,9",,0
44 AIN-DEFLA,14 686,734,15 420,"27,8",,522
45 NAAMA,2 266,0,2 266,"11,2",,0
46 A.TEMOUCHENT,16 580,0,16 580,"14,2",,0
47 GHARDAIA,11 524,0,11 524,"15,0",,0
48 RELIZANE,29 436,589,30 025,"42,5",,356
TOTAL ALGERIE,970 999,121 137,1 092 136,"23,1",,53 883
