0,1,2,3,4,5,6,7,8,9,10
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,,SERIE B 2019
IX-FOURRAGES ARTIFICIELS (4/4),,,,,,,,,,
,,FOURRAGES  CONSOMMES  EN VERT  OU  ENSILES,,,,,Fourrages en sec et en vert,,Total fourrages,
WILAYA,,Autres,,,Total,,Superficie,Prod,Superficie,Prod
,Sup,Prod,Rdt,Sup,Prod,Rdt,,,,
,(ha),(Qx),qx/ha,(ha),(Qx),qx/ha,(ha),(Qx),(ha),(QX)
1 ADRAR,178,41 774,"234,7",3 689,796 240,"215,9",3 971,894 940,3 971,894 940
2 CHLEF,310,99 200,"320,0",1 154,219 540,"190,2",22 502,1 158 015,28 980,1 175 965
3 LAGHOUAT,0,0,0,5 850,526 500,"90,0",11 410,776 700,11 410,776 700
4 O.E.BOUAGHI,0,0,0,12 562,2 438 350,"194,1",14 884,2 613 850,35 333,2 858 000
5 BATNA,0,0,0,1 912,2 241 280,"1 172,2",36 532,5 833 764,67 972,6 733 459
6 BEJAIA,8,672,"84,0",622,89 651,"144,1",3 544,178 153,16 474,461 090
7 BISKRA,0,0,0,2 910,308 330,"106,0",7 525,471 080,7 525,471 080
8 BECHAR,186,50 145,"269,6",1 077,260 650,"242,0",1 077,260 650,1 077,260 650
9 BLIDA,305,68 700,"225,2",357,79 145,"221,7",1 080,135 920,5 144,640 266
10 BOUIRA,0,0,0,171,3 250,"19,1",7 817,325 574,8 343,340 634
11 TAMANRASSET,0,0,0,644,148 545,"230,8",644,148 545,644,148 545
12 TEBESSA,0,0,0,60 000,780 000,"13,0",62 841,1 225 700,67 961,1 245 700
13 TLEMCEN,0,0,0,3 770,827 000,"219,4",22 220,1 565 000,22 220,1 565 000
14 TIARET,0,0,0,4 870,155 840,"32,0",32 348,856 974,32 398,857 774
15 TIZI-OUZOU,91,44 410,"488,0",6 223,2 504 664,"402,5",12 599,2 875 942,27 242,3 253 712
16 ALGER,20,1 200,"60,0",300,94 790,"316,5",1 822,189 000,1 822,189 000
17 DJELFA,0,0,0,2 460,241 300,"98,1",26 655,265 530,26 655,265 530
18 JIJEL,1,450,"900,0",600,326 496,"544,2",677,330 435,11 773,776 923
19 SETIF,5,8 150,"1 630,0",11 717,754 620,"64,4",22 602,1 158 472,37 367,1 617 951
20 SAIDA,0,0,0,2 757,380 504,"138,0",9 697,821 100,9 697,821 100
21 SKIKDA,0,0,0,4 435,601 120,"135,5",9 088,747 400,20 510,1 261 300
22 S.B.ABBES,0,0,0,2 740,133 300,"48,6",18 890,704 920,18 890,704 920
23 ANNABA,15,475,"31,7",514,51 865,"100,9",1 167,87 745,6 187,489 000
24 GUELMA,20,1 980,"99,0",7 394,1 960 685,"265,2",10 050,2 110 085,28 071,3 367 695
25 CONSTANTINE,1 773,148 466,"83,8",5 282,380 523,"72,0",11 002,618 205,11 232,627 165
26 MEDEA,895,39 175,"43,8",8 606,937 130,"108,9",33 891,2 205 702,48 479,2 875 252
27 MOSTAGANEM,0,0,0,538,57 990,"107,8",21 369,713 771,21 369,713 771
28 M'SILA,0,0,0,22 800,1 289 000,"56,5",40 600,1 470 000,40 600,1 470 000
29 MASCARA,50,600,"12,0",2 995,298 800,"99,8",66 455,1 925 600,74 105,1 998 600
30 OUARGLA,107,19 408,"181,4",2 509,1 066 796,"425,2",2 527,1 067 646,2 527,1 067 646
31 ORAN,235,13 375,"56,9",341,33 093,"97,2",14 038,255 704,14 038,255 704
32 EL-BAYADH,1,610,"610,0",595,132 320,"222,4",7 091,181 360,7 091,181 360
33 ILLIZI,0,0,0,226,17 112,"75,7",226,17 112,226,17 112
34 B.B.ARRERIDJ,0,0,0,1 468,97 325,"66,3",3 935,220 860,21 924,501 723
35 BOUMERDES,0,0,0,1 108,273 050,"246,4",10 008,637 120,12 861,708 445
36 EL-TARF,0,0,0,401,87 370,"217,9",2 727,197 107,17 107,797 807
37 TINDOUF,0,0,0,34,4 130,"121,5",34,4 130,34,4 130
38 TISSEMSILT,0,0,0,3 090,365 881,"118,4",5 620,433 992,15 025,493 700
39 EL-OUED,260,35 100,"135,0",3 710,493 334,"133,0",3 710,493 334,3 710,493 334
40 KHENCHELA,110,5 500,"50,0",20 264,756 025,"37,3",28 303,862 844,39 803,1 150 344
41 SOUK-AHRAS,179,17 070,"95,4",9 073,539 095,"59,4",12 729,747 260,29 910,1 476 238
42 TIPAZA,0,0,0,426,69 645,"163,5",7 605,462 929,9 885,533 579
43 MILA,0,0,0,4 379,864 510,"197,4",10 323,1 175 060,22 840,1 620 840
44 AIN-DEFLA,30,22 500,"750,0",354,189 350,"534,9",23 198,1 242 908,26 429,1 350 001
45 NAAMA,0,0,0,3 514,609 562,"173,5",3 514,609 562,3 514,609 562
46 A.TEMOUCHENT,0,0,0,150,12 000,"80,0",11 808,250 970,11 958,252 470
47 GHARDAIA,0,0,0,5 800,1 154 900,"199,1",5 800,1 154 900,5 800,1 154 900
48 RELIZANE,2,150,"75,0",98,5 890,"60,1",18 109,954 347,21 712,1 078 297
TOTAL ALGERIE,4 780,619 110,"129,5",236 486,25 658 495,"108,5",686 261,43 637 915,959 841,52 608 912
