0,1,2,3,4,5,6,7,8,9
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,SERIE B 2019
XIV-CULTURES FRUITIERES A NOYAUX ET / OU A PEPINS (1/7),,Abricots,,,,,Amandes,,
WILAYA,Superficie (ha),,Production,Rdt,Superficie (ha),,Production (Qx),,Rdt
,Complantée,En rapport,(Qx),qx/ha,Complantée,En rapport,Fraîche,Sèche,qx/ha
1 ADRAR,0,0,0,"0,0",540,0,0,0,"0,0"
2 CHLEF,260,194,23 220,"120,0",926,801,627,43 428,"55,0"
3 LAGHOUAT,1 143,1 143,69 723,"61,0",123,123,3 690,0,"30,0"
4 O.E.BOUAGHI,146,132,11 345,"86,3",99,73,1 942,0,"26,7"
5 BATNA,4 369,4 225,254 637,"60,3",151,143,4 339,714,"35,3"
6 BEJAIA,434,432,17 547,"40,6",453,442,1 316,3 423,"10,7"
7 BISKRA,1 756,1 665,68 906,"41,4",6,4,190,0,"47,5"
8 BECHAR,216,210,18 950,"90,2",7,7,172,0,"0,0"
9 BLIDA,783,782,122 160,"156,2",137,121,8 291,0,"68,6"
10 BOUIRA,400,342,8 773,"25,6",1 473,1 266,3 399,6 797,"8,1"
11 TAMANRASSET,111,98,2 666,"27,2",0,0,0,0,"0,0"
12 TEBESSA,1 028,980,24 500,"25,0",461,440,9 680,0,"22,0"
13 TLEMCEN,1 039,850,93 500,"110,0",8 430,8 400,0,84 000,"10,0"
14 TIARET,1 163,1 102,60 610,"55,0",1 034,900,0,26 200,"29,1"
15 TIZI-OUZOU,156,138,15 474,"111,9",162,145,667,669,"9,2"
16 ALGER,520,496,48 270,"97,4",16,16,545,0,"33,5"
17 DJELFA,2 180,2 109,152 400,"72,3",705,406,77 500,0,"190,9"
18 JIJEL,55,49,5 193,"107,1",33,24,1 110,164,"54,2"
19 SETIF,819,816,26 444,"32,4",3 796,2 398,1 547,20 398,"9,2"
20 SAIDA,124,124,2 704,"21,8",673,473,0,4 952,"10,5"
21 SKIKDA,702,641,81 140,"126,5",285,246,8 140,1 464,"39,1"
22 S.B.ABBES,243,200,16 400,"82,0",3 185,2 660,29 300,0,"11,0"
23 ANNABA,60,59,8 087,"137,1",3,3,39,0,"13,0"
24 GUELMA,107,88,13 866,"158,5",741,684,13 635,29 313,"62,8"
25 CONSTANTINE,52,44,5 120,"116,1",172,157,0,3 305,"21,0"
26 MEDEA,523,475,16 948,"35,7",3 788,3 684,0,110 977,"30,1"
27 MOSTAGANEM,1 788,1 668,125 090,"75,0",492,414,11 181,0,"27,0"
28 M'SILA,5 836,4 567,294 000,"64,4",70,0,0,0,"0,0"
29 MASCARA,269,158,6 600,"41,9",1 247,1 047,0,18 300,"17,5"
30 OUARGLA,119,107,4 445,"41,5",0,0,0,0,
31 ORAN,578,507,21 664,"42,7",549,275,2 226,465,"9,8"
32 EL-BAYADH,357,350,13 537,"38,7",162,159,0,5 072,"31,9"
33 ILLIZI,34,17,549,"33,3",0,0,0,0,"0,0"
34 B.B.ARRERIDJ,271,269,13 820,"51,5",368,355,2 144,1 670,"10,8"
35 BOUMERDES,250,247,29 488,"119,6",21,21,0,191,"9,1"
36 EL-TARF,221,179,12 000,"67,0",12,11,96,0,"8,7"
37 TINDOUF,0,0,0,"0,0",0,0,0,0,"0,0"
38 TISSEMSILT,598,598,45 311,"75,8",4 145,2 552,0,34 902,"13,7"
39 EL-OUED,210,207,12 620,"61,0",0,0,0,0,"0,0"
40 KHENCHELA,1 413,1 293,78 095,"60,4",64,58,502,1 080,"27,3"
41 SOUK-AHRAS,305,292,13 357,"45,7",507,471,8 397,19 388,"59,1"
42 TIPAZA,1 208,1 162,110 741,"95,3",1 150,1 140,3 574,12 936,"14,5"
43 MILA,231,223,14 288,"64,1",694,670,0,28 645,"42,8"
44 AIN-DEFLA,308,249,9 939,"39,9",1 843,1 770,1 552,30 988,"18,4"
45 NAAMA,210,199,8 866,"44,5",29,28,170,0,"6,0"
46 A.TEMOUCHENT,506,506,17 655,"34,9",2 318,2 306,0,29 953,"13,0"
47 GHARDAIA,182,142,11 218,"79,0",0,0,0,0,"0,0"
48 RELIZANE,533,532,80 185,"150,9",491,491,195,8 572,"17,9"
TOTAL ALGERIE,33 811,30 861,2 092 048,"67,8",41 559,35 380,196 163,527 964,"20,5"
