0,1,2,3,4,5,6,7,8,9
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,,SERIE B 2016
VII- ENSEMBLE DES CULTURES MARAÎCHERES (5/7),,,,,,,,,
(Y compris de primeur et sous serres),,,,,,,,,
,,CHOUX  VERTS,,,CHOUX FLEURS,,,NAVETS,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(qx),qx/ha,(ha),(QX),qx/ha,(ha),(QX),qx/ha
1 ADRAR,29,2 140,"74,0",18,1 977,"109,8",182,23 646,"130,3"
2 CHLEF,24,10 890,"453,8",127,63 600,"500,8",15,6 700,"446,7"
3 LAGHOUAT,30,2 100,"70,0",30,2 915,"97,2",410,73 800,"180,0"
4 O.E.BOUAGHI,0,0,0,1,130,"130,0",34,4 580,"133,7"
5 BATNA,0,0,0,0,0,0,170,25 760,"151,5"
6 BEJAIA,22,2 290,"104,1",76,9 605,"126,4",134,11 130,"83,1"
7 BISKRA,0,0,0,0,0,0,353,42 270,"119,7"
8 BECHAR,10,850,"89,5",4,275,"78,6",78,8 846,"114,1"
9 BLIDA,334,50 430,"151,0",450,64 092,"142,4",109,11 185,"102,6"
10 BOUIRA,19,1 284,"67,6",71,8 094,"114,0",74,7 889,"107,3"
11 TAMANRASSET,0,0,0,38,738,"19,4",97,6 112,"63,0"
12 TEBESSA,0,0,0,0,0,0,100,14 500,"145,0"
13 TLEMCEN,31,3 480,"112,3",135,5 330,"39,5",305,31 380,"102,9"
14 TIARET,53,9 005,"169,9",62,7 600,"122,6",171,35 607,"208,2"
15 TIZI-OUZOU,8,3 100,"387,5",18,6 700,"382,9",285,40 210,"141,3"
16 ALGER,605,145 655,"240,7",1 398,315 070,"225,4",297,63 590,"214,1"
17 DJELFA,2,200,"100,0",19,3 750,"197,4",215,28 620,"133,1"
18 JIJEL,350,85 095,"243,1",517,120 820,"233,7",348,58 775,"168,9"
19 SETIF,0,0,0,925,238 665,"258,0",544,105 655,"194,2"
20 SAIDA,0,0,0,0,0,0,49,13 950,"287,6"
21 SKIKDA,119,14 900,"125,2",172,19 820,"115,2",410,52 765,"128,9"
22 S.B.ABBES,7,1 589,"227,0",43,8 808,"204,8",123,26 328,"214,0"
23 ANNABA,207,32 047,"154,8",190,24 002,"126,3",259,31 868,"123,0"
24 GUELMA,0,0,0,6,950,"158,3",6,930,"155,0"
25 CONSTANTINE,2,170,"113,3",4,268,"76,6",15,1 239,"85,4"
26 MEDEA,0,0,0,0,0,0,168,21 528,"128,1"
27 MOSTAGANEM,669,192 350,"287,5",887,246 705,"278,3",244,40 640,"166,6"
28 M'SILA,40,7 900,"197,5",100,20 000,"200,0",400,107 000,"267,5"
29 MASCARA,0,0,0,3,1 000,"294,1",106,19 150,"180,7"
30 OUARGLA,0,0,0,4,1 030,"257,5",91,11 191,"123,0"
31 ORAN,19,3 130,"164,7",69,11 285,"164,7",15,1 985,"130,2"
32 EL-BAYADH,0,0,0,0,0,0,87,16 320,"188,7"
33 ILLIZI,4,405,"107,4",6,628,"107,5",2,245,"109,0"
34 B.B.ARRERIDJ,6,600,"100,0",0,0,0,104,13 480,"130,2"
35 BOUMERDES,527,169 660,"321,9",778,260 988,"335,5",1 158,304 348,"262,8"
36 EL-TARF,91,11 320,"124,4",91,12 230,"134,4",51,3 180,"62,4"
37 TINDOUF,0,0,0,0,0,0,8,1 600,"200,0"
38 TISSEMSILT,0,0,0,0,0,0,0,0,0
39 EL-OUED,0,0,0,16,1 600,"100,0",290,58 000,"200,0"
40 KHENCHELA,0,0,0,0,0,0,49,5 130,"105,8"
41 SOUK-AHRAS,80,11 330,"141,6",40,6 670,"166,8",74,2 920,"39,5"
42 TIPAZA,327,79 630,"243,5",1 639,342 800,"209,2",63,13 250,"210,3"
43 MILA,0,0,0,2,500,"250,0",129,30 105,"233,4"
44 AIN-DEFLA,400,180 000,"450,0",450,202 500,"450,0",100,35 000,"350,0"
45 NAAMA,9,894,"99,3",26,3 002,"115,5",323,47 594,"147,3"
46 A.TEMOUCHENT,138,26 365,"191,1",212,28 860,"136,1",69,14 070,"203,9"
47 GHARDAIA,0,0,0,18,1 025,"56,9",85,12 300,"144,7"
48 RELIZANE,0,0,0,58,7 450,"128,4",15,1 725,"119,0"
TOTAL ALGERIE,4 161,1 048 809,"252,1",8 701,2 051 482,"235,8",8 409,1 488 096,"177,0"
