0,1,2,3,4,5,6,7,8,9
"Récapitulatif des superficies, des productions, des rendements  et les taux d'accroissement  2018/2017",,,,,,,,,
,,2017,,,2018,,,Taux d'accroissement     %,
,Sup.,Prod.,Rdt,Sup.,Prod.,Rdt,,2018 /2017,
,ha,qx,qx/ha,ha,qx,qx/ha,Sup.,Prod.,Rdt
Céréales d'hiver,2 371 067,34 702 520,"14,6",3 106 102,60 568 040,"19,5",31,75,33
Blé dur,1 175 622,19 909 570,"16,9",1 492 546,31 780 207,"21,3",27,60,26
Blé tendre,361 794,4 455 460,"12,3",455 856,8 031 984,"17,6",26,80,43
Orge,773 063,9 696 964,"12,5",1 080 250,19 573 271,"18,1",40,102,44
Avoine,60 529,640 175,"10,6",77 375,1 180 178,"15,3",28,84,44
Triticale,60,350,"5,8",75,2 400,"32,0",0,0,0
Céréales d'été,2 337,76 060,"32,5",1 506,91 340,"60,7",-36,20,86
Maîs,2 025,26 335,"13,0",1 241,55 125,"44,4",-39,109,242
Sorgho,312,49 725,"159,4",265,36 215,"136,7",-15,-27,-14
Cultures industrielles,32 595,12 554 567,"385,2",36 427,15 872 668,"435,7",12,26,13
Tomates,20 216,12 097 326,"598,4",23 689,15 406 655,"650,4",17,27,9
Tabacs,4 852,102 918,"21,2",5 097,106 859,"21,0",5,4,-1
Arachides,3 666,101 713,"27,7",4 753,118 861,"25,0",30,17,-10
Autres,3 862,252 610,"65,4",2 888,240 293,"83,2",-25,-5,27
Légumes secs,100 425,1 072 494,"10,7",111 823,1 376 378,"12,3",11,28,15
Fèves-féveroles,40 361,468 553,"11,6",40 222,548 780,"13,6",0,17,18
Pois secs,10 209,99 225,"9,7",10 383,114 721,"11,0",2,16,14
Lentilles,19 033,191 387,"10,1",25 956,296 629,"11,4",36,55,14
Pois chiches,28 571,293 711,"10,3",32 065,382 736,"11,9",12,30,16
Haricots secs,1 902,14 797,"7,8",2 843,28 113,"9,9",49,90,27
Gesses et guerfalas,350,4 820,"13,8",355,5 400,"15,2",1,12,10
Cultures maraîchères,501 869,130 202 950,"259,4",509 340,136 570 863,"268,1",1,5,3
Pommes de terre,148 822,46 064 024,"309,5",149 665,46 533 222,"310,9",1,1,0
Tomates,23 977,12 862 858,"536,5",22 323,13 097 452,"586,7",-7,2,9
Oignons,48 301,14 203 096,"294,1",47 282,13 996 907,"296,0",-2,-1,1
Ails,9 912,1 234 749,"124,6",12 945,2 022 005,"156,2",31,64,25
Melons Pastèques,57 343,18 912 738,"329,8",60 399,20 957 575,"347,0",5,11,5
Carottes,16 963,4 063 739,"239,6",17 941,4 318 834,"240,7",6,6,0
Piments,9 912,2 712 924,"273,7",10 686,3 093 299,"289,5",8,14,6
Poivrons,11 956,3 436 295,"287,4",11 422,3 417 150,"299,2",-4,-1,4
Concombres,4 568,1 716 103,"375,7",4 359,1 936 474,"444,2",-5,13,18
Courgettes,13 085,3 078 610,"235,3",13 528,3 888 751,"287,5",3,26,22
Aubergines,5 506,1 558 780,"283,1",5 978,1 816 181,"303,8",9,17,7
Artichauts,5 532,1 085 597,"196,3",5 784,1 246 591,"215,5",5,15,10
Choux verts,3 699,919 421,"248,6",4 069,1 074 125,"264,0",10,17,6
Choux fleurs,7 245,1 750 602,"241,6",8 090,2 076 970,"256,7",12,19,6
Navets,7 486,1 315 838,"175,8",8 171,1 397 446,"171,0",9,6,-3
Fèves vertes,32 456,2 886 198,"88,9",32 645,3 086 891,"94,6",1,7,6
Haricots verts,11 434,980 033,"85,7",11 610,931 836,"80,3",2,-5,-6
Petits pois,34 268,1 314 139,"38,3",35 897,1 862 025,"51,9",5,42,35
Autres légumes,49 406,10 107 207,"204,6",46 547,9 817 131,"210,9",-6,-3,3
