0,1,2,3,4,5,6
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,SERIE B 2016
"III)- OLIVIERS, OLIVES ET HUILES 2/2",,,,,,
Production,,,,,,
,,Production d'olive,,Rendement,Production,Rendement
WILAYA,pour la conserve,pour l'huile,Total Prod.  Olives,d'olive,d'huile,d'huile
,Qx,Qx,Qx,Kg/arbre,Hl,Litres/quintal
1 ADRAR,0,0,0,0,0,0
2 CHLEF,22 680,26 770,49 450,"14,4",3 449,"12,9"
3 LAGHOUAT,25 980,17 340,43 320,"20,0",2 601,"15,0"
4 O.E.BOUAGHI,239,2 178,2 417,"5,3",295,"13,5"
5 BATNA,125 860,123 306,249 166,"20,4",18 592,"15,1"
6 BEJAIA,2 056,999 634,1 001 690,"23,5",212 726,"21,3"
7 BISKRA,103 640,44 410,148 050,"22,7",5 770,"13,0"
8 BECHAR,2 024,1 628,3 652,"6,4",135,"8,3"
9 BLIDA,16 418,22 697,39 115,"13,7",2 499,"11,0"
10 BOUIRA,3 426,302 780,306 206,"12,7",56 700,"18,7"
11 TAMANRASSET,0,0,0,0,0,0
12 TEBESSA,7 500,37 000,44 500,"6,7",6 500,"17,6"
13 TLEMCEN,241 200,443 800,685 000,"41,5",79 884,"18,0"
14 TIARET,34 600,13 000,47 600,"11,7",1 560,"12,0"
15 TIZI-OUZOU,0,534 642,534 642,"17,5",102 710,"19,2"
16 ALGER,1 528,2 932,4 460,"15,3",457,"15,6"
17 DJELFA,26 760,129 500,156 260,"10,5",17 500,"13,5"
18 JIJEL,240,319 018,319 258,"24,9",66 758,"20,9"
19 SETIF,236,271 321,271 556,"16,4",58 100,"21,4"
20 SAIDA,62 832,28 123,90 955,"23,3",1 875,"6,7"
21 SKIKDA,0,347 780,347 780,"30,4",76 500,"22,0"
22 S.B.ABBES,156 132,67 548,223 680,"37,3",9 467,"14,0"
23 ANNABA,2 059,12 161,14 220,"22,0",2 072,"17,0"
24 GUELMA,3 163,126 256,129 419,"26,6",23 639,"18,7"
25 CONSTANTINE,4 944,3 721,8 665,"7,2",526,"14,1"
26 MEDEA,12 662,30 161,42 823,"16,3",3 969,"13,2"
27 MOSTAGANEM,127 162,0,127 162,"15,3",0,0
28 M'SILA,28 800,82 470,111 270,"8,7",13 099,"15,9"
29 MASCARA,528 400,10 600,539 000,"41,4",1 250,"11,8"
30 OUARGLA,3 350,2 260,5 610,"19,6",256,"11,3"
31 ORAN,122 374,8 680,131 054,"13,3",1 337,"15,4"
32 EL-BAYADH,1 602,11 673,13 276,"10,1",1 600,"13,7"
33 ILLIZI,10,0,10,"2,1",0,0
34 B.B.ARRERIDJ,9 558,152 452,162 010,"10,9",23 940,"15,7"
35 BOUMERDES,1 026,113 550,114 576,"16,0",19 311,"17,0"
36 EL-TARF,10 100,38 630,48 730,"24,2",6 953,"18,0"
37 TINDOUF,0,0,0,"0,0",0,0
38 TISSEMSILT,10 194,23 786,33 980,"12,7",3 330,"14,0"
39 EL-OUED,26 630,15 370,42 000,"6,5",1 840,"12,0"
40 KHENCHELA,4 879,56 480,61 359,"14,4",9 810,"17,4"
41 SOUK-AHRAS,22 300,58 522,80 822,"14,7",12 874,"22,0"
42 TIPAZA,9 139,35 286,44 425,"20,5",3 783,"10,7"
43 MILA,15 070,92 862,107 932,"17,1",16 652,"17,9"
44 AIN-DEFLA,90 001,78 700,168 700,"20,7",11 624,"14,8"
45 NAAMA,487,4 597,5 084,"6,7",667,"14,5"
46 A.TEMOUCHENT,70 530,49 431,119 961,"17,2",6 671,"13,5"
47 GHARDAIA,19 320,3 270,22 590,"13,5",360,"11,0"
48 RELIZANE,256 006,4 874,260 880,"21,2",20,"0,4"
TOTAL ALGERIE,2 213 116,4 751 198,6 964 315,"19,6",889 662,"18,7"
