0,1,2,3,4,5,6,7,8
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,SERIE B 2018
V)-  AGRUMES  (2/3),,,,,,,,
,,MANDARINIERS,,,,CITRONNIERS,,
WILAYA,Sup.compl.,Sup.en rap.,Production,Rdt,Sup.compl.,Sup.en rap.,Production,Rdt
,ha,ha,qx,qx/ha,ha,ha,qx,qx/ha
1 ADRAR,0,0,0,0,0,0,0,0
2 CHLEF,228,155,39 305,"254,4",68,60,12 775,"214,7"
3 LAGHOUAT,2,2,94,"47,0",4,4,252,"63,0"
4 O.E.BOUAGHI,0,0,0,0,0,0,0,0
5 BATNA,0,0,0,0,0,0,0,0
6 BEJAIA,29,27,3 498,"131,2",55,50,7 321,"145,7"
7 BISKRA,0,0,0,0,66,59,2 590,"43,9"
8 BECHAR,0,0,0,0,29,29,4 356,"150,2"
9 BLIDA,1 128,1 117,225 476,"201,9",1 110,1 030,256 645,"249,3"
10 BOUIRA,30,30,1 855,"61,8",35,34,2 585,"77,2"
11 TAMANRASSET,3,3,24,"8,0",128,126,2 230,"17,7"
12 TEBESSA,0,0,0,0,0,0,0,0
13 TLEMCEN,28,25,2 500,"102,0",132,120,16 170,"134,8"
14 TIARET,0,0,0,0,0,0,0,0
15 TIZI-OUZOU,60,46,15 430,"339,1",73,69,16 860,"243,5"
16 ALGER,189,181,35 140,"193,9",691,572,117 740,"205,8"
17 DJELFA,0,0,0,0,0,0,0,0
18 JIJEL,0,0,0,0,58,48,4 737,"98,8"
19 SETIF,0,0,0,0,0,0,0,0
20 SAIDA,0,0,0,0,0,0,0,0
21 SKIKDA,303,289,61 135,"211,4",133,124,25 500,"204,9"
22 S.B.ABBES,0,0,0,0,0,0,0,0
23 ANNABA,30,12,2 319,"201,7",41,20,3 896,"199,8"
24 GUELMA,53,28,4 940,"176,4",26,24,4 740,"197,5"
25 CONSTANTINE,0,0,0,0,5,0,0,0
26 MEDEA,2,2,40,"20,0",4,4,360,"90,0"
27 MOSTAGANEM,17,17,4 710,"285,5",251,249,68 860,"276,5"
28 M'SILA,0,0,0,0,0,0,0,0
29 MASCARA,22,22,3 050,"138,6",83,83,12 250,"147,6"
30 OUARGLA,1,1,36,"48,0",16,6,578,"93,2"
31 ORAN,1,1,120,"120,0",27,21,2 065,"98,3"
32 EL-BAYADH,0,0,0,0,0,0,0,0
33 ILLIZI,16,9,628,"69,8",57,34,2 354,"70,1"
34 B.B.ARRERIDJ,0,0,0,0,0,0,0,0
35 BOUMERDES,30,17,3 218,"192,1",297,253,46 219,"183,0"
36 EL-TARF,132,126,22 450,"178,9",134,93,19 850,"214,6"
37 TINDOUF,0,0,0,0,0,0,0,0
38 TISSEMSILT,0,0,0,0,0,0,0,0
39 EL-OUED,0,0,0,0,15,15,450,"30,0"
40 KHENCHELA,0,0,0,0,0,0,0,0
41 SOUK-AHRAS,0,0,0,0,0,0,0,0
42 TIPAZA,91,91,20 580,"226,2",398,364,93 605,"257,5"
43 MILA,1,0,0,0,1,0,0,0
44 AIN-DEFLA,0,0,0,0,37,37,3 995,"109,5"
45 NAAMA,0,0,0,0,1,1,60,"60,0"
46 A.TEMOUCHENT,0,0,0,0,2,2,185,"123,3"
47 GHARDAIA,85,56,4 760,"85,0",405,315,26 460,"84,0"
48 RELIZANE,41,24,4 225,"179,8",136,136,32 290,"237,4"
TOTAL ALGERIE,2 518,2 277,455 533,"200,1",4 516,3 978,787 979,"198,1"
