0,1,2,3,4,5,6,7,8
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,SERIE B 2017
V)-  AGRUMES  (1/3),,,,,,,,
,,ORANGERS,,,,CLEMENTINIERS,,
WILAYA,Sup.compl.,Sup.en rap.,Production,Rdt,Sup.compl.,Sup.en rap.,Production,Rdt
,ha,ha,qx,qx/ha,ha,ha,qx,qx/ha
1 ADRAR,0,0,0,0,0,0,0,0
2 CHLEF,5 185,4 669,945 765,"202,6",660,502,125 240,"249,7"
3 LAGHOUAT,2,2,82,"41,0",0,0,0,0
4 O.E.BOUAGHI,0,0,0,0,0,0,0,0
5 BATNA,0,0,0,0,0,0,0,0
6 BEJAIA,1 583,1 432,235 007,"164,2",351,338,34 100,"101,0"
7 BISKRA,10,10,379,"37,9",0,0,0,0
8 BECHAR,13,13,1 680,"129,2",2,2,260,"130,0"
9 BLIDA,11 976,11 317,2 759 738,"243,9",3 497,3 373,647 748,"192,0"
10 BOUIRA,389,318,38 055,"119,6",40,31,1 485,"48,7"
11 TAMANRASSET,14,22,1 101,"49,8",0,0,0,0
12 TEBESSA,0,0,0,0,0,0,0,0
13 TLEMCEN,2 158,1 825,554 700,"303,9",329,300,59 280,"197,6"
14 TIARET,0,0,0,0,0,0,0,0
15 TIZI-OUZOU,1 285,1 157,294 780,"254,7",114,74,17 250,"232,3"
16 ALGER,4 082,3 521,735 625,"208,9",810,667,120 570,"180,6"
17 DJELFA,0,0,0,0,0,0,0,0
18 JIJEL,311,233,30 573,"131,1",77,53,4 986,"93,5"
19 SETIF,0,0,0,0,0,0,0,0
20 SAIDA,0,0,0,0,0,0,0,0
21 SKIKDA,1 859,1 562,420 423,"269,1",564,507,59 295,"117,1"
22 S.B.ABBES,0,0,0,0,0,0,0,0
23 ANNABA,391,258,38 509,"149,4",106,80,11 883,"148,5"
24 GUELMA,705,550,128 302,"233,1",80,26,5 975,"229,8"
25 CONSTANTINE,0,0,0,0,0,0,0,0
26 MEDEA,22,22,1 625,"74,7",0,0,0,0
27 MOSTAGANEM,4 011,3 381,1 004 825,"297,2",681,671,182 625,"272,4"
28 M'SILA,0,0,0,0,0,0,0,0
29 MASCARA,3 187,2 651,444 900,"167,8",1 743,1 501,223 910,"149,2"
30 OUARGLA,18,12,1 300,"110,6",7,4,243,"60,0"
31 ORAN,125,97,12 101,"124,9",110,93,12 495,"135,1"
32 EL-BAYADH,0,0,0,0,0,0,0,0
33 ILLIZI,57,25,1 738,"69,5",5,3,207,"69,0"
34 B.B.ARRERIDJ,0,0,0,0,0,0,0,0
35 BOUMERDES,1 698,1 496,317 887,"212,5",233,207,41 045,"198,3"
36 EL-TARF,1 517,1 160,290 160,"250,2",396,272,56 790,"209,2"
37 TINDOUF,0,0,0,0,0,0,0,0
38 TISSEMSILT,0,0,0,0,0,0,0,0
39 EL-OUED,10,10,200,"20,0",0,0,0,0
40 KHENCHELA,0,0,0,0,0,0,0,0
41 SOUK-AHRAS,8,8,480,"60,0",0,0,0,0
42 TIPAZA,3 187,2 830,877 728,"310,2",741,617,177 520,"287,9"
43 MILA,7,3,63,"25,2",0,0,0,0
44 AIN-DEFLA,1 598,1 257,117 890,"93,8",100,56,6 720,"120,0"
45 NAAMA,0,0,0,0,1,1,50,"50,0"
46 A.TEMOUCHENT,347,287,29 788,"103,7",45,42,5 050,"121,7"
47 GHARDAIA,625,380,32 135,"84,6",73,45,3 726,"82,8"
48 RELIZANE,3 565,3 339,821 975,"246,2",1 093,1 058,256 020,"242,0"
TOTAL ALGERIE,49 942,43 847,10 139 513,"231,3",11 855,10 520,2 054 473,"195,3"
