0,1,2,3,4,5,6,7,8,9
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,,SERIE B 2016
VII- ENSEMBLE DES CULTURES MARAÎCHERES (4/7),,,,,,,,,
(Y compris de primeur et sous serres),,,,,,,,,
,,COURGETTES,,,AUBERGINES,,,ARTICHAUTS,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(QX),qx/ha,(ha),(QX),qx/ha,(ha),(QX),qx/ha
1 ADRAR,84,10 496,"124,9",65,8 680,"134,2",0,0,0
2 CHLEF,321,62 620,"195,2",27,10 600,"400,0",450,180 000,"400,0"
3 LAGHOUAT,421,159 980,"380,0",758,237 330,"313,1",0,0,0
4 O.E.BOUAGHI,127,22 290,"175,9",0,0,0,0,0,0
5 BATNA,320,58 410,"182,5",50,10 000,"200,0",0,0,0
6 BEJAIA,197,25 881,"131,5",15,1 660,"110,7",11,1 660,"150,9"
7 BISKRA,559,201 110,"359,6",421,277 340,"658,6",0,0,0
8 BECHAR,78,10 171,"131,0",2 018,11 741,"5,8",0,0,0
9 BLIDA,84,13 565,"161,5",42,13 910,"329,8",403,83 580,"207,7"
10 BOUIRA,135,13 557,"100,4",9,910,"101,1",0,0,0
11 TAMANRASSET,121,9 527,"78,4",66,2 702,"40,8",0,0,0
12 TEBESSA,90,10 980,"122,0",10,800,"80,0",0,0,0
13 TLEMCEN,300,54 045,"180,2",79,9 920,"125,6",4,320,"80,0"
14 TIARET,319,68 702,"215,5",44,1 538,"35,0",25,1 750,"70,0"
15 TIZI-OUZOU,220,46 895,"212,9",0,0,0,10,1 500,"150,0"
16 ALGER,933,249 455,"267,4",462,132 490,"286,7",53,10 795,"205,6"
17 DJELFA,291,33 210,"114,1",147,13 420,"91,3",2,100,"50,0"
18 JIJEL,428,83 925,"196,2",119,24 026,"201,2",25,2 200,"88,0"
19 SETIF,285,47 335,"166,4",7,1 000,"142,9",0,0,0
20 SAIDA,37,9 700,"262,2",21,6 400,"304,8",0,0,0
21 SKIKDA,916,122 610,"133,9",54,5 767,"107,8",31,1 920,"61,9"
22 S.B.ABBES,85,10 600,"124,7",62,14 942,"241,0",46,9 900,"215,2"
23 ANNABA,501,67 341,"134,4",145,21 170,"146,0",125,14 556,"116,4"
24 GUELMA,369,61 179,"165,8",5,750,"150,0",0,0,0
25 CONSTANTINE,39,5 325,"137,4",7,700,"100,0",0,0,0
26 MEDEA,254,26 937,"106,1",28,3 360,"120,0",0,0,0
27 MOSTAGANEM,0,0,0,0,0,0,327,55 900,"170,9"
28 M'SILA,656,133 200,"203,0",75,17 000,"226,7",0,0,0
29 MASCARA,137,27 760,"202,6",92,16 030,"174,2",7,350,"50,0"
30 OUARGLA,67,18 075,"268,3",82,18 990,"231,6",0,0,0
31 ORAN,96,14 150,"147,7",12,2 436,"206,8",67,10 295,"154,8"
32 EL-BAYADH,28,6 415,"233,3",22,6 155,"279,8",0,0,0
33 ILLIZI,11,1 147,"107,7",6,688,"108,0",0,0,0
34 B.B.ARRERIDJ,70,9 155,"130,8",0,0,0,0,0,0
35 BOUMERDES,852,194 049,"227,8",426,99 034,"232,5",21,2 650,"126,2"
36 EL-TARF,304,58 491,"192,7",56,9 860,"176,1",48,6 380,"134,3"
37 TINDOUF,2,1 252,"530,5",2,500,"250,0",0,0,0
38 TISSEMSILT,18,895,"51,1",0,0,0,0,0,0
39 EL-OUED,133,48 000,"360,9",191,42 472,"222,2",0,0,0
40 KHENCHELA,108,14 895,"138,6",2,1 000,"500,0",0,0,0
41 SOUK-AHRAS,80,4 000,"50,0",110,4 400,"40,0",4,171,"45,6"
42 TIPAZA,733,242 150,"330,6",264,102 829,"389,9",234,47 980,"205,0"
43 MILA,444,166 790,"376,1",33,10 675,"323,5",7,900,"128,6"
44 AIN-DEFLA,400,160 000,"400,0",70,24 500,"350,0",150,15 000,"100,0"
45 NAAMA,108,15 118,"139,7",105,9 417,"90,1",0,0,0
46 A.TEMOUCHENT,353,79 345,"225,1",132,26 690,"202,4",46,9 270,"203,3"
47 GHARDAIA,130,12 300,"94,6",260,54 580,"209,9",25,2 490,"99,6"
48 RELIZANE,110,17 505,"159,1",84,10 100,"120,2",3 056,515 576,"168,7"
TOTAL ALGERIE,12 349,2 710 537,"219,5",6 683,1 268 511,"189,8",5 174,975 243,"188,5"
