0,1,2,3,4,5,6,7,8,9,10
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,,SERIE B 2018
III-CEREALES D'HIVER (3/3),,,,,,,,,,
WILAYA,,,TRITICALE,,,,,TOTAL CEREALES D'HIVER,,
,Emblav,récoltée,Taux de,Prod.,Rdt,Emblavée,récoltée,Taux de,Prod.,Rdt
,ée,,Récolte,,,,,Récolte,,
,(ha),(ha),%,(qx),(qx/ha),(ha),(ha),%,(qx),(qx/ha)
1 ADRAR,0,0,0,0,"0,0",15 386,15 306,"99,5",531 167,"34,7"
2 CHLEF,0,0,0,0,"0,0",92 315,92 023,"99,7",1 909 566,"20,8"
3 LAGHOUAT,0,0,0,0,"0,0",21 343,12 499,"58,6",295 080,"23,6"
4 O.E.BOUAGHI,0,0,0,0,"0,0",200 000,159 961,"80,0",2 130 000,"13,3"
5 BATNA,0,0,0,0,"0,0",130 524,100 958,"77,3",1 513 082,"15,0"
6 BEJAIA,0,0,0,0,"0,0",6 708,6 583,"98,1",154 607,"23,5"
7 BISKRA,0,0,0,0,"0,0",29 464,27 334,"92,8",996 090,"36,4"
8 BECHAR,0,0,0,0,"0,0",805,805,"100,0",22 004,"27,3"
9 BLIDA,0,0,0,0,"0,0",8 160,7 988,"97,9",217 858,"27,3"
10 BOUIRA,0,0,0,0,"0,0",65 695,65 632,"99,9",2 052 349,"31,3"
11 TAMANRASSET,0,0,0,0,"0,0",758,758,"100,0",16 830,"22,2"
12 TEBESSA,0,0,0,0,"0,0",190 000,60 000,"31,6",625 700,"10,4"
13 TLEMCEN,0,0,0,0,"0,0",172 500,172 454,"100,0",2 850 500,"16,5"
14 TIARET,0,0,0,0,"0,0",356 000,345 086,"96,9",5 814 594,"16,8"
15 TIZI-OUZOU,0,0,0,0,"0,0",7 878,7 545,"95,8",167 000,"22,1"
16 ALGER,0,0,0,0,"0,0",2 011,1 941,"96,5",55 340,"28,5"
17 DJELFA,0,0,0,0,"0,0",50 400,27 863,"55,3",640 000,"23,0"
18 JIJEL,0,0,0,0,"0,0",886,886,"100,0",20 243,"22,8"
19 SETIF,75,75,"100,0",2 400,"32,0",197 175,197 007,"99,9",3 697 800,"18,8"
20 SAIDA,0,0,0,0,"0,0",127 460,127 460,"100,0",2 388 410,"18,7"
21 SKIKDA,0,0,0,0,"0,0",36 117,36 034,"99,8",777 000,"21,6"
22 S.B.ABBES,0,0,0,0,"0,0",192 798,186 180,"96,6",2 305 195,"12,4"
23 ANNABA,0,0,0,0,"0,0",15 633,15 618,"99,9",470 810,"30,1"
24 GUELMA,0,0,0,0,"0,0",87 100,86 559,"99,4",2 837 614,"32,8"
25 CONSTANTINE,0,0,0,0,"0,0",81 535,81 198,"99,6",2 927 144,"36,0"
26 MEDEA,0,0,0,0,"0,0",118 879,111 831,"94,1",2 287 091,"20,5"
27 MOSTAGANEM,0,0,0,0,"0,0",47 582,47 582,"100,0",1 180 740,"24,8"
28 M'SILA,0,0,0,0,"0,0",54 400,21 220,"39,0",447 640,"21,1"
29 MASCARA,0,0,0,0,"0,0",140 100,140 000,"99,9",2 070 400,"14,8"
30 OUARGLA,0,0,0,0,"0,0",2 490,2 394,"96,1",82 598,"34,5"
31 ORAN,0,0,0,0,"0,0",54 585,54 571,"100,0",1 404 086,"25,7"
32 EL-BAYADH,0,0,0,0,"0,0",8 616,6 734,"78,2",131 510,"19,5"
33 ILLIZI,0,0,0,0,"0,0",47,47,"100,0",1 305,"27,9"
34 B.B.ARRERIDJ,0,0,0,0,"0,0",78 020,77 903,"99,8",1 073 380,"13,8"
35 BOUMERDES,0,0,0,0,"0,0",4 704,4 602,"97,8",113 959,"24,8"
36 EL-TARF,0,0,0,0,"0,0",26 765,25 671,"95,9",561 465,"21,9"
37 TINDOUF,0,0,0,0,"0,0",0,0,"0,0",0,"0,0"
38 TISSEMSILT,0,0,0,0,"0,0",79 500,78 903,"99,2",1 580 000,"20,0"
39 EL-OUED,0,0,0,0,"0,0",12 613,11 505,"91,2",302 880,"26,3"
40 KHENCHELA,0,0,0,0,"0,0",114 426,77 550,"67,8",1 221 720,"15,8"
41 SOUK-AHRAS,0,0,0,0,"0,0",138 100,137 883,"99,8",1 910 362,"13,9"
42 TIPAZA,0,0,0,0,"0,0",17 727,17 064,"96,3",437 470,"25,6"
43 MILA,0,0,0,0,"0,0",109 724,109 311,"99,6",3 162 468,"28,9"
44 AIN-DEFLA,0,0,0,0,"0,0",75 680,75 238,"99,4",1 960 000,"26,1"
45 NAAMA,0,0,0,0,"0,0",2 210,1 742,"78,8",22 245,"12,8"
46 A.TEMOUCHENT,0,0,0,0,"0,0",116 600,114 284,"98,0",2 427 700,"21,2"
47 GHARDAIA,0,0,0,0,"0,0",4 983,4 983,"100,0",209 502,"42,0"
48 RELIZANE,0,0,0,0,"0,0",149 592,149 409,"99,9",2 563 537,"17,2"
TOTAL ALGERIE,75,75,"0,0",2 400,"32,0",3 445 992,3 106 102,"90,1",60 568 040,"19,5"
