0,1,2,3,4,5,6
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,SERIE B 2016
VIII-POMMES DE TERRE (arrière saison et total) (2/2),,,,,,
,,ARRIERE SAISON,,,TOTAL,
WILAYA,Superficie,Production,Rendement,Superficie,Production,Rendement
,(ha),(QX),qx/ha,(ha),(QX),qx/ha
1 ADRAR,0,0,0,361,54 310,"150,6"
2 CHLEF,2 254,590770,"262,1",4 290,1 295 530,"302,0"
3 LAGHOUAT,147,36 750,"250,0",2 247,561 750,"250,0"
4 O.E.BOUAGHI,225,35 470,"157,6",479,93 940,"196,1"
5 BATNA,952,277 755,"291,9",2 686,832 635,"310,0"
6 BEJAIA,57,9 390,"166,2",320,59 230,"185,4"
7 BISKRA,10,1 900,"190,0",210,61 240,"291,6"
8 BECHAR,100,20 600,"206,0",117,22 877,"196,4"
9 BLIDA,43,9 010,"209,5",735,271 410,"369,3"
10 BOUIRA,3 042,1 031 244,"339,0",6 235,2 131 289,"341,8"
11 TAMANRASSET,38,5 865,"156,4",55,8 352,"153,2"
12 TEBESSA,0,0,0,2 525,876 750,"347,2"
13 TLEMCEN,2 600,780 200,"300,1",6 385,2 106 500,"329,9"
14 TIARET,1 653,430 231,"260,3",5 749,1 584 500,"275,6"
15 TIZI-OUZOU,260,62 130,"239,0",938,228 353,"243,4"
16 ALGER,90,27 590,"306,6",1 516,591 620,"390,3"
17 DJELFA,1 000,184 520,"184,5",2 728,616 520,"226,0"
18 JIJEL,54,11 230,"208,0",556,109 665,"197,4"
19 SETIF,54,12 617,"234,2",2 244,631 175,"281,3"
20 SAIDA,734,184 940,"252,0",2 718,771 185,"283,8"
21 SKIKDA,987,293 900,"297,8",5 656,2 077 705,"367,4"
22 S.B.ABBES,651,142 310,"218,6",2 274,587 490,"258,4"
23 ANNABA,24,2 470,"105,1",103,34 120,"332,9"
24 GUELMA,1 465,354 345,"241,9",1 903,505 105,"265,4"
25 CONSTANTINE,21,5 330,"253,8",194,39 165,"202,4"
26 MEDEA,960,229 625,"239,2",2 296,614 865,"267,8"
27 MOSTAGANEM,3 630,900 455,"248,1",12 771,3 715 730,"291,0"
28 M'SILA,200,52 100,"260,5",580,185 000,"319,0"
29 MASCARA,7 300,1 972 800,"270,2",12 500,3 633 000,"290,6"
30 OUARGLA,1 826,536 855,"294,1",1 938,569 200,"293,7"
31 ORAN,56,13 650,"245,9",243,68 175,"281,1"
32 EL-BAYADH,506,139 150,"275,0",977,277 890,"284,4"
33 ILLIZI,2,233,"150,0",2,233,"150,0"
34 B.B.ARRERIDJ,28,6 310,"225,4",151,30 800,"204,0"
35 BOUMERDES,293,72 620,"247,8",3 740,1 207 590,"322,9"
36 EL-TARF,120,32 700,"272,5",529,200 520,"379,1"
37 TINDOUF,7,1 050,"150,0",7,1 050,"150,0"
38 TISSEMSILT,82,12 250,"150,3",143,21 955,"153,5"
39 EL-OUED,24 000,7 456 000,"310,7",34 000,10 956 000,"322,2"
40 KHENCHELA,42,8 140,"193,8",111,19 305,"174,3"
41 SOUK-AHRAS,150,27 000,"180,0",900,237 000,"263,3"
42 TIPAZA,690,179 100,"259,6",2 479,727 945,"293,6"
43 MILA,195,54 680,"280,4",1 856,786 030,"423,5"
44 AIN-DEFLA,9 971,2 741 898,"275,0",21 663,6 436 146,"297,1"
45 NAAMA,230,44 660,"194,2",562,119 904,"213,5"
46 A.TEMOUCHENT,66,20 490,"310,5",316,92 890,"294,0"
47 GHARDAIA,104,28 080,"270,0",119,32 680,"274,6"
48 RELIZANE,2 127,610 678,"287,1",5 209,1 510 443,"290,0"
TOTAL ALGERIE,69 042,19 651 090,"284,6",156 308,47 596 766,"304,5"
