0,1,2,3,4,5,6
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,SERIE B 2018
VII-CULTURES MARAICHERES SOUS SERRES (4/4),,,,,,
,,AUTRES LEGUMES,,,TOTAL,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(QX),qx/ha,(ha),(qx),qx/ha
1 ADRAR,"0,05",5,"100,0","95,55",55 447,"580,3"
2 CHLEF,"0,00",0,0,"395,06",234 571,"593,8"
3 LAGHOUAT,,,0,"0,00",0,0
4 O.E.BOUAGHI,"0,00",0,0,"0,00",0,0
5 BATNA,"0,12","60,00","500,0","6,52",7 805,"1 197,1"
6 BEJAIA,"1,32",51,"38,6","54,91",28 875,"525,8"
7 BISKRA,"0,00",0,0,"7 406,00",6 998 850,"945,0"
8 BECHAR,"0,00",0,0,"1,40",1 008,"720,0"
9 BLIDA,"49,60",15 178,"306,0","326,98",174 337,"533,2"
10 BOUIRA,"0,00",0,0,"0,00",0,0
11 TAMANRASSET,"3,04",737,"242,3","17,82",8 009,"449,4"
12 TEBESSA,,,0,"22,00",12 400,"563,6"
13 TLEMCEN,"0,00",0,0,"215,00",179 900,"836,7"
14 TIARET,,,0,"0,00",0,0
15 TIZI-OUZOU,"0,20",110,"550,0","14,65",8 324,"568,2"
16 ALGER,"77,03",12 265,"159,2","504,48",297 545,"589,8"
17 DJELFA,"29,66",8 778,"296,0","46,32",14 676,"316,8"
18 JIJEL,"441,57",176 397,"399,5","1 067,19",783 952,"734,6"
19 SETIF,"5,90",708,"120,0","494,52",498 960,"1 009,0"
20 SAIDA,"0,00",0,0,"0,00",0,0
21 SKIKDA,"5,00",2 000,"400,0","36,00",17 967,"499,1"
22 S.B.ABBES,,,0,"0,00",0,0
23 ANNABA,"2,02",0,"0,0","2,02",0,"0,0"
24 GUELMA,"7,15",2 145,"300,0","7,90",2 375,"300,6"
25 CONSTANTINE,"0,00",0,0,"0,52",620,"1 192,3"
26 MEDEA,"0,00",0,0,"0,00",0,0
27 MOSTAGANEM,"0,00",0,0,"991,25",601 084,"606,4"
28 M'SILA,"0,00",0,0,"236,00",160 300,"679,2"
29 MASCARA,"1,15",63,"54,8","6,39",1 663,"260,3"
30 OUARGLA,"68,50",16 090,"234,9","1 950,16",915 280,"469,3"
31 ORAN,"0,00",0,0,"41,26",36 182,"876,9"
32 EL-BAYADH,,,0,"0,00",0,0
33 ILLIZI,"0,58",74,"127,6","3,90",984,"252,4"
34 B.B.ARRERIDJ,"0,00",0,0,"0,65",216,"332,3"
35 BOUMERDES,"7,00",2 290,"327,1","568,00",287 272,"505,8"
36 EL-TARF,"0,71",427,"601,4","3,20",3 527,"1 102,2"
37 TINDOUF,"0,20",50,"250,0","12,00",7 982,"665,2"
38 TISSEMSILT,,,0,"0,00",0,0
39 EL-OUED,"0,20",12,"60,0","836,95",510 900,"610,4"
40 KHENCHELA,"0,00",0,0,"164,10",167 300,"1 019,5"
41 SOUK-AHRAS,,,0,"0,00",0,0
42 TIPAZA,"355,75",88 515,"248,8","1 968,68",1 199 012,"609,0"
43 MILA,"0,12",6,"50,0","7,48",4 760,"636,4"
44 AIN-DEFLA,"3,50",2 250,"642,9","400,09",329 900,"824,6"
45 NAAMA,,,0,"0,00",0,0
46 A.TEMOUCHENT,"0,00",0,0,"80,55",47 917,"594,9"
47 GHARDAIA,"1,00",400,"400,0","9,48",3 792,"400,0"
48 RELIZANE,"0,00",0,0,"4,00",1 200,"300,0"
TOTAL ALGERIE,"1 061,37",328 610,"309,6",17 999,13 604 892,"755,9"
