0,1,2,3,4,5,6,7,8,9,10
Direction des Systèmes d’Information des Statistiques et de la Prospective,,,,,,,,,,SERIE B 2017
III-CEREALES D'HIVER (3/3),,,,,,,,,,
WILAYA,,,TRITICALE,,,,,TOTAL CEREALES D'HIVER,,
,Emblav,récoltée,Taux de,Pro,Rdt,Emblavée,récoltée,Taux de,Prod.,Rdt
,ée,,Récolte,d.,,,,Récolte,,
,(ha),(ha),%,(qx),(qx/ha),(ha),(ha),%,(qx),(qx/ha)
1 ADRAR,0,0,0,0,"0,0",11 177,11 003,"98,4",360 111,"32,7"
2 CHLEF,0,0,0,0,"0,0",91 820,89 462,"97,4",1 467 908,"16,4"
3 LAGHOUAT,0,0,0,0,"0,0",27 972,15 892,"56,8",291 989,"18,4"
4 O.E.BOUAGHI,0,0,0,0,"0,0",212 600,25 000,"11,8",289 000,"11,6"
5 BATNA,0,0,0,0,"0,0",143 000,25 861,"18,1",281 275,"10,9"
6 BEJAIA,0,0,0,0,"0,0",6 455,6 455,"100,0",92 268,"14,3"
7 BISKRA,0,0,0,0,"0,0",28 470,26 930,"94,6",961 536,"35,7"
8 BECHAR,0,0,0,0,"0,0",1 526,1 453,"95,2",41 820,"28,8"
9 BLIDA,0,0,0,0,"0,0",8 757,8 731,"99,7",223 353,"25,6"
10 BOUIRA,0,0,0,0,"0,0",67 481,67 450,"100,0",1 833 109,"27,2"
11 TAMANRASSET,0,0,0,0,"0,0",818,711,"86,9",5 605,"7,9"
12 TEBESSA,0,0,0,0,"0,0",190 000,86 330,"45,4",816 773,"9,5"
13 TLEMCEN,0,0,0,0,"0,0",172 500,171 893,"99,6",1 873 700,"10,9"
14 TIARET,0,0,0,0,"0,0",350 000,283 959,"81,1",3 600 000,"12,7"
15 TIZI-OUZOU,0,0,0,0,"0,0",6 683,6 610,"98,9",166 978,"25,3"
16 ALGER,0,0,0,0,"0,0",2 225,2 165,"97,3",59 396,"27,4"
17 DJELFA,0,0,0,0,"0,0",91 100,17 800,"19,5",323 300,"18,2"
18 JIJEL,0,0,0,0,"0,0",780,780,"100,0",17 869,"22,9"
19 SETIF,210,60,29,350,"5,8",196 225,89 722,"45,7",799 620,"8,9"
20 SAIDA,0,0,0,0,"0,0",116 457,97 692,"83,9",1 011 101,"10,3"
21 SKIKDA,0,0,0,0,"0,0",36 234,35 904,"99,1",764 057,"21,3"
22 S.B.ABBES,0,0,0,0,"0,0",174 300,160 896,"92,3",1 605 295,"10,0"
23 ANNABA,0,0,0,0,"0,0",14 430,14 400,"99,8",480 780,"33,4"
24 GUELMA,0,0,0,0,"0,0",84 760,78 931,"93,1",1 403 258,"17,8"
25 CONSTANTINE,0,0,0,0,"0,0",80 592,77 917,"96,7",1 109 303,"14,2"
26 MEDEA,0,0,0,0,"0,0",118 522,95 848,"80,9",1 568 636,"16,4"
27 MOSTAGANEM,0,0,0,0,"0,0",49 000,45 446,"92,7",751 793,"16,5"
28 M'SILA,0,0,0,0,"0,0",75 250,20 500,"27,2",397 800,"19,4"
29 MASCARA,0,0,0,0,"0,0",144 100,103 270,"71,7",1 043 000,"10,1"
30 OUARGLA,0,0,0,0,"0,0",1 894,1 879,"99,2",68 609,"36,5"
31 ORAN,0,0,0,0,"0,0",53 537,46 422,"86,7",420 194,"9,1"
32 EL-BAYADH,0,0,0,0,"0,0",13 394,2 854,"21,3",50 824,"17,8"
33 ILLIZI,0,0,0,0,"0,0",40,40,"100,0",1 132,"28,1"
34 B.B.ARRERIDJ,0,0,0,0,"0,0",82 700,8 436,"10,2",65 615,"7,8"
35 BOUMERDES,0,0,0,0,"0,0",4 693,4 647,"99,0",127 869,"27,5"
36 EL-TARF,0,0,0,0,"0,0",26 670,26 250,"98,4",577 420,"22,0"
37 TINDOUF,0,0,0,0,"0,0",0,0,"0,0",0,"0,0"
38 TISSEMSILT,0,0,0,0,"0,0",75 900,64 509,"85,0",904 609,"14,0"
39 EL-OUED,0,0,0,0,"0,0",14 000,13 650,"97,5",570 000,"41,8"
40 KHENCHELA,0,0,0,0,"0,0",120 300,58 451,"48,6",808 343,"13,8"
41 SOUK-AHRAS,0,0,0,0,"0,0",137 000,78 990,"57,7",423 839,"5,4"
42 TIPAZA,0,0,0,0,"0,0",17 778,16 967,"95,4",462 581,"27,3"
43 MILA,0,0,0,0,"0,0",111 960,62 244,"55,6",1 329 688,"21,4"
44 AIN-DEFLA,0,0,0,0,"0,0",78 400,73 937,"94,3",1 469 013,"19,9"
45 NAAMA,0,0,0,0,"0,0",1 913,1 913,"100,0",26 687,"14,0"
46 A.TEMOUCHENT,0,0,0,0,"0,0",114 760,109 308,"95,2",1 801 780,"16,5"
47 GHARDAIA,0,0,0,0,"0,0",4 169,4 169,"100,0",170 138,"40,8"
48 RELIZANE,0,0,0,0,"0,0",147 302,127 393,"86,5",1 783 547,"14,0"
TOTAL ALGERIE,210,60,"0,0",350,"5,8",3 509 644,2 371 067,"67,6",34 702 520,"14,6"
