0,1,2,3,4,5,6,7,8
Direction des Systèmes d’Information des Statistiques et de la Prospective,,,,,,,,SERIE B 2017
XIV-CULTURES FRUITIERES A NOYAUX ET / OU A PEPINS (5/7),,,,,,,,
,,Poires,,,,Pommes,,
WILAYA,Superficie (ha),,Production,Rdt,Superficie (ha),,Production,Rdt
,Complantée,En rapport,(Qx),qx/ha,Complantée,En rapport,(Qx),qx/ha
1 ADRAR,0,0,0,"0,0",0,0,0,"0,0"
2 CHLEF,656,610,57 673,"94,6",275,269,18 095,"67,4"
3 LAGHOUAT,622,622,17 136,"27,5",648,648,10 656,"16,4"
4 O.E.BOUAGHI,90,89,825,"9,3",293,276,7 239,"26,2"
5 BATNA,471,447,54 985,"123,1",4 444,3 763,825 716,"219,4"
6 BEJAIA,901,887,49 800,"56,1",627,618,46 118,"74,6"
7 BISKRA,138,137,4 827,"35,3",467,369,15 740,"42,7"
8 BECHAR,165,130,8 380,"64,5",26,25,1 470,"58,8"
9 BLIDA,736,735,181 851,"247,4",2 040,2 038,492 982,"241,9"
10 BOUIRA,622,517,23 387,"45,3",667,511,14 707,"28,8"
11 TAMANRASSET,46,33,1 663,"50,0",91,73,4 460,"61,1"
12 TEBESSA,140,135,3 240,"24,0",507,490,11 760,"24,0"
13 TLEMCEN,919,600,72 000,"120,0",1 491,1 200,144 000,"120,0"
14 TIARET,1 990,1 693,60 200,"35,6",3 194,3 182,140 800,"44,3"
15 TIZI-OUZOU,407,383,85 570,"223,7",356,339,65 060,"191,9"
16 ALGER,454,447,75 635,"169,3",909,867,175 540,"202,4"
17 DJELFA,538,500,42 000,"84,0",952,923,149 000,"161,4"
18 JIJEL,523,464,36 208,"78,0",924,838,72 414,"86,4"
19 SETIF,949,922,35 980,"39,0",1 398,1 339,55 593,"41,5"
20 SAIDA,330,326,14 798,"45,4",459,443,26 140,"59,0"
21 SKIKDA,1 201,1 114,149 168,"133,9",1 753,1 437,221 581,"154,2"
22 S.B.ABBES,579,432,30 401,"70,4",1 844,1 398,140 000,"100,1"
23 ANNABA,191,171,20 349,"119,0",167,138,16 524,"119,7"
24 GUELMA,319,294,33 127,"112,8",349,335,45 500,"136,0"
25 CONSTANTINE,153,147,19 453,"132,3",444,435,40 481,"93,0"
26 MEDEA,662,598,40 620,"68,0",4 264,3 260,293 100,"89,9"
27 MOSTAGANEM,1 007,938,78 377,"83,6",1 086,1 043,80 541,"77,2"
28 M'SILA,370,350,10 500,"30,0",580,420,16 800,"40,0"
29 MASCARA,177,174,17 200,"98,9",578,552,36 800,"66,7"
30 OUARGLA,28,17,258,"15,2",13,9,221,"24,9"
31 ORAN,295,218,7 627,"35,1",86,32,982,"30,7"
32 EL-BAYADH,216,209,20 918,"100,1",100,96,6 338,"66,0"
33 ILLIZI,9,8,228,"30,4",16,12,356,"30,9"
34 B.B.ARRERIDJ,381,340,4 683,"13,8",480,444,6 665,"15,0"
35 BOUMERDES,162,159,19 160,"120,5",416,411,100 403,"244,1"
36 EL-TARF,218,173,17 800,"102,9",212,210,26 510,"126,2"
37 TINDOUF,0,0,0,"0,0",0,0,0,"0,0"
38 TISSEMSILT,1 688,1 674,58 190,"34,8",1 202,1 202,57 880,"48,2"
39 EL-OUED,106,105,4 200,"40,0",267,263,15 780,"60,0"
40 KHENCHELA,912,632,15 248,"24,1",6 783,5 442,1 102 175,"202,5"
41 SOUK-AHRAS,370,344,9 351,"27,2",401,391,12 106,"31,0"
42 TIPAZA,681,666,120 330,"180,8",775,754,170 093,"225,6"
43 MILA,245,232,16 745,"72,2",603,579,50 451,"87,1"
44 AIN-DEFLA,3 835,3 617,796 287,"220,2",1 086,1 071,156 064,"145,8"
45 NAAMA,898,403,16 970,"42,1",459,120,4 818,"40,2"
46 A.TEMOUCHENT,204,204,5 720,"28,0",224,220,6 380,"29,0"
47 GHARDAIA,209,173,5 882,"34,0",247,210,10 290,"49,0"
48 RELIZANE,282,281,24 870,"88,5",424,423,46 060,"109,0"
TOTAL ALGERIE,26 093,23 345,2 369 818,"101,5",44 620,39 115,4 942 388,"126,4"
