0,1,2,3,4,5,6,7,8
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,SERIE B 2016
X-CULTURES IRRIGUEES,,,,,,,,
,Céréales,,Cultures,Cultures,Cultures,Vignes,Divers,TOTAL
WILAYA,d'été,d'hiver,Fruitières,Maraichères,Indust.,,,
1 ADRAR,554,9 773,26 163,4 670,954,0,1 759,43 873
2 CHLEF,0,9 301,5 146,7 843,925,196,15,23 424
3 LAGHOUAT,0,10 000,6 256,9 987,0,404,9 777,36 424
4 O.E.BOUAGHI,29,8 933,1 375,2 529,1 158,2,13 139,27 165
5 BATNA,0,13 662,21 985,10 398,193,97,9 727,56 060
6 BEJAIA,0,210,6 056,3 141,128,171,371,10 076
7 BISKRA,0,25 542,52 293,20 401,1 349,197,9 718,109 500
8 BECHAR,0,679,15 838,2 715,52,141,0,19 425
9 BLIDA,0,172,22 295,4 089,3,344,274,27 177
10 BOUIRA,0,570,3 678,10 348,0,0,420,15 016
11 TAMANRASSET,0,742,7 970,2 352,0,119,0,11 183
12 TEBESSA,0,9 000,6 764,4 008,0,0,5 728,25 500
13 TLEMCEN,0,3 238,11 915,12 423,0,429,695,28 700
14 TIARET,0,13 000,8 810,12 976,0,0,0,34 786
15 TIZI-OUZOU,0,0,1 753,3 469,0,165,3 010,8 397
16 ALGER,0,313,8 682,6 944,0,394,41,16 374
17 DJELFA,0,7 774,18 464,8 956,4,43,4 000,39 241
18 JIJEL,30,0,1 925,4 681,113,0,363,7 111
19 SETIF,0,9 270,10 494,10 746,1 101,2,15 346,46 958
20 SAIDA,0,7 128,6 605,5 417,0,57,1 825,21 031
21 SKIKDA,82,220,8 605,22 636,7 985,1 186,126,40 840
22 S.B.ABBES,0,2 301,1 833,3 705,15,745,367,8 966
23 ANNABA,0,0,1 067,2 470,1 753,37,38,5 365
24 GUELMA,0,99,1 855,6 906,4 831,0,137,13 827
25 CONSTANTINE,0,596,750,1 230,0,12,412,3 000
26 MEDEA,0,2 411,3 715,5 737,0,0,0,11 863
27 MOSTAGANEM,0,0,11 816,23 005,160,0,0,34 980
28 M'SILA,0,8 200,22 600,10 100,0,0,3 000,43 900
29 MASCARA,0,8 905,17 355,20 425,30,2 285,0,49 000
30 OUARGLA,0,1 041,22 886,3 828,117,7,382,28 261
31 ORAN,0,208,4 904,2 337,0,62,90,7 601
32 EL-BAYADH,118,842,2 864,2 083,117,25,312,6 359
33 ILLIZI,0,46,1 622,208,0,27,150,2 053
34 B.B.ARRERIDJ,0,1 359,3 399,2 061,0,12,1 795,8 626
35 BOUMERDES,80,884,3 055,12 280,21,4 394,25,20 740
36 EL-TARF,0,0,3 679,7 282,4 175,170,50,15 355
37 TINDOUF,0,0,20,148,0,0,604,771
38 TISSEMSILT,0,1 410,3 156,753,0,247,614,6 180
39 EL-OUED,0,8 000,41 007,34 000,3 350,220,1 857,88 434
40 KHENCHELA,0,29 908,21 405,4 310,0,40,2 950,58 612
41 SOUK-AHRAS,0,321,2 393,3 858,65,0,0,6 637
42 TIPAZA,0,460,9 167,14 896,328,51,332,25 234
43 MILA,0,1 912,1 693,5 338,61,10,3 455,12 468
44 AIN-DEFLA,10,10 630,8 556,35 320,460,64,960,56 000
45 NAAMA,0,589,6 888,3 368,0,318,4 205,15 368
46 A.TEMOUCHENT,0,1 870,1 414,5 299,0,83,154,8 820
47 GHARDAIA,0,3 134,14 652,4 235,651,985,6 414,30 071
48 RELIZANE,0,2 583,13 888,12 482,39,0,194,29 186
TOTAL ALGERIE,903,217 234,480 711,398 387,30 134,13 738,104 828,1 245 935
