0,1,2,3,4,5,6,7,8,9
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,SERIE B 2018
VII-CULTURES MARAICHERES SOUS SERRES (3/4),,,,,,,,,
,,COURGETTES,,,MELONS PASTEQUES,,,BANANES,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(QX),qx/ha,(ha),(QX),qx/ha,(ha),(qx),qx/ha
1 ADRAR,"2,00",1 760,"880,0","2,95",907,"307,5","0,00",0,0
2 CHLEF,"103,06",8 187,"79,4","1,12",560,"500,0","0,00",0,0
3 LAGHOUAT,,,0,,,0,,,0
4 O.E.BOUAGHI,"0,00",0,0,"0,00",0,0,"0,00",0,0
5 BATNA,"0,00",0,0,"0,00",0,0,"0,00",0,0
6 BEJAIA,"2,30",1 058,"459,2","0,00",0,0,"0,00",0,0
7 BISKRA,"305,00",333 550,"1 093,6","1 265,00",502 957,"397,6","0,00",0,0
8 BECHAR,"0,08",32,"400,0","0,08",90,"1 125,0","0,00",0,0
9 BLIDA,3,1200,"400,0",0,0,0,"0,00",0,0
10 BOUIRA,"0,00",0,0,"0,00",0,0,"0,00",0,0
11 TAMANRASSET,"1,42",500,"352,1","0,00",0,0,"0,00",0,0
12 TEBESSA,"22,00",12 400,"563,6",,,0,,,0
13 TLEMCEN,"22,00",12 400,"563,6","0,00",0,0,"0,00",0,0
14 TIARET,,,0,,,0,,,0
15 TIZI-OUZOU,"0,00",0,0,"2,92",956,"327,4","0,00",0,0
16 ALGER,"130,26",46 475,"356,8","3,06",1 280,"418,3","0,00",0,0
17 DJELFA,"0,00",0,0,"4,25",800,"188,2","0,00",0,0
18 JIJEL,"83,00",42 924,"517,2","0,12",48,"400,0","0,00",0,0
19 SETIF,"41,00",6 150,"150,0","0,60",480,"800,0","0,00",0,0
20 SAIDA,"0,00",0,0,"0,00",0,0,"0,00",0,0
21 SKIKDA,"0,20",70,"350,0","0,00",0,0,"0,00",0,0
22 S.B.ABBES,,,0,,,0,,,0
23 ANNABA,,,0,,,0,,,0
24 GUELMA,"0,50",80,"160,0","0,00",0,0,"0,00",0,0
25 CONSTANTINE,"0,00",0,0,"0,00",0,0,"0,00",0,0
26 MEDEA,"0,00",0,0,"0,00",0,0,"0,00",0,0
27 MOSTAGANEM,"108,70",39 390,"362,4","0,00",0,0,"0,00",0,0
28 M'SILA,"13,50",8 800,"651,9","84,00",42 300,"503,6","0,00",0,0
29 MASCARA,"0,00",0,0,"0,00",0,0,"0,00",0,0
30 OUARGLA,"26,20",8 169,"311,8","1 802,20",864 845,"479,9","0,00",0,0
31 ORAN,"0,44",358,"813,6","1,65",781,"473,3","0,00",0,0
32 EL-BAYADH,,,0,,,0,,,0
33 ILLIZI,"0,09",26,"293,3","2,00",682,"341,0","0,00",0,0
34 B.B.ARRERIDJ,"0,00",0,0,"0,00",0,0,"0,00",0,0
35 BOUMERDES,"213,00",74 550,"350,0","1,00",120,"120,0","0,00",0,0
36 EL-TARF,"0,33",396,"1 200,0","1,43",2 000,"1 398,6","0,00",0,0
37 TINDOUF,"1,60",960,"600,0",,,0,,,0
38 TISSEMSILT,,,0,,,0,,,0
39 EL-OUED,"11,36",11 360,"1 000,0","624,46",372 369,"596,3",,,0
40 KHENCHELA,"1,00",1 500,"1 500,0","60,65",36 483,"601,5","0,00",0,0
41 SOUK-AHRAS,,,0,,,0,,,0
42 TIPAZA,"277,16",130 526,"470,9","6,76",3 788,"560,4","0,00",0,0
43 MILA,"0,00",0,0,"0,20",83,"415,0","0,00",0,0
44 AIN-DEFLA,"57,00",44 100,"773,7","58,50",48 240,"824,6","0,00",0,0
45 NAAMA,,,0,,,0,,,0
46 A.TEMOUCHENT,"13,40",6 155,"459,3","0,0","0,0",0,"0,00",0,0
47 GHARDAIA,"1,14",456,"400,0","1,92",752,"391,7","0,00",0,0
48 RELIZANE,"0,00",0,0,"2,00",600,"300,0","0,00",0,0
TOTAL ALGERIE,"1 440,74",793 533,"550,8","3 926,87",1 881 121,"479,0","0,00",0,"0,0"
