0,1,2,3,4,5,6,7,8,9
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,SERIE B 2019
IX-FOURRAGES ARTIFICIELS (3/4),,,,,,,,,
,,,,FOURRAGES  CONSOMMES  EN VERT  OU  ENSILES,,,,,
WILAYA,,Mais-Sorgho,,,"Orge, Avoine et Seigle en vert",,,Trêfle  et luzerne,
,Sup,Prod,Rdt,Sup,Prod,Rdt,Sup,Prod,Rdt
,(ha),Qx,qx/ha,(ha),Qx,qx/ha,(ha),Qx,qx/ha
1 ADRAR,2 362,568 884,"240,8",949,160 930,"169,6",200,24 652,"123,3"
2 CHLEF,70,12 600,"180,0",650,78 000,"120,0",124,29 740,"239,8"
3 LAGHOUAT,689,62 190,"90,3",3 488,314 010,"90,0",1 673,150 300,"89,8"
4 O.E.BOUAGHI,164,44 100,"268,9",9 828,1 812 200,"184,4",2 570,582 050,"226,5"
5 BATNA,1 742,551 080,"316,3",170,1 690 200,"9 942,4",0,0,0
6 BEJAIA,87,15 870,"182,4",501,66 920,"133,6",26,6 189,"235,8"
7 BISKRA,270,56 500,"209,3",2 258,204 520,"90,6",382,47 310,"123,8"
8 BECHAR,103,24 620,"239,0",580,131 725,"227,1",208,54 160,"260,4"
9 BLIDA,4,1 039,"259,8",7,1 580,"225,7",41,7 826,"190,9"
10 BOUIRA,2,600,"300,0",162,200,"1,2",7,2 450,"376,9"
11 TAMANRASSET,168,31 760,"189,0",225,42 570,"189,6",251,74 215,"295,7"
12 TEBESSA,0,0,0,60 000,780 000,"13,0",0,0,0
13 TLEMCEN,0,0,0,3 650,803 000,"220,0",120,24 000,"200,0"
14 TIARET,0,0,0,4 870,155 840,"32,0",0,0,0
15 TIZI-OUZOU,1 627,725 500,"445,9",1 421,412 984,"290,6",3 084,1 321 770,"428,6"
16 ALGER,0,0,0,238,78 840,"332,0",42,14 750,"351,2"
17 DJELFA,60,10 700,"178,3",1 900,152 300,"80,2",500,78 300,"156,6"
18 JIJEL,276,158 501,"575,3",237,81 555,"344,1",87,85 990,"988,4"
19 SETIF,417,54 320,"130,3",10 525,604 310,"57,4",770,87 840,"114,1"
20 SAIDA,4,1 000,"250,0",2 745,375 504,"136,8",8,4 000,"500,0"
21 SKIKDA,240,46 770,"194,9",4 095,532 350,"130,0",100,22 000,"220,0"
22 S.B.ABBES,60,8 400,"140,0",2 650,121 900,"46,0",30,3 000,"100,0"
23 ANNABA,0,0,0,469,50 290,"107,2",30,1 100,"36,7"
24 GUELMA,13,3 350,"257,7",7 320,1 934 600,"264,3",41,20 755,"506,2"
25 CONSTANTINE,6,750,"125,0",3 436,223 706,"65,1",67,7 601,"113,4"
26 MEDEA,6,600,"100,0",7 696,897 085,"116,6",9,270,"30,0"
27 MOSTAGANEM,40,15 000,"375,0",498,42 990,"86,3",0,0,0
28 M'SILA,1 600,224 000,"140,0",19 700,855 000,"43,4",1 500,210 000,"140,0"
29 MASCARA,30,300,"10,0",2 900,296 600,"102,3",15,1 300,"86,7"
30 OUARGLA,130,45 500,"350,0",625,88 467,"141,7",1 648,913 421,"554,4"
31 ORAN,26,8 360,"321,5",45,4 950,"110,0",35,6 408,"185,7"
32 EL-BAYADH,1,140,"140,0",520,85 470,"164,4",73,46 100,"631,5"
33 ILLIZI,37,2 034,"55,0",51,4 089,"80,0",138,10 989,"79,6"
34 B.B.ARRERIDJ,300,38 650,"128,8",1 160,58 625,"50,5",8,50,"6,3"
35 BOUMERDES,225,66 520,"295,6",815,187 450,"230,0",68,19 080,"280,6"
36 EL-TARF,39,7 020,"180,0",244,36 600,"150,0",118,43 750,"370,8"
37 TINDOUF,13,2 000,"153,8",18,1 620,"90,0",3,510,"170,0"
38 TISSEMSILT,0,0,0,3 090,365 881,"118,4",0,0,0
39 EL-OUED,560,107 674,"192,3",1 610,207 930,"129,1",1 280,142 630,"111,4"
40 KHENCHELA,238,7 960,"33,4",18 812,608 350,"32,3",1 104,134 215,"121,6"
41 SOUK-AHRAS,28,3 855,"137,7",8 805,512 650,"58,2",61,5 520,"90,5"
42 TIPAZA,46,11 920,"259,1",273,26 833,"98,3",107,30 892,"288,7"
43 MILA,225,39 550,"175,8",3 872,774 400,"200,0",282,50 560,"179,3"
44 AIN-DEFLA,138,60 400,"437,7",20,4 400,"220,0",166,102 050,"614,8"
45 NAAMA,116,32 235,"277,9",3 105,525 108,"169,1",293,52 219,"178,5"
46 A.TEMOUCHENT,0,0,0,150,12 000,"80,0",0,0,0
47 GHARDAIA,2 590,774 200,"298,9",1 820,202 800,"111,4",1 390,177 900,"128,0"
48 RELIZANE,39,2 520,"64,6",6,225,"37,5",51,2 995,"58,7"
TOTAL ALGERIE,14 791,3 828 972,"258,9",198 207,16 609 557,"83,8",18 709,4 600 856,"245,9"
