0,1,2,3,4,5,6,7,8
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,SERIE B 2016
XIV-CULTURES FRUITIERES A NOYAUX ET / OU A PEPINS (5/7),,,,,,,,
,,Poires,,,,Pommes,,
WILAYA,Superficie (ha),,Production,Rdt,Superficie (ha),,Production,Rdt
,Complantée,En rapport,(Qx),qx/ha,Complantée,En rapport,(Qx),qx/ha
1 ADRAR,0,0,0,"0,0",0,0,0,"0,0"
2 CHLEF,938,925,110 700,"119,7",449,431,46 200,"107,2"
3 LAGHOUAT,622,612,17 137,"28,0",648,592,10 656,"18,0"
4 O.E.BOUAGHI,101,92,1 206,"13,1",374,313,9 295,"29,7"
5 BATNA,485,463,65 042,"140,4",4 380,3 690,900 000,"243,9"
6 BEJAIA,901,887,49 800,"56,1",627,618,40 118,"64,9"
7 BISKRA,98,97,3 486,"35,9",378,329,13 820,"42,0"
8 BECHAR,165,127,8 230,"64,8",26,25,1 460,"58,4"
9 BLIDA,755,754,81 454,"108,1",1 968,1 961,447 608,"228,2"
10 BOUIRA,630,530,23 277,"44,0",657,501,13 631,"27,2"
11 TAMANRASSET,89,46,1 650,"35,9",203,158,3 770,"23,8"
12 TEBESSA,140,135,3 240,"24,0",507,490,11 700,"23,9"
13 TLEMCEN,918,547,57 435,"105,0",1 484,1 099,131 880,"120,0"
14 TIARET,2 020,1 723,68 920,"40,0",3 223,3 212,140 000,"43,6"
15 TIZI-OUZOU,780,713,97 717,"137,0",766,690,113 990,"165,1"
16 ALGER,474,456,75 125,"164,7",898,852,171 710,"201,6"
17 DJELFA,1 138,1 100,104 500,"95,0",1 486,1 416,226 560,"160,0"
18 JIJEL,527,467,34 142,"73,2",930,841,72 156,"85,8"
19 SETIF,949,922,35 391,"38,4",1 398,1 338,57 025,"42,6"
20 SAIDA,330,326,8 750,"26,8",459,443,14 617,"33,0"
21 SKIKDA,1 232,1 149,147 430,"128,3",1 783,1 468,219 000,"149,2"
22 S.B.ABBES,549,432,37 661,"87,2",1 517,1 153,142 830,"123,9"
23 ANNABA,185,171,20 003,"117,0",167,138,16 807,"121,8"
24 GUELMA,318,294,31 989,"108,8",367,354,45 445,"128,6"
25 CONSTANTINE,152,147,9 199,"62,6",440,434,24 857,"57,2"
26 MEDEA,693,618,40 535,"65,6",4 105,3 066,268 688,"87,6"
27 MOSTAGANEM,1 020,901,68 393,"76,0",1 095,1 054,78 658,"74,6"
28 M'SILA,370,350,19 250,"55,0",581,420,25 200,"60,0"
29 MASCARA,396,382,21 820,"57,2",1 135,1 046,52 702,"50,4"
30 OUARGLA,26,16,184,"11,8",13,8,141,"17,7"
31 ORAN,295,217,6 110,"28,2",86,31,606,"19,5"
32 EL-BAYADH,216,186,13 370,"71,9",100,94,6 516,"69,3"
33 ILLIZI,9,8,254,"33,9",16,12,339,"29,4"
34 B.B.ARRERIDJ,381,381,9 789,"25,7",480,480,13 194,"27,5"
35 BOUMERDES,227,218,23 980,"110,0",451,444,79 920,"180,0"
36 EL-TARF,223,179,20 000,"111,9",214,212,28 700,"135,7"
37 TINDOUF,0,0,0,"0,0",0,0,0,"0,0"
38 TISSEMSILT,1 713,1 713,73 230,"42,7",1 232,1 232,52 665,"42,7"
39 EL-OUED,105,100,4 000,"40,0",265,255,15 300,"60,0"
40 KHENCHELA,893,646,23 956,"37,1",6 661,5 313,1 039 876,"195,7"
41 SOUK-AHRAS,486,484,30 005,"62,0",510,506,32 256,"63,7"
42 TIPAZA,683,668,92 504,"138,4",801,767,161 288,"210,2"
43 MILA,232,228,13 978,"61,3",588,571,35 905,"62,9"
44 AIN-DEFLA,3 075,2 800,504 000,"180,0",1 234,1 219,170 700,"140,0"
45 NAAMA,898,551,23 279,"42,3",459,164,6 631,"40,6"
46 A.TEMOUCHENT,204,204,5 510,"27,0",220,220,6 160,"28,0"
47 GHARDAIA,207,173,5 882,"34,0",246,210,10 290,"49,0"
48 RELIZANE,326,326,25 987,"79,8",446,444,47 678,"107,4"
TOTAL ALGERIE,27 172,24 458,2 119 500,"86,7",46 070,40 312,5 008 547,"124,2"
