0,1,2,3,4,5,6,7,8,9
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,SERIE B 2016
XII-VIGNES A VIN ET A RAISIN DE TABLE (1/2),,,,,,,,,
,,,VIGNES A VINS,,,,VIGNES DE TABLE,,
WILAYA,Sup,Sup en,Product de,Rdt,Production,Sup,Sup en,Production,Rdt
,totale,rapport,raisin de,,de vin,totale,rapport,,
,,,cuve frais,,,,,,
,(ha),ha,Totale  (qx),qx/ha,hl,(ha),ha,(qx),qx/ha
1 ADRAR,0,0,0,0,0,0,0,0,0
2 CHLEF,332,332,5 025,"15,1",1 400,912,903,30 442,"33,7"
3 LAGHOUAT,0,0,0,0,0,404,380,10 640,"28,0"
4 O.E.BOUAGHI,"0,25","0,25",0,"0,0",0,2,2,90,"40,0"
5 BATNA,0,0,0,0,0,97,84,9 250,"110,4"
6 BEJAIA,0,0,0,0,0,461,452,26 120,"57,8"
7 BISKRA,0,0,0,0,0,197,197,18 330,"93,0"
8 BECHAR,0,0,0,0,0,141,104,4 700,"45,2"
9 BLIDA,177,162,8 096,"50,0",0,898,744,93 244,"125,4"
10 BOUIRA,0,0,0,0,0,79,51,2 597,"51,2"
11 TAMANRASSET,0,0,0,0,0,119,119,7 963,"66,9"
12 TEBESSA,0,0,0,0,0,0,0,0,0
13 TLEMCEN,786,688,19 800,"28,8",217 656,1 663,1 498,217 656,"145,3"
14 TIARET,0,0,0,0,0,1 028,530,32 000,"60,4"
15 TIZI-OUZOU,0,0,0,0,0,1 234,1 095,228 950,"209,0"
16 ALGER,0,0,0,0,0,2 248,1 980,302 045,"152,6"
17 DJELFA,0,0,0,0,0,43,40,6 400,"160,0"
18 JIJEL,0,0,0,0,0,45,44,1 337,"30,5"
19 SETIF,0,0,0,0,0,25,4,110,"30,2"
20 SAIDA,0,0,0,0,0,57,57,3 185,"55,9"
21 SKIKDA,0,0,0,0,0,1 189,1 117,171 760,"153,7"
22 S.B.ABBES,2 823,2 820,81 854,"29,0",0,1 214,968,41 396,"42,8"
23 ANNABA,0,0,0,0,0,89,81,6 530,"81,1"
24 GUELMA,0,0,0,0,0,50,23,1 910,"83,0"
25 CONSTANTINE,0,0,0,0,0,22,18,1 363,"76,8"
26 MEDEA,227,227,10 840,"47,9",0,4 250,4 006,243 360,"60,7"
27 MOSTAGANEM,7 089,6 834,226 069,"33,1",553 391,3 607,3 515,148 085,"42,1"
28 M'SILA,0,0,0,0,0,0,0,0,0
29 MASCARA,2 651,2 588,88 375,"34,2",0,4 022,3 899,242 050,"62,1"
30 OUARGLA,0,0,0,0,0,47,44,1 113,"25,3"
31 ORAN,165,114,4 845,"42,5",0,582,521,26 618,"51,1"
32 EL-BAYADH,0,0,0,0,0,25,23,1 615,"71,8"
33 ILLIZI,0,0,0,0,0,27,24,1 639,"68,3"
34 B.B.ARRERIDJ,0,0,0,0,0,29,25,1 360,"54,4"
35 BOUMERDES,0,0,0,0,0,10 948,9 810,2 348 255,"239,4"
36 EL-TARF,14,10,140,"14,0",45,818,752,67 150,"89,3"
37 TINDOUF,0,0,0,0,0,5,0,0,0
38 TISSEMSILT,0,0,0,0,0,247,247,10 628,"43,1"
39 EL-OUED,0,0,0,0,0,220,215,8 600,"40,0"
40 KHENCHELA,0,0,0,0,0,40,36,1 996,"55,4"
41 SOUK-AHRAS,0,0,0,0,0,0,0,0,0
42 TIPAZA,714,714,30 620,"42,9",0,1 980,1 872,274 480,"146,6"
43 MILA,0,0,0,0,0,10,3,120,"40,0"
44 AIN-DEFLA,154,120,4 360,"36,3",89,575,523,32 340,"61,8"
45 NAAMA,0,0,0,0,0,318,130,7 040,"54,0"
46 A.TEMOUCHENT,8 337,8 337,233 360,"28,0",166 686,4 319,4 319,215 550,"49,9"
47 GHARDAIA,0,0,0,0,0,347,232,39 440,"170,0"
48 RELIZANE,179,179,8 310,"46,4",2 016,2 009,2 009,101 865,"50,7"
TOTAL ALGERIE,23 647,23 123,721 694,"31,2",941 283,46 639,42 692,4 991 321,"116,9"
