0,1,2,3,4,5,6,7,8,9,10
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,,SERIE B 2019
III-CEREALES D'HIVER (2/3),,,,,,,,,,
,,,ORGE,,,,,AVOINE,,
WILAYA,Superficie,,Taux de,Prod.,Rdt,Superficie,,Taux de,Prod.,Rdt
,Emblavée,récoltée,Récolte,,,Emblavée,récoltée,Récolte,,
,(ha),(ha),%,(qx),(qx/ha),(ha),(ha),%,(qx),(qx/ha)
1 ADRAR,1 289,1 289,"100,0",32 178,"25,0",312,312,"99,8",8 743,"28,1"
2 CHLEF,16 973,16 868,"99,4",303 624,"18,0",2 425,2 412,"99,5",36 180,"15,0"
3 LAGHOUAT,23 580,11 825,"50,1",167 055,"14,1",766,741,"96,7",17 043,"23,0"
4 O.E.BOUAGHI,105 000,104 700,"99,7",1 900 000,"18,1",2 000,2 000,"100,0",40 000,"20,0"
5 BATNA,82 716,76 742,"92,8",1 360 170,"17,7",4 183,3 489,"83,4",60 990,"17,5"
6 BEJAIA,966,966,"100,0",21 512,"22,3",139,139,"100,0",2 245,"16,2"
7 BISKRA,12 300,10 415,"84,7",305 323,"29,3",110,110,"100,0",2 200,"20,0"
8 BECHAR,1 440,1 440,"100,0",40 152,"27,9",261,261,"100,0",3 885,"14,9"
9 BLIDA,512,512,"100,0",12 270,"24,0",40,40,"100,0",640,"16,0"
10 BOUIRA,14 216,14 216,"100,0",385 135,"27,1",1 493,1 493,"100,0",30 730,"20,6"
11 TAMANRASSET,165,165,"100,0",3 362,"20,4",30,30,"100,0",530,"17,7"
12 TEBESSA,70 000,64 100,"91,6",877 650,"13,7",0,0,"0,0",0,"0,0"
13 TLEMCEN,87 000,87 000,"100,0",916 150,"10,5",5 100,5 100,"100,0",61 200,"12,0"
14 TIARET,157 260,114 483,"72,8",1 136 000,"9,9",8 000,7 492,"93,7",76 200,"10,2"
15 TIZI-OUZOU,349,311,"89,1",5 237,"16,8",83,12,"14,5",198,"16,5"
16 ALGER,155,142,"91,6",2 805,"19,8",0,0,"0,0",0,"0,0"
17 DJELFA,90 810,47 760,"52,6",551 000,"11,5",1 000,943,"94,3",17 000,"18,0"
18 JIJEL,168,164,"97,3",3 287,"20,1",14,0,"0,0",0,"0,0"
19 SETIF,46 964,46 828,"99,7",852 895,"18,2",6 784,6 714,"99,0",111 945,"16,7"
20 SAIDA,55 480,47 288,"85,2",351 313,"7,4",8 100,7 415,"91,5",73 317,"9,9"
21 SKIKDA,5 224,5 198,"99,5",91 700,"17,6",641,641,"100,0",7 700,"12,0"
22 S.B.ABBES,96 820,86 701,"89,5",676 268,"7,8",8 940,8 450,"94,5",65 910,"7,8"
23 ANNABA,1 393,1 337,"96,0",33 810,"25,3",208,208,"100,0",4 880,"23,5"
24 GUELMA,10 271,10 242,"99,7",277 930,"27,1",239,239,"100,0",4 810,"20,1"
25 CONSTANTINE,7 925,7 915,"99,9",243 645,"30,8",1 008,928,"92,1",20 297,"21,9"
26 MEDEA,38 129,28 377,"74,4",528 532,"18,6",3 530,3 331,"94,4",48 532,"14,6"
27 MOSTAGANEM,26 079,19 650,"75,3",334 050,"17,0",2 217,2 137,"96,4",27 781,"13,0"
28 M'SILA,54 254,26 150,"48,2",457 625,"17,5",1 253,500,"39,9",10 500,"21,0"
29 MASCARA,72 300,53 289,"73,7",558 430,"10,5",8 100,6 381,"78,8",65 850,"10,3"
30 OUARGLA,299,299,"100,0",10 400,"34,8",0,0,"0,0",0,"0,0"
31 ORAN,39 865,17 425,"43,7",169 431,"9,7",1 205,925,"76,8",4 510,"4,9"
32 EL-BAYADH,12 399,7 679,"61,9",140 500,"18,3",525,255,"48,6",3 285,"12,9"
33 ILLIZI,18,18,"100,0",486,"27,0",0,0,"0,0",0,"0,0"
34 B.B.ARRERIDJ,14 395,14 395,"100,0",244 453,"17,0",725,725,"100,0",13 775,"19,0"
35 BOUMERDES,193,175,"90,7",2 862,"16,4",133,116,"87,2",1 503,"13,0"
36 EL-TARF,2 833,2 033,"71,8",46 528,"22,9",0,0,"0,0",0,"0,0"
37 TINDOUF,0,0,"0,0",0,"0,0",0,0,"0,0",0,"0,0"
38 TISSEMSILT,19 000,18 983,"99,9",267 230,"14,1",1 500,1 500,"100,0",18 615,"12,4"
39 EL-OUED,2 900,1 640,"56,6",41 800,"25,5",0,0,"0,0",0,"0,0"
40 KHENCHELA,45 000,40 370,"89,7",710 000,"17,6",0,0,"0,0",0,"0,0"
41 SOUK-AHRAS,32 563,32 563,"100,0",586 923,"18,0",388,388,"100,0",6 684,"17,2"
42 TIPAZA,1 188,1 112,"93,6",27 229,"24,5",3,3,"100,0",45,"15,0"
43 MILA,22 350,22 323,"99,9",597 836,"26,8",4 185,4 185,"100,0",81 140,"19,4"
44 AIN-DEFLA,17 000,16 675,"98,1",332 500,"19,9",1 330,1 236,"92,9",22 220,"18,0"
45 NAAMA,3 615,3 010,"83,3",35 035,"11,6",391,108,"27,7",1 365,"12,6"
46 A.TEMOUCHENT,50 000,33 307,"66,6",370 240,"11,1",2 500,1 178,"47,1",9 110,"7,7"
47 GHARDAIA,854,854,"100,0",21 474,"25,1",0,0,"0,0",0,"0,0"
48 RELIZANE,42 566,34 073,"80,0",443 427,"13,0",6 154,5 489,"89,2",51 494,"9,4"
TOTAL ALGERIE,1 386 776,1 133 005,"81,7",16 477 463,"14,5",86 015,77 626,"90,2",1 013 052,"13,1"
