0,1,2,3,4,5,6
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,SERIE B 2018
VIII-POMMES DE TERRE (arrière saison et total) (2/2),,,,,,
,,ARRIERE SAISON,,,TOTAL,
WILAYA,Superficie,Production,Rendement,Superficie,Production,Rendement
,(ha),(QX),qx/ha,(ha),(QX),qx/ha
1 ADRAR,44,0,"0,0",455,89 635,"197,0"
2 CHLEF,1 930,531 845,"275,6",4 045,1 133 195,"280,1"
3 LAGHOUAT,60,12 000,"200,0",2 476,700 560,"282,9"
4 O.E.BOUAGHI,100,22 300,"223,0",200,52 300,"261,5"
5 BATNA,398,102 820,"258,7",1 171,338 420,"289,1"
6 BEJAIA,7,1 300,"185,7",123,23 714,"192,2"
7 BISKRA,220,50 650,"230,2",320,52 950,"165,5"
8 BECHAR,95,18 400,"193,7",170,37 000,"217,6"
9 BLIDA,11,2 410,"219,1",674,249 180,"369,7"
10 BOUIRA,3 130,1 040 808,"332,5",6 260,2 032 205,"324,7"
11 TAMANRASSET,33,4 565,"140,5",52,7 605,"147,7"
12 TEBESSA,14,3 500,"250,0",2 974,1 309 500,"440,3"
13 TLEMCEN,2 002,492 700,"246,1",5 273,1 620 500,"307,3"
14 TIARET,1 059,263 024,"248,5",5 257,1 611 891,"306,6"
15 TIZI-OUZOU,277,77 195,"279,2",804,221 880,"276,1"
16 ALGER,41,12 600,"307,3",1 164,470 300,"404,2"
17 DJELFA,1 150,372 420,"323,8",3 782,1 265 540,"334,6"
18 JIJEL,38,7 775,"207,3",514,139 395,"271,5"
19 SETIF,48,12 300,"256,3",1 754,500 473,"285,3"
20 SAIDA,853,179 280,"210,2",3 017,831 040,"275,5"
21 SKIKDA,955,171 705,"179,9",5 580,1 605 865,"287,8"
22 S.B.ABBES,550,126 500,"230,0",2 100,525 200,"250,1"
23 ANNABA,55,19 250,"350,0",286,151 550,"529,9"
24 GUELMA,239,73 880,"309,1",368,112 090,"305,0"
25 CONSTANTINE,88,22 020,"251,7",122,32 820,"270,1"
26 MEDEA,895,208 580,"233,2",1 959,531 530,"271,4"
27 MOSTAGANEM,3 550,887 500,"250,0",15 864,5 432 475,"342,4"
28 M'SILA,255,70 110,"274,9",635,187 750,"295,7"
29 MASCARA,6 264,1 351 000,"215,7",14 045,3 660 150,"260,6"
30 OUARGLA,2 750,911 079,"331,4",2 845,941 712,"331,0"
31 ORAN,35,9 160,"265,5",165,52 220,"316,5"
32 EL-BAYADH,831,268 120,"322,6",1 598,502 545,"314,5"
33 ILLIZI,3,399,"150,0",3,399,"150,0"
34 B.B.ARRERIDJ,11,1 950,"177,3",65,12 460,"191,7"
35 BOUMERDES,346,76 045,"220,1",2 993,909 630,"303,9"
36 EL-TARF,90,26 500,"294,4",535,205 625,"384,3"
37 TINDOUF,3,515,"171,7",3,515,"171,7"
38 TISSEMSILT,97,23 300,"241,5",202,50 853,"252,4"
39 EL-OUED,26 200,7 860 000,"300,0",36 200,11 360 000,"313,8"
40 KHENCHELA,26,4 555,"175,2",101,17 885,"177,1"
41 SOUK-AHRAS,0,0,0,100,31 000,"310,0"
42 TIPAZA,611,189 620,"310,3",2 048,651 560,"318,2"
43 MILA,212,55 280,"260,8",1 336,542 280,"405,9"
44 AIN-DEFLA,7 701,2 178 701,"282,9",15 800,5 128 701,"324,6"
45 NAAMA,238,55 931,"235,0",410,99 860,"243,6"
46 A.TEMOUCHENT,91,24 840,"273,0",307,86 590,"282,1"
47 GHARDAIA,220,64 600,"293,6",236,68 920,"292,0"
48 RELIZANE,1 570,433 700,"276,3",3 279,943 755,"287,8"
TOTAL ALGERIE,65 389,18 322 732,"280,2",149 665,46 533 222,"310,9"
