0,1,2,3,4,5,6,7,8,9
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,SERIE B 2016
IX-FOURRAGES NATURELS,,,,,,,,,
,,PRAIRIES NATURELLES,,,JACHERES FAUCHEES,,,TOTAL,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(QX),qx/ha,(ha),(QX),qx/ha,(ha),(qx),qx/ha
1 ADRAR,0,0,0,0,0,0,0,0,0
2 CHLEF,3 545,8 000,"2,3",928,21 730,"23,4",4 473,29 730,"6,6"
3 LAGHOUAT,0,0,0,0,0,0,0,0,0
4 O.E.BOUAGHI,670,7 510,"11,2",11 309,197 521,"17,5",11 979,205 031,"17,1"
5 BATNA,1 440,59 600,"41,4",20 786,1 077 990,"51,9",22 226,1 137 590,"51,2"
6 BEJAIA,1 152,15 710,"13,6",11 288,217 042,"19,2",12 440,232 752,"18,7"
7 BISKRA,0,0,0,0,0,0,0,0,0
8 BECHAR,0,0,0,0,0,0,0,0,0
9 BLIDA,1 079,96 090,"89,0",2 762,186 877,"67,7",3 841,282 967,"73,7"
10 BOUIRA,0,0,0,0,0,0,0,0,0
11 TAMANRASSET,0,0,0,317,18 362,"57,9",317,18 362,"57,9"
12 TEBESSA,120,0,"0,0",0,0,0,120,0,"0,0"
13 TLEMCEN,170,5 100,"30,0",745,26 435,"35,5",915,31 535,"34,5"
14 TIARET,50,690,"13,8",0,0,0,50,690,"13,8"
15 TIZI-OUZOU,1 257,50 357,"40,1",15 033,358 757,"23,9",16 290,409 114,"25,1"
16 ALGER,0,0,0,0,0,0,0,0,0
17 DJELFA,0,0,0,0,0,0,0,0,0
18 JIJEL,4 693,151 838,"32,4",7 383,229 589,"31,1",12 076,381 428,"31,6"
19 SETIF,1 958,96 878,"49,5",12 845,302 843,"23,6",14 802,399 721,"27,0"
20 SAIDA,0,0,0,0,0,0,0,0,0
21 SKIKDA,484,13 175,"27,2",14 197,512 902,"36,1",14 681,526 077,"35,8"
22 S.B.ABBES,0,0,0,0,0,0,0,0,0
23 ANNABA,2 223,93 344,"42,0",5 485,253 640,"46,2",7 708,346 984,"45,0"
24 GUELMA,306,12 521,"40,9",15 406,1 002 779,"65,1",15 712,1 015 300,"64,6"
25 CONSTANTINE,0,0,0,2 983,83 750,"28,1",2 983,83 750,"28,1"
26 MEDEA,0,0,0,3 875,347 540,"89,7",3 875,347 540,"89,7"
27 MOSTAGANEM,0,0,0,0,0,0,0,0,0
28 M'SILA,0,0,0,0,0,0,0,0,0
29 MASCARA,0,0,0,7 840,72 800,"9,3",7 840,72 800,"9,3"
30 OUARGLA,0,0,0,0,0,0,0,0,0
31 ORAN,0,0,0,546,0,"0,0",546,0,"0,0"
32 EL-BAYADH,0,0,0,0,0,0,0,0,0
33 ILLIZI,0,0,0,0,0,0,0,0,0
34 B.B.ARRERIDJ,150,5 500,"36,7",13 801,224 955,"16,3",13 951,230 455,"16,5"
35 BOUMERDES,0,,0,2 770,72 071,"26,0",2 770,72 071,"26,0"
36 EL-TARF,5 000,150 000,"30,0",10 400,519 070,"49,9",15 400,669 070,"43,4"
37 TINDOUF,0,0,0,0,0,0,0,0,0
38 TISSEMSILT,0,0,0,7 703,133 501,"17,3",7 703,133 501,"17,3"
39 EL-OUED,0,0,0,0,0,0,0,0,0
40 KHENCHELA,50,1 000,"20,0",4 776,23 954,"5,0",4 826,24 954,"5,2"
41 SOUK-AHRAS,2 311,248 022,"107,3",989,106 182,"107,4",3 300,354 204,"107,3"
42 TIPAZA,0,0,0,3 394,103 288,"30,4",3 394,103 288,"30,4"
43 MILA,832,32 000,"38,5",17 348,365 270,"21,1",18 180,397 270,"21,9"
44 AIN-DEFLA,577,20 344,"35,3",3 460,100 320,"29,0",4 037,120 664,"29,9"
45 NAAMA,0,0,0,0,0,0,0,0,0
46 A.TEMOUCHENT,0,0,0,10,250,"25,0",10,250,"25,0"
47 GHARDAIA,0,0,0,0,0,0,0,0,0
48 RELIZANE,3 849,67 100,"17,4",12 237,225 993,"18,5",16 086,293 093,"18,2"
TOTAL ALGERIE,31 915,1 134 779,"35,6",210 615,6 785 411,"32,2",242 530,7 920 190,"32,7"
