0,1,2,3,4,5,6,7,8
Direction des Systèmes d’Information des Statistiques et de la Prospective,,,,,,,,SERIE B 2017
V)-  AGRUMES  (3/3),,,,,,,,
,,POMELOS,,,,TOTAL,,
WILAYA,Sup.compl.,Sup.en rap.,Production,Rdt,Sup.compl.,Sup.en rap.,Production,Rdt
,ha,ha,qx,qx/ha,ha,ha,qx,qx/ha
1 ADRAR,0,0,0,0,0,0,0,0
2 CHLEF,22,22,3 300,"150,0",6 124,5 378,1 109 490,"206,3"
3 LAGHOUAT,0,0,0,0,8,8,428,"53,5"
4 O.E.BOUAGHI,0,0,0,0,0,0,0,0
5 BATNA,0,0,0,0,0,0,0,0
6 BEJAIA,0,0,0,0,2 005,1 832,278 562,"152,1"
7 BISKRA,0,0,0,0,76,69,2 969,"43,0"
8 BECHAR,0,0,0,0,44,43,6 260,"145,6"
9 BLIDA,42,40,11 580,"292,4",17 839,16 968,3 924 249,"231,3"
10 BOUIRA,0,0,0,0,493,412,43 365,"105,2"
11 TAMANRASSET,0,0,0,0,35,50,2 475,"50,0"
12 TEBESSA,0,0,0,0,0,0,0,0
13 TLEMCEN,0,0,0,0,2 676,2 298,657 410,"286,1"
14 TIARET,0,0,0,0,0,0,0,0
15 TIZI-OUZOU,1,0,0,0,1 523,1 337,340 450,"254,7"
16 ALGER,22,21,3 990,"194,6",5 729,4 944,1 005 045,"203,3"
17 DJELFA,0,0,0,0,0,0,0,0
18 JIJEL,0,0,0,0,442,332,40 433,"121,7"
19 SETIF,0,0,0,0,0,0,0,0
20 SAIDA,0,0,0,0,0,0,0,0
21 SKIKDA,1,1,100,"100,0",2 853,2 451,558 000,"227,7"
22 S.B.ABBES,0,0,0,0,0,0,0,0
23 ANNABA,0,0,0,0,566,369,55 400,"150,0"
24 GUELMA,0,0,0,0,860,619,144 112,"232,8"
25 CONSTANTINE,0,0,0,0,0,0,0,0
26 MEDEA,0,0,0,0,28,28,2 015,"72,6"
27 MOSTAGANEM,0,0,0,0,4 958,4 314,1 260 440,"292,2"
28 M'SILA,0,0,0,0,0,0,0,0
29 MASCARA,0,0,0,0,5 035,4 257,682 400,"160,3"
30 OUARGLA,0,0,0,0,39,23,1 869,"82,9"
31 ORAN,0,0,0,0,262,209,26 681,"127,4"
32 EL-BAYADH,0,0,0,0,0,0,0,0
33 ILLIZI,0,0,0,0,134,71,4 912,"69,6"
34 B.B.ARRERIDJ,0,0,0,0,0,0,0,0
35 BOUMERDES,0,0,0,0,2 237,1 957,402 345,"205,6"
36 EL-TARF,0,0,0,0,2 163,1 654,392 500,"237,3"
37 TINDOUF,0,0,0,0,0,0,0,0
38 TISSEMSILT,0,0,0,0,0,0,0,0
39 EL-OUED,0,0,0,0,25,25,650,"26,0"
40 KHENCHELA,0,0,0,0,0,0,0,0
41 SOUK-AHRAS,0,0,0,0,8,8,480,"60,0"
42 TIPAZA,0,0,0,0,4 400,3 903,1 167 736,"299,2"
43 MILA,0,0,0,0,7,3,63,"25,2"
44 AIN-DEFLA,0,0,0,0,1 735,1 350,126 830,"93,9"
45 NAAMA,0,0,0,0,2,2,115,"57,5"
46 A.TEMOUCHENT,0,0,0,0,393,330,35 023,"106,0"
47 GHARDAIA,0,0,0,0,1 167,787,66 418,"84,4"
48 RELIZANE,0,0,0,0,4 814,4 551,1 103 620,"242,5"
TOTAL ALGERIE,88,83,18 970,"228,3",68 678,60 579,13 442 745,"221,9"
