0,1,2,3,4,5,6,7,8
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,SERIE B 2019
VIII-ANIMAUX D'ELEVAGE (3/4),,,,,,,,
WILAYA,,,E S P E C E  C A P R I N E,,,,ESPECE  CAMELINE,
,Chèvres,Boucs,Chevreaux de 6 mois,Chevrettes de 6 mois,TOTAL,CHAMELLES,AUTRES,TOTAL
1 ADRAR,72 800,38 076,34 225,29 570,174 671,22 440,33 889,56 329
2 CHLEF,29 855,5 675,13 348,13 102,61 980,0,0,0
3 LAGHOUAT,122 640,9 923,48 950,63 637,245 150,2 930,622,3 552
4 O.E.BOUAGHI,54 947,10 722,7 979,9 785,83 433,0,0,0
5 BATNA,151 699,15 718,47 790,60 457,275 664,19,18,37
6 BEJAIA,22 805,5 081,8 070,8 579,44 535,0,0,0
7 BISKRA,322 700,17 096,78 589,118 915,537 300,2 450,1 400,3 850
8 BECHAR,56 500,5 156,7 998,8 199,77 853,23 040,7 104,30 144
9 BLIDA,2 820,881,991,1 008,5 700,0,0,0
10 BOUIRA,7 388,1 926,2 693,2 870,14 877,0,0,0
11 TAMANRASSET,38 979,10 272,20 511,19 488,89 250,50 445,34 735,85 180
12 TEBESSA,77 000,4 500,10 500,18 000,110 000,1 341,539,1 880
13 TLEMCEN,29 500,3 000,6 200,8 100,46 800,0,0,0
14 TIARET,104 954,8 247,27 211,32 063,172 475,80,40,120
15 TIZI-OUZOU,20 094,3 226,8 578,8 822,40 720,0,0,0
16 ALGER,1 662,363,419,649,3 093,0,0,0
17 DJELFA,285 000,6 900,64 880,49 220,406 000,850,400,1 250
18 JIJEL,18 017,3 740,6 444,6 526,34 727,0,0,0
19 SETIF,41 071,3 286,9 665,12 821,66 843,0,0,0
20 SAIDA,32 640,4 970,15 950,20 440,74 000,0,0,0
21 SKIKDA,85 329,7 409,16 560,20 972,130 270,0,0,0
22 S.B.ABBES,13 100,3 005,4 741,5 354,26 200,0,0,0
23 ANNABA,6 969,1 216,1 323,1 229,10 737,0,0,0
24 GUELMA,47 870,2 028,10 793,12 967,73 658,0,0,0
25 CONSTANTINE,6 002,558,2 072,2 733,11 365,0,0,0
26 MEDEA,44 874,8 737,15 740,17 310,86 661,34,31,65
27 MOSTAGANEM,15 390,920,3 120,4 600,24 030,0,0,0
28 M'SILA,82 000,3 700,17 000,22 300,125 000,1 160,200,1 360
29 MASCARA,27 700,2 600,10 100,15 600,56 000,0,0,0
30 OUARGLA,106 401,15 534,46 741,45 004,213 680,28 202,13 301,41 503
31 ORAN,9 503,909,2 842,3 206,16 460,7,3,10
32 EL-BAYADH,160 630,11 520,32 370,24 710,229 230,12 485,3 765,16 250
33 ILLIZI,21 938,20 874,1 701,1 634,46 147,28 250,15 549,43 799
34 B.B.ARRERIDJ,22 643,2 644,7 458,11 537,44 282,0,0,0
35 BOUMERDES,2 050,723,717,839,4 329,0,0,0
36 EL-TARF,19 750,2 688,5 913,6 272,34 623,0,0,0
37 TINDOUF,45 931,5 742,13 123,17 224,82 020,44 831,19 213,64 044
38 TISSEMSILT,40 250,2 448,3 385,7 196,53 279,0,0,0
39 EL-OUED,287 000,24 500,71 400,107 100,490 000,34 000,21 000,55 000
40 KHENCHELA,54 903,3 384,7 378,8 090,73 755,0,0,0
41 SOUK-AHRAS,50 805,6 973,22 857,25 228,105 863,0,0,0
42 TIPAZA,5 455,1 371,2 251,2 023,11 100,0,0,0
43 MILA,17 495,4 266,6 809,6 566,35 136,0,0,0
44 AIN-DEFLA,20 576,4 488,7 897,8 878,41 839,0,0,0
45 NAAMA,73 795,1 466,10 813,12 316,98 390,777,366,1 143
46 A.TEMOUCHENT,10 722,1 584,2 575,3 301,18 182,0,0,0
47 GHARDAIA,96 200,9 900,24 460,30 840,161 400,5 680,5 970,11 650
48 RELIZANE,28 598,6 590,12 933,12 241,60 362,1,0,1
TOTAL ALGERIE,2 896 950,316 535,786 063,929 521,4 929 069,259 022,158 145,417 167
