0,1,2,3,4,5,6,7,8
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,SERIE B 2016
V)-  AGRUMES  (2/3),,,,,,,,
,,MANDARINIERS,,,,CITRONNIERS,,
WILAYA,Sup.compl.,Sup.en rap.,Production,Rdt,Sup.compl.,Sup.en rap.,Production,Rdt
,ha,ha,qx,qx/ha,ha,ha,qx,qx/ha
1 ADRAR,0,0,0,0,0,0,0,0
2 CHLEF,182,154,41 690,"271,6",67,67,10 000,"149,3"
3 LAGHOUAT,3,2,95,"47,5",5,4,252,"63,0"
4 O.E.BOUAGHI,0,0,0,0,0,0,0,0
5 BATNA,0,0,0,0,0,0,0,0
6 BEJAIA,29,27,3 434,"128,9",53,48,6 420,"133,1"
7 BISKRA,0,0,0,0,72,60,1 970,"33,1"
8 BECHAR,0,0,0,0,29,23,3 750,"163,0"
9 BLIDA,1 108,1 089,207 498,"190,6",1 066,1 025,251 294,"245,3"
10 BOUIRA,30,30,1 691,"56,4",34,33,1 792,"55,1"
11 TAMANRASSET,5,5,270,"56,3",131,131,3 480,"26,7"
12 TEBESSA,0,0,0,0,0,0,0,0
13 TLEMCEN,23,23,3 220,"140,0",166,150,22 500,"150,0"
14 TIARET,0,0,0,0,0,0,0,0
15 TIZI-OUZOU,46,40,11 341,"283,5",66,63,14 478,"228,9"
16 ALGER,190,182,31 570,"173,1",618,544,107 975,"198,3"
17 DJELFA,0,0,0,0,0,0,0,0
18 JIJEL,0,0,0,0,53,45,4 592,"102,9"
19 SETIF,0,0,0,0,0,0,0,0
20 SAIDA,0,0,0,0,0,0,0,0
21 SKIKDA,294,271,55 796,"206,1",133,105,16 638,"157,8"
22 S.B.ABBES,0,0,0,0,0,0,0,0
23 ANNABA,25,21,3 265,"159,3",36,15,2 613,"180,2"
24 GUELMA,29,14,3 225,"238,9",24,22,5 285,"240,2"
25 CONSTANTINE,0,0,0,0,0,0,0,0
26 MEDEA,6,6,600,"100,0",4,4,290,"72,5"
27 MOSTAGANEM,17,17,5 080,"307,9",250,247,67 965,"275,7"
28 M'SILA,0,0,0,0,0,0,0,0
29 MASCARA,22,22,3 120,"141,8",83,83,11 780,"141,9"
30 OUARGLA,1,1,24,"48,0",10,5,233,"43,1"
31 ORAN,1,1,100,"100,0",26,19,1 810,"95,3"
32 EL-BAYADH,0,0,0,0,0,0,0,0
33 ILLIZI,13,9,622,"69,1",57,34,2 321,"69,1"
34 B.B.ARRERIDJ,0,0,0,0,0,0,0,0
35 BOUMERDES,20,20,2 753,"139,4",282,239,48 583,"203,3"
36 EL-TARF,138,129,25 060,"194,3",98,93,19 340,"209,1"
37 TINDOUF,0,0,0,0,0,0,0,0
38 TISSEMSILT,0,0,0,0,0,0,0,0
39 EL-OUED,0,0,0,0,16,16,177,"11,1"
40 KHENCHELA,0,0,0,0,0,0,0,0
41 SOUK-AHRAS,0,0,0,0,0,0,0,0
42 TIPAZA,91,91,18 200,"200,0",372,347,78 660,"227,0"
43 MILA,0,0,0,0,0,0,0,0
44 AIN-DEFLA,0,0,0,0,37,37,3 190,"86,2"
45 NAAMA,1,1,80,"80,0",1,1,30,"30,0"
46 A.TEMOUCHENT,0,0,0,0,2,2,198,"132,0"
47 GHARDAIA,76,50,4 333,"86,7",385,310,26 056,"84,1"
48 RELIZANE,9,3,300,"100,0",140,140,29 970,"214,1"
TOTAL ALGERIE,2 356,2 204,423 366,"192,0",4 313,3 909,743 641,"190,3"
