0,1,2,3,4,5,6,7,8,9,10
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,SERIE B 2019,
III-CEREALES D'HIVER (1/3),,,,,,,,,,
,,,BLE DUR,,,,,BLE TENDRE,,
WILAYA,Superficie,,Taux de Récolte,Prod.,Rdt,Superficie,,Taux de Récolte,Prod.,Rdt
,Emblavée,récoltée,,,,Emblavée,récoltée,,,
,(ha),(ha),%,(qx),(qx/ha),(ha),(ha),%,(qx),(qx/ha)
1 ADRAR,13 283,13 283,"100,0",560 415,"42,2",3 981,3 981,"100,0",131 178,"33,0"
2 CHLEF,68 847,67 515,"98,1",1 687 875,"25,0",5 639,5 636,"99,9",129 617,"23,0"
3 LAGHOUAT,8 035,7 344,"91,4",174 114,"23,7",196,191,"97,4",7 640,"40,0"
4 O.E.BOUAGHI,63 000,62 900,"99,8",1 140 000,"18,1",45 000,44 900,"99,8",720 000,"16,0"
5 BATNA,61 179,58 346,"95,4",925 902,"15,9",7 905,8 175,"103,4",134 835,"16,5"
6 BEJAIA,5 652,5 652,"100,0",127 069,"22,5",97,97,"100,0",2 675,"27,6"
7 BISKRA,13 400,13 380,"99,9",564 075,"42,2",5 550,5 550,"100,0",225 360,"40,6"
8 BECHAR,465,465,"100,0",13 020,"28,0",3,3,"100,0",66,"22,0"
9 BLIDA,6 531,6 531,"100,0",189 280,"29,0",1 020,1 020,"100,0",30 829,"30,2"
10 BOUIRA,47 571,47 547,"99,9",1 503 030,"31,6",6 416,6 414,"100,0",197 325,"30,8"
11 TAMANRASSET,355,355,"100,0",8 448,"23,8",195,195,"100,0",4 644,"23,8"
12 TEBESSA,56 000,51 000,"91,1",774 350,"15,2",4 000,3 900,"97,5",48 000,"12,3"
13 TLEMCEN,57 600,57 596,"100,0",663 600,"11,5",25 200,25 200,"100,0",245 950,"9,8"
14 TIARET,136 000,128 223,"94,3",1 987 900,"15,5",63 000,49 638,"78,8",471 600,"9,5"
15 TIZI-OUZOU,6 748,6 545,"97,0",134 272,"20,5",92,92,"100,0",2 453,"26,7"
16 ALGER,1 388,1 383,"99,6",45 530,"32,9",150,150,"100,0",3 895,"26,0"
17 DJELFA,11 000,7 087,"64,4",160 700,"22,7",290,210,"72,4",6 300,"30,0"
18 JIJEL,1 331,1 322,"99,4",35 937,"27,2",0,0,"0,0",0,"0,0"
19 SETIF,127 438,127 055,"99,7",2 298 899,"18,1",16 989,16 915,"99,6",300 934,"17,8"
20 SAIDA,32 525,25 908,"79,7",343 273,"13,2",35 870,28 764,"80,2",225 497,"7,8"
21 SKIKDA,26 822,26 717,"99,6",665 200,"24,9",2 913,2 913,"100,0",65 400,"22,5"
22 S.B.ABBES,50 940,50 368,"98,9",503 680,"10,0",29 860,28 920,"96,9",245 820,"8,5"
23 ANNABA,13 884,13 816,"99,5",381 650,"27,6",1 157,1 151,"99,5",39 260,"34,1"
24 GUELMA,68 925,68 582,"99,5",2 140 900,"31,2",11 070,11 047,"99,8",400 990,"36,3"
25 CONSTANTINE,61 618,60 235,"97,8",1 780 624,"29,6",20 104,19 747,"98,2",612 574,"31,0"
26 MEDEA,76 425,72 589,"95,0",1 293 108,"17,8",10 092,9 104,"90,2",158 371,"17,4"
27 MOSTAGANEM,5 622,5 909,"105,1",124 089,"21,0",12 929,11 473,"88,7",217 987,"19,0"
28 M'SILA,13 425,10 270,"76,5",236 210,"23,0",1 353,1 080,"79,8",24 840,"23,0"
29 MASCARA,40 300,28 000,"69,5",343 830,"12,3",20 500,14 900,"72,7",168 220,"11,3"
30 OUARGLA,2 229,2 229,"100,0",74 115,"33,3",355,355,"100,0",12 400,"34,9"
31 ORAN,9 758,4 611,"47,3",31 980,"6,9",2 824,863,"30,6",6 169,"7,1"
32 EL-BAYADH,3 643,2 478,"68,0",56 335,"22,7",1 185,1 014,"85,6",25 430,"25,1"
33 ILLIZI,8,8,"100,0",235,"28,0",25,25,"100,0",691,"28,0"
34 B.B.ARRERIDJ,59 235,59 086,"99,7",800 922,"13,6",5 645,5 636,"99,8",81 700,"14,5"
35 BOUMERDES,3 200,3 175,"99,2",87 405,"27,5",592,590,"99,7",18 285,"31,0"
36 EL-TARF,22 237,20 973,"94,3",530 386,"25,3",867,842,"97,1",20 240,"24,0"
37 TINDOUF,0,0,"0,0",0,"0,0",0,0,"0,0",0,"0,0"
38 TISSEMSILT,57 000,56 869,"99,8",994 015,"17,5",3 500,3 500,"100,0",59 132,"16,9"
39 EL-OUED,8 200,7 200,"87,8",260 640,"36,2",0,0,"0,0",0,"0,0"
40 KHENCHELA,48 500,41 735,"86,1",837 000,"20,1",9 000,8 575,"95,3",173 000,"20,2"
41 SOUK-AHRAS,88 101,88 101,"100,0",1 305 130,"14,8",32 755,32 755,"100,0",585 449,"17,9"
42 TIPAZA,11 377,10 899,"95,8",286 378,"26,3",1 532,1 454,"94,9",42 701,"29,4"
43 MILA,69 221,68 865,"99,5",2 225 000,"32,3",19 100,18 988,"99,4",553 000,"29,1"
44 AIN-DEFLA,58 381,57 610,"98,7",1 642 400,"28,5",1 780,1 780,"100,0",52 600,"29,6"
45 NAAMA,467,338,"72,3",5 288,"15,7",323,199,"61,7",2 896,"14,6"
46 A.TEMOUCHENT,58 000,43 629,"75,2",599 310,"13,7",5 000,3 166,"63,3",33 340,"10,5"
