0,1,2,3,4,5,6,7,8,9,10
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,,,SERIE B 2017
I-,SUPERFICIES DES TERRES UTILISEES PAR L'AGRICULTURE (1/2),,,,,,,,,
WILAYA,Cultures  herbacées,,,Terres    au  repos,,,Prairies   naturelles,,Vignes,
,ha,%,ha,%,,ha,%,,ha,%
1 ADRAR,14 038,"3,7",2 053,,"0,5",0,,"0,0",0,"0,0"
2 CHLEF,130 172,"49,5",57 134,,"21,7",1 045,,"0,4",1 195,"0,5"
3 LAGHOUAT,50 387,"2,8",20 362,,"1,1",0,,"0,0",404,"0,0"
4 O.E.BOUAGHI,231 973,"45,0",125 189,,"24,3",670,,"0,1",2,"0,0"
5 BATNA,178 302,"24,0",220 103,,"29,6",1 714,,"0,2",93,"0,0"
6 BEJAIA,13 634,"8,3",42 971,,"26,1",1 392,,"0,8",461,"0,3"
7 BISKRA,57 780,"3,5",75 714,,"4,6",0,,"0,0",243,"0,0"
8 BECHAR,2 781,"0,2",17 367,,"1,2",0,,"0,0",141,"0,0"
9 BLIDA,15 718,"23,8",6 122,,"9,3",3 599,,"5,4",1 074,"1,6"
10 BOUIRA,85 466,"29,1",60 796,,"20,7",178,,"0,1",79,"0,0"
11 TAMANRASSET,2 019,"0,2",6 377,,"0,7",0,,"0,0",104,"0,0"
12 TEBESSA,203 647,"24,9",95 178,,"11,6",120,,"0,0",0,"0,0"
13 TLEMCEN,227 331,"42,3",82 449,,"15,3",0,,"0,0",2 446,"0,5"
14 TIARET,404 819,"35,9",277 025,,"24,6",50,,"0,0",1 029,"0,1"
15 TIZI-OUZOU,27 064,"18,5",21 166,,"14,5",1 257,,"0,9",1 184,"0,8"
16 ALGER,12 556,"38,6",3 503,,"10,8",0,,"0,0",2 307,"7,1"
17 DJELFA,102 744,"4,1",257 300,,"10,3",0,,"0,0",43,"0,0"
18 JIJEL,8 507,"8,7",12 685,,"12,9",4 585,,"4,7",45,"0,0"
19 SETIF,231 776,"50,4",94 877,,"20,6",1 958,,"0,4",25,"0,0"
20 SAIDA,129 495,"25,3",170 911,,"33,4",0,,"0,0",57,"0,0"
21 SKIKDA,83 415,"43,2",25 851,,"13,4",484,,"0,3",1 194,"0,6"
22 S.B.ABBES,192 167,"49,7",150 660,,"39,0",0,,"0,0",4 029,"1,0"
23 ANNABA,28 726,"49,7",13 995,,"24,2",2 223,,"3,8",89,"0,2"
24 GUELMA,111 321,"42,1",62 841,,"23,7",306,,"0,1",51,"0,0"
25 CONSTANTINE,98 840,"56,2",23 683,,"13,5",0,,"0,0",24,"0,0"
26 MEDEA,162 351,"22,1",133 668,,"18,2",11 259,,"1,5",4 505,"0,6"
27 MOSTAGANEM,99 852,"70,0",975,,"0,7",0,,"0,0",10 403,"7,3"
28 M'SILA,104 250,"8,0",151 433,,"11,6",0,,"0,0",0,"0,0"
29 MASCARA,206 435,"47,5",76 617,,"17,6",0,,"0,0",6 226,"1,4"
30 OUARGLA,5 445,"0,1",21 532,,"0,4",0,,"0,0",12,"0,0"
31 ORAN,64 602,"67,7",11 324,,"11,9",0,,"0,0",697,"0,7"
32 EL-BAYADH,15 674,"0,3",58 416,,"1,0",0,,"0,0",12,"0,0"
33 ILLIZI,413,"3,7",220,,"2,0",0,,"0,0",27,"0,2"
34 B.B.ARRERIDJ,89 631,"36,5",63 676,,"25,9",150,,"0,1",29,"0,0"
35 BOUMERDES,34 196,"34,7",5 515,,"5,6",0,,"0,0",11 528,"11,7"
36 EL-TARF,39 184,"46,6",19 651,,"23,4",5 000,,"6,0",848,"1,0"
37 TINDOUF,175,"0,0",98,,"0,0",0,,"0,0",5,"0,0"
38 TISSEMSILT,81 395,"42,9",45 502,,"24,0",0,,"0,0",247,"0,1"
39 EL-OUED,43 398,"2,5",8 000,,"0,5",0,,"0,0",140,"0,0"
40 KHENCHELA,134 945,"17,4",91 494,,"11,8",50,,"0,0",41,"0,0"
41 SOUK-AHRAS,147 430,"62,0",49 363,,"20,8",7 748,,"3,3",0,"0,0"
42 TIPAZA,38 333,"54,8",6 265,,"9,0",0,,"0,0",2 682,"3,8"
43 MILA,131 551,"47,7",93 620,,"33,9",832,,"0,3",12,"0,0"
44 AIN-DEFLA,126 613,"53,7",32 360,,"13,7",578,,"0,2",699,"0,3"
45 NAAMA,6 720,"0,3",14 235,,"0,6",0,,"0,0",318,"0,0"
46 A.TEMOUCHENT,143 555,"70,5",13 663,,"6,7",0,,"0,0",12 658,"6,2"
47 GHARDAIA,9 341,"0,7",20 507,,"1,5",0,,"0,0",131,"0,0"
48 RELIZANE,184 715,"63,5",70 207,,"24,1",2 360,,"0,8",1 706,"0,6"
TOTAL ALGERIE,4 512 492,"10,3",2 914 650,,"6,7",47 556,,"0,1",69 243,"0,2"
Total Légumes secs  100 425 Ha dont  415 Ha sous palmiers dattiers,,,,,,,,,,
Total fourrages artificiels  923 569 Ha dont  6 569 Ha sous palmiers dattiers,,,,,,,,,,
Total Cultures industrielles 32 595 Ha dont  2 660 Ha sous palmiers dattiers,,,,,,,,,,
Total  Cultures maraichères 435 098 Ha dont 25 611 Ha sous palmiers dattiers,,,,,,,,,,
Total Autres cultures 4 069 Ha dont 267 Ha sous palmiers dattiers,,,,,,,,,,
Total Cultures Herbacées 4 550 398 Ha dont 35 520 Ha sous palmiers dattiers,,,,,,,,,,
,,,,Superficies des terres utilisées par l’agriculture,,,,,10,
