0,1,2,3,4,5,6,7,8,9
Direction des Systèmes d’Information des Statistiques et de la Prospective,,,,,,,,,SERIE B 2017
VII- ENSEMBLE DES CULTURES MARAÎCHERES (5/7),,,,,,,,,
(Y compris de primeur et sous serres),,,,,,,,,
,,CHOUX  VERTS,,,CHOUX FLEURS,,,NAVETS,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(qx),qx/ha,(ha),(QX),qx/ha,(ha),(QX),qx/ha
1 ADRAR,50,2 717,"54,8",36,1 407,"38,8",204,25 405,"124,6"
2 CHLEF,11,3 200,"290,9",137,48 200,"351,8",9,2 100,"233,3"
3 LAGHOUAT,30,2 100,"70,0",30,2 915,"97,2",410,73 800,"180,0"
4 O.E.BOUAGHI,0,0,0,1,130,"130,0",55,6 615,"120,3"
5 BATNA,0,0,0,0,0,0,185,26 160,"141,8"
6 BEJAIA,21,2 200,"104,8",75,9 565,"127,5",126,10 860,"86,2"
7 BISKRA,0,0,0,0,0,0,302,52 765,"174,7"
8 BECHAR,12,1 080,"90,0",5,400,"80,0",80,9 120,"114,0"
9 BLIDA,323,68 901,"213,3",511,105 507,"206,5",117,16 980,"145,8"
10 BOUIRA,0,0,0,69,10 547,"154,0",56,6 764,"121,9"
11 TAMANRASSET,0,0,0,10,210,"21,0",55,2 847,"51,8"
12 TEBESSA,0,0,0,0,0,0,90,19 800,"220,0"
13 TLEMCEN,35,9 980,"285,1",150,22 840,"152,3",320,33 530,"104,8"
14 TIARET,9,1 970,"213,0",6,1 000,"166,7",198,13 283,"67,1"
15 TIZI-OUZOU,15,5 250,"350,0",20,4 675,"233,8",274,41 321,"151,1"
16 ALGER,571,138 650,"242,9",1 386,314 610,"227,0",279,62 230,"223,0"
17 DJELFA,4,320,"80,0",12,1 060,"88,3",75,10 940,"145,9"
18 JIJEL,473,104 390,"220,9",490,125 200,"255,8",318,47 875,"150,6"
19 SETIF,0,0,0,389,72 400,"186,1",479,75 850,"158,4"
20 SAIDA,0,0,0,0,0,0,42,12 675,"301,8"
21 SKIKDA,141,23 946,"169,8",137,30 351,"221,5",516,82 100,"159,1"
22 S.B.ABBES,7,1 589,"227,0",43,9 893,"230,1",126,26 916,"213,6"
23 ANNABA,280,38 899,"138,9",243,26 780,"110,2",200,29 097,"145,5"
24 GUELMA,0,0,0,23,7 130,"316,9",6,910,"151,7"
25 CONSTANTINE,2,90,"51,4",6,310,"53,9",12,2 125,"184,8"
26 MEDEA,0,0,0,0,0,0,166,20 045,"120,8"
27 MOSTAGANEM,531,194 150,"365,6",725,258 150,"356,1",148,30 460,"205,8"
28 M'SILA,40,7 900,"197,5",100,22 000,"220,0",400,107 960,"269,9"
29 MASCARA,0,0,0,0,0,0,107,28 200,"263,6"
30 OUARGLA,0,0,0,4,1 020,"291,4",97,14 096,"146,1"
31 ORAN,18,2 595,"144,2",74,11 900,"160,8",17,2 060,"124,8"
32 EL-BAYADH,1,50,"100,0",1,50,"100,0",129,23 600,"183,7"
33 ILLIZI,5,519,"111,6",7,803,"111,8",2,232,"113,0"
34 B.B.ARRERIDJ,6,600,"100,0",0,0,0,119,14 900,"125,2"
35 BOUMERDES,381,115 980,"304,4",614,202 300,"329,5",623,164 180,"263,5"
36 EL-TARF,80,9 420,"117,8",82,10 940,"133,4",23,1 280,"55,7"
37 TINDOUF,0,0,0,1,50,"100,0",4,680,"170,0"
38 TISSEMSILT,0,0,0,0,0,0,0,0,0
39 EL-OUED,0,0,0,6,500,"83,3",284,63 390,"223,2"
40 KHENCHELA,0,0,0,0,0,0,62,5 820,"93,9"
41 SOUK-AHRAS,7,305,"43,6",4,200,"53,3",52,7 374,"141,8"
42 TIPAZA,395,89 420,"226,4",1 397,361 399,"258,8",118,28 450,"241,1"
43 MILA,0,0,0,2,600,"300,0",122,30 650,"251,2"
44 AIN-DEFLA,211,85 350,"404,5",235,59 850,"255,2",4,785,"196,3"
45 NAAMA,7,750,"107,1",23,2 531,"110,0",303,49 699,"164,2"
46 A.TEMOUCHENT,33,6 600,"200,0",149,16 880,"113,7",78,16 900,"216,7"
47 GHARDAIA,0,0,0,0,0,0,81,11 420,"141,9"
48 RELIZANE,2,500,"250,0",47,6 300,"134,0",18,1 590,"88,3"
TOTAL ALGERIE,3 699,919 421,"248,6",7 245,1 750 602,"241,6",7 486,1 315 838,"175,8"
