0,1,2,3,4,5,6,7,8,9
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,,SERIE B 2016
VII- ENSEMBLE DES CULTURES MARAÎCHERES (6/7),,,,,,,,,
(Y compris de primeur et sous serres),,,,,,,,,
,,FEVES VERTES,,,HARICOTS VERTS,,,PETITS POIS,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(qx),qx/ha,(ha),(qx),qx/ha,(ha),(QX),qx/ha
1 ADRAR,346,20 122,"58,1",2,397,"165,4",179,9 838,"55,0"
2 CHLEF,163,23 670,"145,2",103,9 210,"89,9",251,20 080,"80,0"
3 LAGHOUAT,923,83 070,"90,0",19,1 560,"82,1",66,5 280,"80,0"
4 O.E.BOUAGHI,0,0,0,11,519,"47,2",0,0,0
5 BATNA,443,35 840,"80,9",95,17 010,"180,0",0,0,0
6 BEJAIA,308,13 464,"43,7",201,7 935,"39,4",151,4 960,"32,9"
7 BISKRA,2 950,350 165,"118,7",404,48 960,"121,2",1 027,116 990,"114,0"
8 BECHAR,126,8 644,"68,5",5,164,"34,4",8,360,"45,0"
9 BLIDA,256,16 705,"65,4",39,4 188,"106,7",203,10 345,"51,0"
10 BOUIRA,282,11 826,"41,9",58,2 031,"34,9",140,4 149,"29,6"
11 TAMANRASSET,14,374,"26,7",9,2 000,"222,2",0,0,0
12 TEBESSA,24,2 400,"100,0",23,686,"30,5",18,486,"27,0"
13 TLEMCEN,2 238,75 840,"33,9",437,26 175,"59,9",2 236,54 247,"24,3"
14 TIARET,127,4 563,"36,1",82,3 861,"47,2",85,2 954,"34,9"
15 TIZI-OUZOU,1 001,82 809,"82,7",293,26 389,"90,1",272,15 077,"55,4"
16 ALGER,676,75 755,"112,1",831,73 235,"88,1",174,10 655,"61,4"
17 DJELFA,52,3 800,"73,1",43,2 730,"63,5",16,480,"30,0"
18 JIJEL,365,29 785,"81,7",312,22 033,"70,6",194,9 978,"51,5"
19 SETIF,139,13 595,"97,8",261,15 405,"59,0",86,3 813,"44,3"
20 SAIDA,98,8 060,"82,2",24,1 650,"68,8",32,2 558,"79,9"
21 SKIKDA,1 876,174 360,"92,9",1 134,52 850,"46,6",1 769,111 915,"63,3"
22 S.B.ABBES,82,10 080,"122,9",40,4 080,"102,0",90,7 400,"82,2"
23 ANNABA,672,93 311,"138,9",233,11 781,"50,6",285,12 575,"44,1"
24 GUELMA,3 055,504 295,"165,1",514,41 050,"79,9",1 394,105 845,"75,9"
25 CONSTANTINE,1 209,71 053,"58,8",2,30,"15,0",377,11 408,"30,3"
26 MEDEA,972,78 102,"80,4",0,0,0,803,27 213,"33,9"
27 MOSTAGANEM,1 138,77 155,"67,8",768,72 151,"94,0",1 636,77 156,"47,2"
28 M'SILA,500,37 100,"74,2",15,750,"50,0",0,0,0
29 MASCARA,1 890,77 000,"40,7",9,500,"55,6",6 679,118 800,"17,8"
30 OUARGLA,86,4 869,"56,6",3,500,"200,0",12,1 910,"166,1"
31 ORAN,707,19 113,"27,0",25,1 435,"57,4",1 586,13 154,"8,3"
32 EL-BAYADH,48,3 525,"73,4",21,982,"46,8",10,590,"62,1"
33 ILLIZI,4,322,"88,9",1,56,"44,7",2,170,"87,4"
34 B.B.ARRERIDJ,84,5 760,"68,6",53,3 019,"57,0",0,0,0
35 BOUMERDES,1 505,291 900,"194,0",810,61 848,"76,4",1 400,131 900,"94,2"
36 EL-TARF,973,67 569,"69,4",588,40 320,"68,6",537,31 320,"58,3"
37 TINDOUF,7,490,"70,0",3,1 080,"400,0",3,120,"40,0"
38 TISSEMSILT,233,4 432,"19,0",9,1 090,"121,1",36,541,"15,0"
39 EL-OUED,390,31 200,"80,0",25,2 068,"81,6",340,27 200,"80,0"
40 KHENCHELA,939,44 313,"47,2",726,85 048,"117,1",600,16 800,"28,0"
41 SOUK-AHRAS,214,5 380,"25,2",80,2 400,"30,0",87,3 090,"35,5"
42 TIPAZA,654,57 500,"87,9",1 115,78 627,"70,5",1 027,62 745,"61,1"
43 MILA,93,15 120,"162,6",21,693,"33,8",48,3 840,"80,0"
44 AIN-DEFLA,806,57 894,"71,9",200,12 000,"60,0",965,34 610,"35,9"
45 NAAMA,171,17 058,"99,8",74,5 194,"70,3",67,3 307,"49,4"
46 A.TEMOUCHENT,1 505,68 543,"45,5",683,30 643,"44,9",1 249,42 076,"33,7"
47 GHARDAIA,185,25 850,"139,7",0,0,0,35,1 220,"34,9"
48 RELIZANE,1 866,27 445,"14,7",293,14 660,"50,0",6 207,148 762,"24,0"
TOTAL ALGERIE,32 392,2 731 225,"84,3",10 695,790 992,"74,0",32 377,1 267 915,"39,2"
