0,1,2,3,4,5,6,7,8
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,SERIE B 2016
VIII-ANIMAUX D'ELEVAGE (3/4),,,,,,,,
,,,E S P E C E         C A P R I N E,,,,ESPECE CAMELINE,
WILAYA,Chèvres,Boucs,Chevreaux de 6 mois,Chevrettes de 6 mois,TOTAL,CHAMELLES,AUTRES,TOTAL
1 ADRAR,68 048,20 822,34 889,30 809,154 568,21 419,30 029,51 448
2 CHLEF,30 580,5 081,14 595,13 744,64 000,0,0,0
3 LAGHOUAT,122 646,9 688,48 782,63 635,244 751,"2 002,00","810,00",2 812
4 O.E.BOUAGHI,59 493,20 781,12 409,11 839,104 522,0,0,0
5 BATNA,152 265,9 988,45 991,57 746,265 990,20,12,32
6 BEJAIA,22 305,4 230,7 044,6 593,40 172,0,0,0
7 BISKRA,215 600,31 196,28 114,37 490,312 400,2 530,2 520,5 050
8 BECHAR,54 429,3 992,7 283,7 552,73 256,21 270,4 761,26 031
9 BLIDA,3 290,913,1 080,1 046,6 329,0,0,0
10 BOUIRA,8 327,3 093,3 613,4 230,19 263,0,0,0
11 TAMANRASSET,32 087,23 927,15 466,20 015,91 495,49 617,36 833,86 450
12 TEBESSA,107 000,6 180,34 120,41 700,189 000,403,187,590
13 TLEMCEN,25 100,3 908,6 696,7 296,43 000,0,0,0
14 TIARET,129 241,9 874,31 808,49 024,219 947,100,90,190
15 TIZI-OUZOU,28 959,5 107,16 497,16 112,66 675,0,0,0
16 ALGER,847,433,384,530,2 194,0,0,0
17 DJELFA,272 000,5 900,60 310,67 790,406 000,3 700,2 500,6 200
18 JIJEL,22 056,4 598,7 916,7 996,42 566,0,0,0
19 SETIF,45 387,3 968,12 168,14 920,76 443,0,0,0
20 SAIDA,32 493,4 149,13 407,19 395,69 444,15,0,15
21 SKIKDA,82 830,7 608,16 068,20 286,126 792,0,0,0
22 S.B.ABBES,11 229,3 023,4 766,5 382,24 400,0,0,0
23 ANNABA,8 241,2 999,2 882,2 778,16 900,0,0,0
24 GUELMA,43 597,1 769,10 753,13 511,69 630,0,0,0
25 CONSTANTINE,5 301,369,2 290,2 579,10 539,0,0,0
26 MEDEA,48 207,5 488,18 814,23 979,96 488,11,0,11
27 MOSTAGANEM,10 700,1 110,2 690,5 080,19 580,0,0,0
28 M'SILA,90 000,3 600,19 300,27 100,140 000,1 330,320,1 650
29 MASCARA,33 600,2 600,15 350,14 950,66 500,0,0,0
30 OUARGLA,100 750,16 295,43 666,42 237,202 948,21 887,12 627,34 514
31 ORAN,8 584,904,2 460,2 745,14 693,0,0,0
32 EL-BAYADH,148 965,11 907,23 259,21 329,205 460,10 029,3 011,13 040
33 ILLIZI,18 452,18 003,1 428,2 044,39 927,14 908,20 831,35 739
34 B.B.ARRERIDJ,34 679,3 350,9 536,15 030,62 595,0,0,0
35 BOUMERDES,2 421,660,1 054,1 692,5 827,0,0,0
36 EL-TARF,23 462,3 342,7 811,9 120,43 735,0,0,0
37 TINDOUF,41 130,5 143,11 751,15 424,73 448,33 520,27 426,60 946
38 TISSEMSILT,36 000,2 145,2 980,6 875,48 000,0,0,0
39 EL-OUED,349 000,17 452,70 219,105 329,542 000,25 000,17 000,42 000
40 KHENCHELA,52 293,2 650,6 018,7 243,68 204,"64,00","14,00",78
41 SOUK-AHRAS,57 310,4 381,28 265,32 405,122 361,0,0,0
42 TIPAZA,6 981,2 941,2 052,2 407,14 381,0,0,0
43 MILA,17 825,3 537,6 488,6 651,34 501,0,0,0
44 AIN-DEFLA,47 566,9 616,13 255,19 763,90 200,0,0,0
45 NAAMA,60 224,1 903,9 793,11 066,82 986,712,336,1 048
46 A.TEMOUCHENT,11 197,1 226,2 638,3 530,18 591,0,0,0
47 GHARDAIA,92 000,10 090,24 420,30 490,157 000,5 450,5 800,11 250
48 RELIZANE,28 450,4 237,5 257,7 056,45 000,0,0,0
TOTAL ALGERIE,2 903 147,326 176,767 835,937 543,4 934 701,213 987,165 107,379 094
