0,1,2,3,4,5,6
Direction des Systèmes d’Information des Statistiques et de la Prospective,,,,,,SERIE B 2017
V- CULTURES INDUSTRIELLES (2/2),,,,,,
,,AUTRES CULT. INDUST,,,TOTAL,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(QX),qx/ha,(ha),(qx),qx/ha
1 ADRAR,35,598,"17,3",1942,358 889,"184,8"
2 CHLEF,0,0,"0,0",1076,699 400,"650,0"
3 LAGHOUAT,0,0,"0,0",0,0,"0,0"
4 O.E.BOUAGHI,0,0,"0,0",1 158,42 186,"36,4"
5 BATNA,0,0,"0,0",67,975,"14,6"
6 BEJAIA,0,0,"0,0",120,7 920,"66,0"
7 BISKRA,1 420,24 560,"17,3",1 485,26 100,"17,6"
8 BECHAR,29,221,"7,6",60,763,"12,8"
9 BLIDA,64,17 100,"267,2",76,27 123,"356,9"
10 BOUIRA,0,0,"0,0",0,0,"0,0"
11 TAMANRASSET,0,0,"0,0",0,0,"0,0"
12 TEBESSA,0,0,"0,0",0,0,"0,0"
13 TLEMCEN,0,0,"0,0",0,0,"0,0"
14 TIARET,0,0,"0,0",0,0,"0,0"
15 TIZI-OUZOU,0,0,"0,0",0,0,"0,0"
16 ALGER,0,0,"0,0",0,0,"0,0"
17 DJELFA,0,0,"0,0",5,1250,"250,0"
18 JIJEL,57,855,"15,0",83,7 355,"88,6"
19 SETIF,0,0,"0,0",1074,21 075,"19,6"
20 SAIDA,0,0,"0,0",0,0,"0,0"
21 SKIKDA,1 080,62 050,"57,5",8 424,3 677 210,"436,5"
22 S.B.ABBES,0,0,"0,0",15,12 500,"833,3"
23 ANNABA,0,0,"0,0",1 910,1 183 891,"620,0"
24 GUELMA,360,84 400,"234,4",4 529,2 620 341,"578,6"
25 CONSTANTINE,0,0,"0,0",0,0,"0,0"
26 MEDEA,0,0,"0,0",15,3 298,"219,9"
27 MOSTAGANEM,0,0,"0,0",201,115 295,"573,6"
28 M'SILA,0,0,"0,0",0,0,"0,0"
29 MASCARA,62,1 800,"29,3",62,1 800,"29,3"
30 OUARGLA,377,48 447,"128,5",377,48 447,"128,5"
31 ORAN,,,"0,0",0,0,"0,0"
32 EL-BAYADH,119,6 515,"55,0",126,6684,"53,3"
33 ILLIZI,0,0,"0,0",0,0,"0,0"
34 B.B.ARRERIDJ,0,0,"0,0",0,0,"0,0"
35 BOUMERDES,0,0,"0,0",53,42 400,"800,0"
36 EL-TARF,0,0,"0,0",3 398,1 958 882,"576,5"
37 TINDOUF,0,0,"0,0",0,0,"0,0"
38 TISSEMSILT,0,0,"0,0",0,0,"0,0"
39 EL-OUED,0,0,"0,0",4 030,125 870,"31,2"
40 KHENCHELA,0,0,"0,0",0,0,"0,0"
41 SOUK-AHRAS,0,0,"0,0",36,14 200,"394,4"
42 TIPAZA,0,0,"0,0",224,255 100,"1 138,8"
43 MILA,0,0,"0,0",8,5 600,"700,0"
44 AIN-DEFLA,1,50,"50,0",1201,1 164 050,"969,2"
45 NAAMA,0,0,"0,0",0,0,"0,0"
46 A.TEMOUCHENT,0,0,"0,0",0,0,"0,0"
47 GHARDAIA,259,6 014,"23,2",659,13 214,"20,0"
48 RELIZANE,0,0,"0,0",184,112 750,"612,8"
TOTAL ALGERIE,3 862,252 610,"65,4",32 595,12 554 567,"385,2"
