0,1,2,3,4,5,6
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,SERIE B 2019
VII-CULTURES MARAICHERES SOUS SERRES (3/4),,,,,,
,,COURGETTES,,,MELONS PASTEQUES,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(QX),qx/ha,(ha),(QX),qx/ha
1 ADRAR,"2,13",1 696,"796,2","3,33",975,"292,9"
2 CHLEF,"111,64",8 435,"75,6","3,90",1 764,"452,3"
3 LAGHOUAT,"0,00",0,0,"0,00",0,0
4 O.E.BOUAGHI,"0,00",0,0,"0,00",0,0
5 BATNA,"0,73",568,"778,1","0,00",0,0
6 BEJAIA,"2,66",704,"264,7","0,00",0,0
7 BISKRA,"368,00",287 410,"781,0","1 479,00",594 900,"402,2"
8 BECHAR,"0,08",32,"400,0","0,08",90,"1 125,0"
9 BLIDA,0,0,0,0,0,0
10 BOUIRA,"0,00",0,0,"0,00",0,0
11 TAMANRASSET,"1,74",861,"494,9","0,00",0,0
12 TEBESSA,"0,64",220,"343,8","2,84",620,"218,3"
13 TLEMCEN,"24,00",16 900,"704,2","0,00",0,0
14 TIARET,"0,00",0,0,"0,00",0,0
15 TIZI-OUZOU,"0,08",48,"600,0","3,92",1 714,"437,2"
16 ALGER,"103,10",39 355,"381,7","0,00",0,0
17 DJELFA,"0,48",192,"400,0","0,04",16,"400,0"
18 JIJEL,"118,38",52 086,"440,0","0,04",16,"400,0"
19 SETIF,"0,00",0,0,"1,00",800,"800,0"
20 SAIDA,"0,00",0,0,"0,00",0,0
21 SKIKDA,"3,16",720,"227,8","0,00",0,0
22 S.B.ABBES,"0,00",0,0,"0,00",0,0
23 ANNABA,"0,00",0,0,"0,00",0,0
24 GUELMA,"0,00",0,0,"0,00",0,0
25 CONSTANTINE,"0,12",50,"416,7","0,00",0,0
26 MEDEA,"0,00",0,0,"0,00",0,0
27 MOSTAGANEM,"102,00",40 800,"400,0","0,00",0,0
28 M'SILA,"27,00",18 900,"700,0","84,50",41 300,"488,8"
29 MASCARA,"0,00",0,0,"0,00",0,0
30 OUARGLA,"28,02",10 296,"367,4","2 201,04",822 431,"373,7"
31 ORAN,"3,08",1 229,"399,0","0,88",562,"638,6"
32 EL-BAYADH,"0,00",0,0,"0,00",0,0
33 ILLIZI,"0,00",0,0,"3,12",780,"250,0"
34 B.B.ARRERIDJ,"0,00",0,0,"0,00",0,0
35 BOUMERDES,"192,16",60 962,"317,2","0,92",414,"450,0"
36 EL-TARF,"0,04",50,"1 250,0","1,04",1 455,"1 399,0"
37 TINDOUF,"1,40",840,"600,0","0,00",0,0
38 TISSEMSILT,"0,00",0,0,"0,00",0,0
39 EL-OUED,"12,00",12 000,"1 000,0","716,00",422 000,"589,4"
40 KHENCHELA,"3,00",1 500,"500,0","80,50",24 100,"299,4"
41 SOUK-AHRAS,"0,00",0,0,"0,00",0,0
42 TIPAZA,"225,96",106 343,"470,6","6,16",2 602,"422,4"
43 MILA,"0,12",84,"700,0","0,00",0,0
44 AIN-DEFLA,"52,75",15 870,"300,9","63,50",26 340,"414,8"
45 NAAMA,"0,00",0,0,"0,00",0,0
46 A.TEMOUCHENT,"10,80",4 903,"454,0","0,0","0,0",0
47 GHARDAIA,"1,00",400,"400,0","0,00",0,0
48 RELIZANE,"0,00",0,0,"3,00",900,"300,0"
TOTAL ALGERIE,"1 396,27",683 453,"489,5","4 654,81",1 943 779,"417,6"
