0,1,2,3,4,5,6,7,8
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,SERIE B 2018
V)-  AGRUMES  (1/3),,,,,,,,
,,ORANGERS,,,,CLEMENTINIERS,,
WILAYA,Sup.compl.,Sup.en rap.,Production,Rdt,Sup.compl.,Sup.en rap.,Production,Rdt
,ha,ha,qx,qx/ha,ha,ha,qx,qx/ha
1 ADRAR,0,0,0,0,0,0,0,0
2 CHLEF,5 368,4 928,1 430 755,"290,3",793,601,136 100,"226,5"
3 LAGHOUAT,2,2,112,"56,0",0,0,0,0
4 O.E.BOUAGHI,0,0,0,0,0,0,0,0
5 BATNA,0,0,0,0,0,0,0,0
6 BEJAIA,1 582,1 410,231 577,"164,2",354,336,38 986,"116,2"
7 BISKRA,10,10,379,"37,9",0,0,0,0
8 BECHAR,13,13,1 774,"136,5",2,2,273,"136,5"
9 BLIDA,12 029,11 729,2 932 497,"250,0",4 167,3 590,724 249,"201,7"
10 BOUIRA,382,322,37 626,"116,9",43,31,1 645,"53,9"
11 TAMANRASSET,15,15,520,"34,7",7,7,20,"2,9"
12 TEBESSA,0,0,0,0,0,0,0,0
13 TLEMCEN,2 456,2 126,680 300,"320,0",269,245,31 860,"130,3"
14 TIARET,0,0,0,0,0,0,0,0
15 TIZI-OUZOU,1 314,1 206,445 310,"369,2",117,96,26 600,"276,4"
16 ALGER,4 144,3 602,771 880,"214,3",829,671,123 260,"183,6"
17 DJELFA,0,0,0,0,0,0,0,0
18 JIJEL,329,242,36 634,"151,3",91,64,6 388,"99,5"
19 SETIF,0,0,0,0,0,0,0,0
20 SAIDA,0,0,0,0,0,0,0,0
21 SKIKDA,1 886,1 568,428 690,"273,4",576,518,64 667,"125,0"
22 S.B.ABBES,0,0,0,0,0,0,0,0
23 ANNABA,371,255,57 381,"225,5",105,98,20 276,"206,4"
24 GUELMA,649,540,107 847,"199,6",88,37,7 735,"209,1"
25 CONSTANTINE,10,0,0,0,0,0,0,0
26 MEDEA,22,22,2 920,"134,3",0,0,0,0
27 MOSTAGANEM,4 053,3 545,1 033 918,"291,7",681,671,187 372,"279,5"
28 M'SILA,0,0,0,0,0,0,0,0
29 MASCARA,3 235,2 784,508 600,"182,7",1 821,1 538,259 100,"168,5"
30 OUARGLA,21,12,1 908,"162,4",9,4,253,"62,5"
31 ORAN,137,97,13 215,"136,4",119,93,13 165,"142,3"
32 EL-BAYADH,0,0,0,0,0,0,0,0
33 ILLIZI,57,25,1 747,"69,9",5,3,208,"69,4"
34 B.B.ARRERIDJ,6,6,500,"90,9",0,0,0,0
35 BOUMERDES,1 692,1 494,336 381,"225,2",242,210,39 532,"188,1"
36 EL-TARF,1 589,1 338,301 150,"225,1",462,283,51 650,"182,8"
37 TINDOUF,0,0,0,0,0,0,0,0
38 TISSEMSILT,0,0,0,0,0,0,0,0
39 EL-OUED,10,10,200,"20,0",0,0,0,0
40 KHENCHELA,0,0,0,0,0,0,0,0
41 SOUK-AHRAS,8,8,525,"65,6",0,0,0,0
42 TIPAZA,3 262,2 892,899 300,"311,0",781,617,167 315,"271,4"
43 MILA,7,3,68,"27,2",0,0,0,0
44 AIN-DEFLA,1 569,1 264,156 245,"123,6",240,80,11 650,"145,6"
45 NAAMA,0,0,0,0,1,1,40,"40,0"
46 A.TEMOUCHENT,370,287,34 640,"120,5",54,42,5 275,"127,1"
47 GHARDAIA,659,395,33 390,"84,5",75,50,4 250,"85,0"
48 RELIZANE,3 583,3 367,853 955,"253,6",1 111,1 060,250 240,"236,1"
TOTAL ALGERIE,50 837,45 514,11 341 943,"249,2",13 038,10 944,2 172 109,"198,5"
