0,1,2,3,4,5,6
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,SERIE B 2019
VIII-POMMES DE TERRE (arrière saison et total) (2/2),,,,,,
,,ARRIERE SAISON,,,TOTAL,
WILAYA,Superficie,Production,Rendement,Superficie,Production,Rendement
,(ha),(QX),qx/ha,(ha),(QX),qx/ha
1 ADRAR,0,0,0,411,80 204,"195,0"
2 CHLEF,2 029,540 280,"266,3",4 193,1 262 540,"301,1"
3 LAGHOUAT,165,41 250,"250,0",3 045,861 350,"282,9"
4 O.E.BOUAGHI,101,20 000,"198,0",200,52 300,"261,5"
5 BATNA,320,86 245,"269,5",1 239,368 890,"297,8"
6 BEJAIA,22,4 245,"197,4",170,36 590,"214,9"
7 BISKRA,220,59 900,"272,3",328,94 100,"286,9"
8 BECHAR,200,44 000,"220,0",297,63 400,"213,5"
9 BLIDA,10,2 500,"250,0",580,277 720,"478,8"
10 BOUIRA,2 893,1 002 683,"346,6",6 093,2 104 192,"345,4"
11 TAMANRASSET,37,5 335,"146,2",55,8 467,"153,9"
12 TEBESSA,26,5 200,"200,0",3 376,1 603 500,"475,0"
13 TLEMCEN,2 218,573 000,"258,3",5 606,1 762 100,"314,3"
14 TIARET,1 250,312 500,"250,0",6 470,2 323 442,"359,1"
15 TIZI-OUZOU,218,69 135,"317,1",661,202 295,"306,0"
16 ALGER,45,13 700,"307,9",1 037,409 650,"394,9"
17 DJELFA,1 689,614 420,"363,8",5 752,1 644 220,"285,9"
18 JIJEL,51,10 982,"215,3",641,189 989,"296,4"
19 SETIF,66,17 893,"271,1",1 481,416 344,"281,1"
20 SAIDA,1 075,262 100,"243,8",4 047,1 194 410,"295,1"
21 SKIKDA,1 250,250 920,"200,7",6 020,1 617 730,"268,7"
22 S.B.ABBES,550,126 500,"230,0",2 476,641 867,"259,2"
23 ANNABA,43,11 645,"274,0",359,132 615,"369,4"
24 GUELMA,188,60 334,"320,4",331,103 409,"312,7"
25 CONSTANTINE,63,18 800,"298,4",101,30 850,"307,0"
26 MEDEA,986,217 500,"220,6",2 366,601 910,"254,4"
27 MOSTAGANEM,3 750,937 500,"250,0",16 189,5 245 110,"324,0"
28 M'SILA,410,121 610,"296,6",915,281 010,"307,1"
29 MASCARA,6 900,1 518 000,"220,0",14 609,3 878 400,"265,5"
30 OUARGLA,1 916,566 873,"295,8",1 976,583 873,"295,5"
31 ORAN,44,8 620,"195,9",193,45 873,"237,4"
32 EL-BAYADH,1 114,294 330,"264,2",2 366,684 290,"289,2"
33 ILLIZI,0,0,0,3,417,"150,0"
34 B.B.ARRERIDJ,21,4 350,"207,1",82,20 525,"250,3"
35 BOUMERDES,261,73 400,"281,2",2 486,772 507,"310,7"
36 EL-TARF,101,24 000,"237,6",591,203 600,"344,8"
37 TINDOUF,5,840,"168,0",5,840,"168,0"
38 TISSEMSILT,135,34 911,"258,6",275,71 816,"261,6"
39 EL-OUED,27 000,8 640 000,"320,0",37 000,12 140 000,"328,1"
40 KHENCHELA,35,6 330,"180,9",114,26 930,"237,3"
41 SOUK-AHRAS,13,2 045,"156,1",159,41 465,"260,6"
42 TIPAZA,426,132 805,"311,7",1 517,488 908,"322,3"
43 MILA,229,59 540,"260,0",1 169,456 590,"390,6"
44 AIN-DEFLA,7 591,2 447 227,"322,4",17 008,6 062 127,"356,4"
45 NAAMA,217,54 400,"250,7",423,103 440,"244,5"
46 A.TEMOUCHENT,70,20 110,"287,3",244,72 455,"296,9"
47 GHARDAIA,490,143 000,"291,8",490,143 000,"291,8"
48 RELIZANE,1 542,435 580,"282,6",2 718,795 240,"292,6"
TOTAL ALGERIE,67 983,19 896 537,"292,7",157 864,50 202 499,"318,0"
