0,1,2,3,4,5,6
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,SERIE B 2019
VII-CULTURES MARAICHERES SOUS SERRES (4/4),,,,,,
,,AUTRES LEGUMES,,,TOTAL,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(QX),qx/ha,(ha),(qx),qx/ha
1 ADRAR,"0,00",0,0,"97,47",56 568,"580,4"
2 CHLEF,"0,08",64,"800,0","414,83",247 446,"596,5"
3 LAGHOUAT,"0,00",0,0,"0,00",0,0
4 O.E.BOUAGHI,"0,00",0,0,"0,00",0,0
5 BATNA,"0,00","0,00",0,"4,77",2 824,"592,0"
6 BEJAIA,"1,52",99,"65,1","62,43",28 054,"449,4"
7 BISKRA,"0,00",0,0,"7 920,00",7 251 290,"915,6"
8 BECHAR,"0,00",0,0,"1,40",1 008,"720,0"
9 BLIDA,"363,16",189 268,"521,2","363,48",189 968,"522,6"
10 BOUIRA,"0,00",0,0,"0,00",0,0
11 TAMANRASSET,"2,46",636,"258,5","16,72",6 592,"394,3"
12 TEBESSA,"0,16",20,"125,0","5,00",1 510,"302,0"
13 TLEMCEN,"0,00",0,0,"270,00",231 600,"857,8"
14 TIARET,"0,00",0,0,"0,00",0,0
15 TIZI-OUZOU,"1,48",460,"310,8","17,66",10 315,"584,1"
16 ALGER,"92,44",16 590,"179,5","507,36",302 015,"595,3"
17 DJELFA,"38,48",11 074,"287,8","49,48",16 823,"340,0"
18 JIJEL,"533,08",204 005,"382,7","1 272,05",818 745,"643,6"
19 SETIF,"5,00",400,"80,0","512,86",552 701,"1 077,7"
20 SAIDA,"0,00",0,0,"0,00",0,0
21 SKIKDA,"5,00",2 000,"400,0","36,20",17 068,"471,5"
22 S.B.ABBES,"0,00",0,0,"0,00",0,0
23 ANNABA,"1,61",0,"0,0","1,61",0,"0,0"
24 GUELMA,"11,75",3 619,"308,0","11,75",3 619,"308,0"
25 CONSTANTINE,"0,00",0,0,"0,50",400,"800,0"
26 MEDEA,"0,00",0,0,"0,00",0,0
27 MOSTAGANEM,"0,00",0,0,"982,00",646 525,"658,4"
28 M'SILA,"0,00",0,0,"297,00",218 275,"734,9"
29 MASCARA,"1,00",550,"550,0","7,00",3 430,"490,0"
30 OUARGLA,"61,64",13 438,"218,0","2 353,20",873 667,"371,3"
31 ORAN,"0,00",0,0,"55,36",39 737,"717,8"
32 EL-BAYADH,"0,00",0,0,"0,00",0,0
33 ILLIZI,"1,60",320,"200,0","8,70",1 728,"198,6"
34 B.B.ARRERIDJ,"0,00",0,0,"0,00",0,0
35 BOUMERDES,"6,00",1 500,"250,0","543,43",307 547,"565,9"
36 EL-TARF,"0,70",456,"651,4","2,86",3 287,"1 149,3"
37 TINDOUF,"0,40",100,"250,0","11,24",7 224,"642,7"
38 TISSEMSILT,"0,00",0,0,"0,00",0,0
39 EL-OUED,"0,00",0,0,"960,00",585 000,"609,4"
40 KHENCHELA,"0,00",0,0,"230,50",181 100,"785,7"
41 SOUK-AHRAS,"0,00",0,0,"0,00",0,0
42 TIPAZA,"731,00",201 197,"275,2","2 093,10",1 211 925,"579,0"
43 MILA,"0,20",10,"50,0","7,12",4 236,"594,9"
44 AIN-DEFLA,"2,50",1 050,"420,0","352,84",162 699,"461,1"
45 NAAMA,"0,00",0,0,"0,00",0,0
46 A.TEMOUCHENT,"0,00",0,0,"89,22",57 324,"642,5"
47 GHARDAIA,"5,30",2 120,"400,0","11,00",4 400,"400,0"
48 RELIZANE,"0,00",0,0,"3,00",900,"300,0"
TOTAL ALGERIE,"1 866,56",648 976,"347,7","19 573,14",14 047 550,"717,7"
