0,1,2,3,4,5,6,7,8
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,SERIE B 2016
V)-  AGRUMES  (1/3),,,,,,,,
,,ORANGERS,,,,CLEMENTINIERS,,
WILAYA,Sup.compl.,Sup.en rap.,Production,Rdt,Sup.compl.,Sup.en rap.,Production,Rdt
,ha,ha,qx,qx/ha,ha,ha,qx,qx/ha
1 ADRAR,0,0,0,0,0,0,0,0
2 CHLEF,5 076,4 627,910 580,"196,8",610,511,133 110,"260,7"
3 LAGHOUAT,3,2,121,"60,5",0,0,0,0
4 O.E.BOUAGHI,0,0,0,0,0,0,0,0
5 BATNA,0,0,0,0,0,0,0,0
6 BEJAIA,1 563,1 420,183 349,"129,1",357,343,33 779,"98,5"
7 BISKRA,10,10,375,"37,5",0,0,0,0
8 BECHAR,13,13,1 595,"122,7",2,2,260,"130,0"
9 BLIDA,10 877,9 967,2 227 863,"223,5",3 224,2 986,504 219,"168,8"
10 BOUIRA,373,305,20 233,"66,3",39,29,1 182,"40,8"
11 TAMANRASSET,21,20,559,"28,7",10,10,278,"29,3"
12 TEBESSA,0,0,0,0,0,0,0,0
13 TLEMCEN,2 050,1 652,296 210,"179,3",329,300,42 000,"140,0"
14 TIARET,0,0,0,0,0,0,0,0
15 TIZI-OUZOU,1 240,1 112,273 221,"245,7",91,78,19 910,"254,4"
16 ALGER,4 126,3 478,698 215,"200,8",766,676,120 480,"178,3"
17 DJELFA,0,0,0,0,0,0,0,0
18 JIJEL,310,234,24 717,"105,5",75,48,4 675,"97,0"
19 SETIF,0,0,0,0,0,0,0,0
20 SAIDA,0,0,0,0,0,0,0,0
21 SKIKDA,1 827,1 511,380 102,"251,6",549,499,102 365,"205,3"
22 S.B.ABBES,0,0,0,0,0,0,0,0
23 ANNABA,406,295,42 152,"142,8",132,114,18 670,"163,4"
24 GUELMA,718,580,130 470,"225,0",62,40,7 420,"185,5"
25 CONSTANTINE,0,0,0,0,0,0,0,0
26 MEDEA,27,22,2 166,"98,5",0,0,0,0
27 MOSTAGANEM,3 909,3 239,884 023,"272,9",671,659,172 932,"262,6"
28 M'SILA,0,0,0,0,0,0,0,0
29 MASCARA,3 115,2 650,546 750,"206,3",1 600,1 469,267 730,"182,3"
30 OUARGLA,15,10,1 019,"107,3",5,3,229,"69,4"
31 ORAN,121,97,11 318,"116,9",105,93,11 060,"119,6"
32 EL-BAYADH,0,0,0,0,0,0,0,0
33 ILLIZI,55,25,1 738,"69,5",5,3,207,"69,0"
34 B.B.ARRERIDJ,0,0,0,0,0,0,0,0
35 BOUMERDES,1 656,1 477,345 765,"234,1",218,210,35 285,"168,1"
36 EL-TARF,1 552,1 213,283 700,"233,9",363,278,56 000,"201,4"
37 TINDOUF,0,0,0,0,0,0,0,0
38 TISSEMSILT,0,0,0,0,0,0,0,0
39 EL-OUED,9,9,133,"14,8",0,0,0,0
40 KHENCHELA,0,0,0,0,0,0,0,0
41 SOUK-AHRAS,8,8,520,"65,0",0,0,0,0
42 TIPAZA,3 044,2 749,715 820,"260,4",701,564,117 320,"208,0"
43 MILA,3,2,40,"20,0",0,0,0,0
44 AIN-DEFLA,1 522,1 254,122 650,"97,8",56,56,6 160,"110,0"
45 NAAMA,0,0,0,0,0,0,0,0
46 A.TEMOUCHENT,347,276,28 592,"103,5",45,39,4 985,"129,5"
47 GHARDAIA,608,380,32 135,"84,6",68,45,3 726,"82,8"
48 RELIZANE,3 442,3 318,761 505,"229,5",1 095,1 090,254 300,"233,3"
TOTAL ALGERIE,48 044,41 953,8 927 635,"212,8",11 175,10 143,1 918 282,"189,1"
