0,1,2,3,4,5,6,7,8,9,10
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,,SERIE B 2018
,SUPERFICIES DES TERRES UTILISEES PAR L'AGRICULTURE (2/2),,,,,,,,,
Wilaya,Plantations,,TOTAL   S. A. U,,Pacages  &,,Terres,,TOTAL  S.A.T,
,arbres fruit,,,,parcours,,improductives,,,
,ha,%,ha,%,ha,%,ha,%,ha,%
1 ADRAR,28 860,"5,0",49 481,"8,6",55 293,"9,6",469 768,"81,8",574 542,"1,3"
2 CHLEF,15 007,"5,7",203 230,"77,4",25 714,"9,8",33 567,"12,8",262 511,"0,6"
3 LAGHOUAT,6 045,"0,3",77 734,"4,3",1 715 603,"95,7",0,"0,0",1 793 337,"4,1"
4 O.E.BOUAGHI,3 081,"0,6",360 885,"70,0",122 272,"23,7",32 325,"6,3",515 482,"1,2"
5 BATNA,22 712,"3,1",422 677,"56,8",239 085,"32,1",82 264,"11,1",744 026,"1,7"
6 BEJAIA,72 821,"44,2",130 917,"79,4",30 290,"18,4",3 587,"2,2",164 794,"0,4"
7 BISKRA,49 789,"3,0",185 473,"11,2",1 399 746,"84,7",67 532,"4,1",1 652 751,"3,8"
8 BECHAR,14 674,"1,0",35 072,"2,5",1 319 192,"92,6",69 834,"4,9",1 424 098,"3,2"
9 BLIDA,29 140,"45,1",54 066,"83,7",8 860,"13,7",1 660,"2,6",64 586,"0,1"
10 BOUIRA,43 382,"14,8",189 959,"64,7",73 979,"25,2",29 605,"10,1",293 543,"0,7"
11 TAMANRASSET,7 800,"0,9",10 209,"1,2",816 100,"92,6",55 066,"6,2",881 375,"2,0"
12 TEBESSA,13 058,"1,6",312 175,"38,1",434 088,"53,0",72 094,"8,8",818 357,"1,9"
13 TLEMCEN,35 422,"6,6",350 285,"65,2",153 964,"28,7",33 025,"6,1",537 274,"1,2"
14 TIARET,12 988,"1,2",707 622,"62,7",420 330,"37,3",0,"0,0",1 127 952,"2,6"
15 TIZI-OUZOU,48 398,"33,1",98 842,"67,7",25 370,"17,4",21 859,"15,0",146 071,"0,3"
16 ALGER,10 670,"32,8",28 870,"88,8",1 471,"4,5",2 185,"6,7",32 526,"0,1"
17 DJELFA,18 015,"0,7",378 665,"15,1",2 122 428,"84,9",0,"0,0",2 501 093,"5,7"
18 JIJEL,17 172,"17,5",44 417,"45,2",39 360,"40,0",14 511,"14,8",98 288,"0,2"
19 SETIF,36 269,"7,9",364 689,"79,3",53 850,"11,7",41 084,"8,9",459 624,"1,0"
20 SAIDA,7 790,"1,5",308 206,"60,3",159 664,"31,2",43 479,"8,5",511 349,"1,2"
21 SKIKDA,21 598,"11,2",131 829,"68,3",42 977,"22,3",18 217,"9,4",193 023,"0,4"
22 S.B.ABBES,17 317,"4,5",363 193,"94,0",3 715,"1,0",19 644,"5,1",386 552,"0,9"
23 ANNABA,2 490,"4,3",47 449,"82,1",7 585,"13,1",2 786,"4,8",57 820,"0,1"
24 GUELMA,13 084,"4,9",187 338,"70,8",50 875,"19,2",26 405,"10,0",264 618,"0,6"
25 CONSTANTINE,2 077,"1,2",125 009,"71,1",50 935,"28,9",0,"0,0",175 944,"0,4"
26 MEDEA,25 598,"3,4",346 207,"46,6",292 084,"39,3",104 754,"14,1",743 045,"1,7"
27 MOSTAGANEM,21 211,"14,7",132 268,"91,4",5 110,"3,5",7 400,"5,1",144 778,"0,3"
28 M'SILA,19 550,"1,5",277 592,"21,2",1 029 564,"78,8",0,"0,0",1 307 156,"3,0"
29 MASCARA,23 927,"5,5",312 787,"72,0",104 292,"24,0",17 054,"3,9",434 133,"1,0"
30 OUARGLA,23 145,"0,4",50 967,"0,9",4 750 000,"83,5",887 417,"15,6",5 688 384,"12,9"
31 ORAN,10 495,"11,0",86 757,"91,3",1 823,"1,9",6 479,"6,8",95 059,"0,2"
32 EL-BAYADH,2 956,"0,1",76 971,"1,3",5 688 225,"98,7",550,"0,0",5 765 746,"13,1"
33 ILLIZI,1 651,"11,2",2 404,"16,3",0,"0,0",12 326,"83,7",14 730,"0,0"
34 B.B.ARRERIDJ,30 652,"12,5",186 600,"75,9",48 598,"19,8",10 556,"4,3",245 754,"0,6"
35 BOUMERDES,13 265,"13,6",62 816,"64,3",12 581,"12,9",22 254,"22,8",97 651,"0,2"
36 EL-TARF,9 322,"11,1",74 173,"88,3",8 518,"10,1",1 340,"1,6",84 031,"0,2"
37 TINDOUF,626,"0,0",872,"0,0",6 000 000,"100,0",1 628,"0,0",6 002 500,"13,6"
38 TISSEMSILT,19 309,"10,2",145 456,"76,7",22 297,"11,8",21 996,"11,6",189 749,"0,4"
39 EL-OUED,41 293,"2,3",103 000,"5,8",1 412 394,"79,8",253 506,"14,3",1 768 900,"4,0"
40 KHENCHELA,13 705,"1,8",256 721,"33,1",440 135,"56,8",77 736,"10,0",774 592,"1,8"
41 SOUK-AHRAS,10 889,"3,5",253 606,"81,4",30 977,"9,9",26 909,"8,6",311 492,"0,7"
42 TIPAZA,14 736,"21,1",61 840,"88,3",8 157,"11,7",0,"0,0",69 997,"0,2"
43 MILA,12 039,"4,4",237 558,"86,1",21 956,"8,0",16 444,"6,0",275 958,"0,6"
44 AIN-DEFLA,16 970,"7,2",181 677,"77,1",38 352,"16,3",15 583,"6,6",235 612,"0,5"
45 NAAMA,3 906,"0,2",28 283,"1,3",2 175 117,"98,7",60,"0,0",2 203 460,"5,0"
46 A.TEMOUCHENT,11 205,"5,5",181 357,"89,1",7 974,"3,9",14 107,"6,9",203 438,"0,5"
47 GHARDAIA,12 527,"0,9",58 507,"4,3",1 312 231,"95,7",172,"0,0",1 370 910,"3,1"
48 RELIZANE,14 608,"4,9",281 875,"95,4",5 699,"1,9",7 899,"2,7",295 473,"0,7"
TOTAL ALGERIE,903 240,"2,1",8 568 586,"19,5",32 788 830,"74,5",2 646 666,"6,0",44 004 083,100
