0,1,2,3,4,5,6,7,8,9
Direction des Systèmes d’Information des Statistiques et de la Prospective,,,,,,,,,SERIE B 2017
VII-CULTURES MARAICHERES SOUS SERRES (3/4),,,,,,,,,
,,COURGETTES,,,MELONS PASTEQUES,,,BANANES,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(QX),qx/ha,(ha),(QX),qx/ha,(ha),(qx),qx/ha
1 ADRAR,"1,98",1 600,"808,1","2,97",880,"296,3","0,00",0,0
2 CHLEF,"108,70",8 170,"75,2","2,10",810,"385,7","0,00",0,0
3 LAGHOUAT,,,0,,,0,"0,00",0,0
4 O.E.BOUAGHI,"0,00",0,0,"0,00",0,0,"0,00",0,0
5 BATNA,"0,00",0,0,"0,40",200,"500,0","0,00",0,0
6 BEJAIA,"8,28",1 460,"176,3","0,00",0,0,"0,00",0,0
7 BISKRA,"259,00",197 310,"761,8","1 000,00",468 920,"468,9","0,00",0,0
8 BECHAR,"0,08",35,"437,5","0,20",202,"1 010,0","0,00",0,0
9 BLIDA,"1,50",600,"400,0","0,00",0,0,"0,00",0,0
10 BOUIRA,,,0,,,0,"0,00",0,0
11 TAMANRASSET,"0,28",188,"671,4","1,00",0,"0,0","0,00",0,0
12 TEBESSA,"0,20",70,"350,0","1,64",410,"250,0","0,00",0,0
13 TLEMCEN,"20,00",12 000,"600,0","0,00",0,0,"0,00",0,0
14 TIARET,"0,00",0,0,"0,00",0,0,"0,00",0,0
15 TIZI-OUZOU,"0,04",27,"675,0","1,68",886,"527,1","0,00",0,0
16 ALGER,"131,28",46 875,"357,1","0,04",20,"500,0","0,00",0,0
17 DJELFA,"0,00",0,0,"4,25",850,"200,0","0,00",0,0
18 JIJEL,"83,96",32 476,"386,8","0,24",66,"275,0","0,00",0,0
19 SETIF,"0,00",0,0,"2,00",600,"300,0","0,00",0,0
20 SAIDA,"0,00",0,0,"0,00",0,0,"0,00",0,0
21 SKIKDA,"0,08",60,"750,0","0,00",0,0,"0,00",0,0
22 S.B.ABBES,"0,00",0,0,"0,00",0,0,"0,00",0,0
23 ANNABA,"0,00",0,0,"0,00",0,0,"0,00",0,0
24 GUELMA,,,0,,,0,"0,00",0,0
25 CONSTANTINE,"0,04",30,"750,0","0,00",0,0,"0,00",0,0
26 MEDEA,,,0,,,0,"0,00",0,0
27 MOSTAGANEM,"98,95",37 390,"377,9","0,00",0,0,"0,00",0,0
28 M'SILA,"10,00",7 500,"750,0","83,00",40 700,"490,4","0,00",0,0
29 MASCARA,,,0,,,0,"0,00",0,0
30 OUARGLA,"6,31",2 398,"380,0","1 444,56",538 156,"372,5","0,00",0,0
31 ORAN,"2,00",466,"233,0","0,92",200,"217,4","0,00",0,0
32 EL-BAYADH,,,0,,,0,"0,00",0,0
33 ILLIZI,"0,42",109,"259,4","1,58",473,"299,2","0,00",0,0
34 B.B.ARRERIDJ,"0,00",0,0,"0,00",0,0,"0,00",0,0
35 BOUMERDES,"203,00",63 945,"315,0","0,00",0,0,"0,00",0,0
36 EL-TARF,"0,45",540,"1 200,0","1,44",2 020,"1 402,8","0,00",0,0
37 TINDOUF,"0,16",112,"700,0","0,00",0,0,"0,00",0,0
38 TISSEMSILT,,,0,,,0,"0,00",0,0
39 EL-OUED,"10,00",10 000,"1 000,0","294,00",193 000,"656,5","0,00",0,0
40 KHENCHELA,"1,05",1 208,"1 150,0","51,70",25 780,"498,6","0,00",0,0
41 SOUK-AHRAS,"0,00",0,0,"0,00",0,0,"0,00",0,0
42 TIPAZA,"333,20",144 298,"433,1","10,80",6 340,"587,0","0,00",0,0
43 MILA,"0,04",12,"300,0","0,20",80,"400,0","0,00",0,0
44 AIN-DEFLA,"42,00",18 700,"445,2","57,00",57 119,"1 002,1","0,00",0,0
45 NAAMA,,,0,,,0,"0,00",0,0
46 A.TEMOUCHENT,"13,64",6 253,"458,4","1,72",774,"450,0","0,00",0,0
47 GHARDAIA,"1,62",638,"393,8","0,40",170,"425,0","0,00",0,0
48 RELIZANE,"0,00",0,0,"2,00",600,"300,0","0,00",0,0
TOTAL ALGERIE,"1 338,26",594 470,"444,2","2 965,84",1 339 255,"451,6","0,00",0,"0,0"
