0,1,2,3,4,5,6,7,8,9,10
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,,SERIE B 2016,
VII-CULTURES MARAICHERES SOUS SERRES (3/4),,,,,,,,,,
,,COURGETTES,,,MELONS PASTEQUES,,,BANANES,,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt,Superficie,Production,,Rdt
,(ha),(QX),qx/ha,(ha),(QX),qx/ha,(ha),(qx),,qx/ha
1 ADRAR,"2,56",526,"205,5","1,46",270,"185,1",,,,0
2 CHLEF,"138,70",10 960,"79,0","0,00",0,0,,,,0
3 LAGHOUAT,"0,00",0,0,"0,00",0,0,,,,0
4 O.E.BOUAGHI,"0,00",0,0,"0,00",0,0,"0,00",,0,0
5 BATNA,"0,00",0,0,"0,16",80,"500,0",,,,0
6 BEJAIA,"8,28",1 460,"176,3","0,00",0,0,,,,0
7 BISKRA,"78,03",57 852,"741,4","705,40",520 093,"737,3",,,,0
8 BECHAR,"0,12",21,"175,0","0,04",8,"200,0",,,,0
9 BLIDA,1,400,"400,0",0,0,0,,,,0
10 BOUIRA,"0,00",0,0,"0,00",0,0,,,,0
11 TAMANRASSET,"0,80",424,"530,0","0,00",0,0,,,,0
12 TEBESSA,"0,00",0,0,"0,00",0,0,,,,0
13 TLEMCEN,"20,00",12 000,"600,0","0,00",0,0,,,,0
14 TIARET,"0,00",0,0,"0,00",0,0,,,,0
15 TIZI-OUZOU,"0,00",0,0,"0,56",86,"154,3",,,,0
16 ALGER,"121,02",41 695,"344,5","0,20",120,"600,0",,,,0
17 DJELFA,"0,00",0,0,"0,16",60,"375,0",,,,0
18 JIJEL,"81,20",30 840,"379,8","0,00",0,0,,,,0
19 SETIF,"0,00",0,0,"6,00",1 500,"250,0",,,,0
20 SAIDA,"0,00",0,0,"0,00",0,0,,,,0
21 SKIKDA,"4,12",410,"99,5","0,00",0,0,,,,0
22 S.B.ABBES,"0,00",0,0,"0,00",0,0,,,,0
23 ANNABA,"0,00",0,0,"0,00",0,0,,,,0
24 GUELMA,"0,00",0,0,"0,00",0,0,,,,0
25 CONSTANTINE,"0,08",40,"500,0","0,00",0,0,,,,0
26 MEDEA,"0,00",0,0,,,0,"0,00",,0,0
27 MOSTAGANEM,"102,94",49 832,"484,1","0,00",0,0,,,,0
28 M'SILA,"5,00",3 000,"600,0","70,00",28 000,"400,0",,,,0
29 MASCARA,"0,00",0,0,"0,00",0,0,,,,0
30 OUARGLA,"8,16",1 675,"205,3","1 031,72",375 052,"363,5",,,,0
31 ORAN,"2,28",695,"304,8","0,00",0,0,,,,0
32 EL-BAYADH,"0,00",0,0,"0,00",0,0,,,,0
33 ILLIZI,"0,28",74,"264,3","0,00",0,0,,,,0
34 B.B.ARRERIDJ,"0,00",0,0,"0,00",0,0,,,,0
35 BOUMERDES,"197,00",63 040,"320,0","0,00",0,0,,,,0
36 EL-TARF,"0,17",170,"1 000,0","0,91",1 315,"1 445,1",,,,0
37 TINDOUF,"0,36",252,"700,0","0,00",0,0,,,,0
38 TISSEMSILT,"0,00",0,0,"0,00",0,0,,,,0
39 EL-OUED,"8,00",8 000,"1 000,0","6,54",6 260,"957,2",,,,0
40 KHENCHELA,"0,00",0,0,"10,00",15 000,"1 500,0",,,,0
41 SOUK-AHRAS,"0,00",0,0,"0,00",0,0,,,,0
42 TIPAZA,"270,34",114 002,"421,7","17,48",4 966,"284,1",,,,0
43 MILA,"0,00",0,0,"0,00",0,0,,,,0
44 AIN-DEFLA,"31,08",9 316,"299,7","31,88",14 620,"458,6",,,,0
45 NAAMA,"0,00",0,0,"0,00",0,0,,,,0
46 A.TEMOUCHENT,"14,24",6 670,"468,4","1,6","480,0","300,0",,,,0
47 GHARDAIA,"0,04",16,"400,0","0,00",0,0,,,,0
48 RELIZANE,"0,00",0,0,"24,00",7 450,"310,4",,,,0
TOTAL ALGERIE,"1 095,80",413 370,"377,2","1 908,11",975 361,"511,2","0,00",,0,"0,0"
