0,1,2,3,4,5,6
Direction des Systèmes d’Information des Statistiques et de la Prospective,,,,,,SERIE B 2017
"III)- OLIVIERS, OLIVES ET HUILES 2/2",,,,,,
Production,,,,,,
,,Production d'olive,,Rendement,Production,Rendement
WILAYA,pour la conserve,pour l'huile,Total Prod.  Olives,d'olive,d'huile,d'huile
,Qx,Qx,Qx,Kg/arbre,Hl,Litres/quintal
1 ADRAR,0,0,0,0,0,0
2 CHLEF,30 793,16 161,46 954,"12,0",2 036,"12,6"
3 LAGHOUAT,31 260,20 839,52 099,"24,1",2 501,"12,0"
4 O.E.BOUAGHI,927,3 409,4 335,"4,5",500,"14,7"
5 BATNA,167 561,209 209,376 770,"26,1",34 383,"16,4"
6 BEJAIA,1 138,599 413,600 551,"13,8",124 168,"20,7"
7 BISKRA,107 910,44 600,152 510,"23,2",6 075,"13,6"
8 BECHAR,3 120,2 700,5 820,"7,9",240,"8,9"
9 BLIDA,16 365,31 022,47 386,"16,5",4 636,"14,9"
10 BOUIRA,3 601,387 201,390 802,"15,4",68 021,"17,6"
11 TAMANRASSET,0,0,0,0,0,0
12 TEBESSA,8 000,56 000,64 000,"7,2",9 600,"17,1"
13 TLEMCEN,438 000,292 000,730 000,"68,9",52 561,"18,0"
14 TIARET,34 600,13 000,47 600,"11,7",1 560,"12,0"
15 TIZI-OUZOU,0,429 207,429 207,"13,8",81 700,"19,0"
16 ALGER,1 948,3 318,5 266,"17,0",555,"16,7"
17 DJELFA,27 470,195 980,223 450,"12,3",31 250,"15,9"
18 JIJEL,198,238 638,238 836,"18,4",46 149,"19,3"
19 SETIF,283,262 090,262 373,"14,4",57 396,"21,9"
20 SAIDA,86 803,30 075,116 878,"22,8",2 003,"6,7"
21 SKIKDA,0,123 810,123 810,"9,7",17 330,"14,0"
22 S.B.ABBES,215 179,57 210,272 389,"43,8",8 010,"14,0"
23 ANNABA,1 710,9 318,11 028,"15,2",1 088,"11,7"
24 GUELMA,0,26 922,26 922,"5,5",4 603,"17,1"
25 CONSTANTINE,4 900,5 146,10 046,"7,9",684,"13,3"
26 MEDEA,11 145,36 632,47 777,"17,8",5 349,"14,6"
27 MOSTAGANEM,127 642,0,127 642,"114,9",0,0
28 M'SILA,35 838,114 532,150 370,"10,8",17 190,"15,0"
29 MASCARA,782 100,17 900,800 000,"57,7",2 020,"11,3"
30 OUARGLA,4 075,3 369,7 444,"22,1",426,"12,6"
31 ORAN,142 370,10 223,152 593,"14,7",1 588,"15,5"
32 EL-BAYADH,2 153,10 875,13 028,"9,4",1 642,"15,1"
33 ILLIZI,0,0,0,"0,0",0,0
34 B.B.ARRERIDJ,12 318,144 754,157 072,"10,2",23 229,"16,0"
35 BOUMERDES,150,58 901,59 051,"8,9",9 102,"15,5"
36 EL-TARF,9 820,22 380,32 200,"14,8",3 026,"13,5"
37 TINDOUF,0,0,0,"0,0",0,0
38 TISSEMSILT,10 200,23 800,34 000,"12,7",3 332,"14,0"
39 EL-OUED,19 900,23 300,43 200,"6,4",3 033,"13,0"
40 KHENCHELA,1 973,61 559,63 532,"13,9",10 011,"16,3"
41 SOUK-AHRAS,26 045,78 661,104 706,"15,6",13 552,"17,2"
42 TIPAZA,15 942,41 641,57 583,"21,3",5 009,"12,0"
43 MILA,15 485,72 682,88 167,"13,7",11 789,"16,2"
44 AIN-DEFLA,80 780,73 220,154 000,"18,9",10 251,"14,0"
45 NAAMA,954,6 594,7 548,"8,8",902,"13,7"
46 A.TEMOUCHENT,56 345,50 192,106 537,"15,0",6 525,"13,0"
47 GHARDAIA,19 815,4 000,23 816,"13,5",400,"10,0"
48 RELIZANE,371 997,3 312,375 309,"39,2",0,"0,0"
TOTAL ALGERIE,2 928 812,3 915 794,6 844 606,"19,0",685 425,"17,5"
