0,1,2,3,4,5,6,7,8,9,10,11,12
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,,,,SERIE B 2019
SUPERFICIE OCCUPEES PAR LES PLANTATIONS (Vigne non comprise),,,,,,,,,,,,
WILAYA,OLIVIERS,,PALMIERS    DATTIERS,,AGRUMES,,FIGUIERS,,ESPECES A NOYAUX,,SUPERFICIE TOTALE,
,,,,,,,,,ET / OU A PEPINS,,,
,ha,%,ha,%,ha,%,ha,%,ha,%,ha,%
1 ADRAR,0,"0,0",28 320,"98,1",0,"0,0",0,"0,0",540,"1,9",28 860,100
2 CHLEF,4 718,"30,5",0,"0,0",6 539,"42,2",1 172,"7,6",3 065,"19,8",15 493,100
3 LAGHOUAT,2 277,"37,5",265,"4,4",8,"0,1",117,"1,9",3 407,"56,1",6 074,100
4 O.E.BOUAGHI,2 073,"66,2",0,0,0,"0,0",48,"1,5",1 012,"32,3",3 133,100
5 BATNA,11 855,"51,5",207,"0,9",0,"0,0",107,"0,5",10 845,"47,1",23 014,100
6 BEJAIA,57 614,"79,0",0,"0,0",2 068,"2,8",9 547,"13,1",3 726,"5,1",72 954,100
7 BISKRA,4 569,"8,8",41 700,"80,2",76,"0,1",566,"1,1",5 052,"9,7",51 963,100
8 BECHAR,1 650,"10,2",13 919,"86,0",52,"0,3",60,"0,4",502,"3,1",16 182,100
9 BLIDA,1 230,"4,2",0,"0,0",19 096,"64,5",680,"2,3",8 614,"29,1",29 620,100
10 BOUIRA,37 309,"85,7",0,"0,0",495,"1,1",1 840,"4,2",3 870,"8,9",43 515,100
11 TAMANRASSET,0,"0,0",7 118,"91,2",158,"2,0",42,"0,5",485,"6,2",7 803,100
12 TEBESSA,9 534,"74,4",569,"4,4",0,"0,0",223,"1,7",2 496,"19,5",12 821,100
13 TLEMCEN,15 546,"43,0",0,"0,0",2 947,"8,2",363,"1,0",17 265,"47,8",36 121,100
14 TIARET,4 597,"34,9",0,"0,0",0,"0,0",566,"4,3",8 003,"60,8",13 166,100
15 TIZI-OUZOU,38 828,"79,7",0,"0,0",1 600,"3,3",5 837,"12,0",2 473,"5,1",48 737,100
16 ALGER,190,"1,7",0,"0,0",6 118,"53,6",111,"1,0",4 990,"43,7",11 409,100
17 DJELFA,11 329,"59,6",260,"1,4",0,"0,0",234,"1,2",7 191,"37,8",19 014,100
18 JIJEL,16 603,"89,4",0,"0,0",465,"2,5",194,"1,0",1 316,"7,1",18 578,100
19 SETIF,23 611,"63,7",0,"0,0",0,"0,0",5 045,"13,6",8 421,"22,7",37 077,100
20 SAIDA,5 597,"72,0",0,"0,0",0,"0,0",114,"1,5",2 062,"26,5",7 772,100
21 SKIKDA,11 833,"53,8",0,"0,0",2 989,"13,6",546,"2,5",6 613,"30,1",21 982,100
22 S.B.ABBES,8 781,"48,1",0,"0,0",0,"0,0",269,"1,5",9 214,"50,4",18 264,100
23 ANNABA,969,"37,2",0,"0,0",600,"23,0",49,"1,9",989,"37,9",2 607,100
24 GUELMA,9 531,"73,1",0,"0,0",826,"6,3",199,"1,5",2 483,"19,0",13 040,100
25 CONSTANTINE,672,"39,9",0,"0,0",15,"0,9",24,"1,4",974,"57,8",1 684,100
26 MEDEA,8 814,"42,1",0,"0,0",28,"0,1",898,"4,3",11 191,"53,5",20 931,100
27 MOSTAGANEM,8 142,"37,0",0,"0,0",5 115,"23,2",1 277,"5,8",7 487,"34,0",22 020,100
28 M'SILA,10 442,"58,6",0,"0,0",0,"0,0",363,"2,0",7 003,"39,3",17 808,100
29 MASCARA,16 186,"63,4",0,"0,0",5 466,"21,4",578,"2,3",3 310,"13,0",25 540,100
30 OUARGLA,1 269,"5,3",22 512,"93,3",49,"0,2",2,"0,0",291,"1,2",24 124,100
31 ORAN,7 400,"69,1",0,"0,0",330,"3,1",360,"3,4",2 624,"24,5",10 714,100
32 EL-BAYADH,1 191,"39,9",477,"16,0",0,"0,0",77,"2,6",1 243,"41,6",2 988,100
33 ILLIZI,137,"8,4",1 254,77,134,"8,2",21,"1,3",83,"5,1",1 629,100
34 B.B.ARRERIDJ,26 319,"86,1",0,"0,0",9,"0,0",1 581,"5,2",2 648,"8,7",30 556,100
35 BOUMERDES,8 346,"61,6",0,"0,0",2 423,"17,9",985,"7,3",1 784,"13,2",13 538,100
36 EL-TARF,3 371,"41,9",0,"0,0",2 426,"30,1",120,"1,5",2 137,"26,5",8 054,100
37 TINDOUF,148,"23,5",464,"74,1",0,"0,0",10,"1,6",5,"0,8",627,100
38 TISSEMSILT,8 370,"43,3",0,"0,0",0,"0,0",1 624,"8,4",9 336,"48,3",19 330,100
39 EL-OUED,3 100,"7,4",38 147,"90,6",25,"0,1",0,"0,0",823,"2,0",42 095,100
40 KHENCHELA,4 428,"31,7",812,"5,8",0,"0,0",498,"3,6",8 253,"59,0",13 991,100
41 SOUK-AHRAS,8 136,"52,6",0,"0,0",8,"0,1",305,"2,0",7 025,"45,4",15 474,100
42 TIPAZA,2 096,"14,3",0,"0,0",5 021,"34,3",567,"3,9",6 952,"47,5",14 636,100
43 MILA,9 778,"80,4",0,"0,0",13,"0,1",215,"1,8",2 155,"17,7",12 160,100
44 AIN-DEFLA,6 769,"40,3",0,"0,0",1 861,"11,1",401,"2,4",7 774,"46,3",16 805,100
45 NAAMA,2 067,"71,3",253,"8,7",3,"0,1",104,"3,6",474,"16,3",2 901,100
46 A.TEMOUCHENT,5 124,"44,7",0,"0,0",469,"4,1",610,"5,3",5 268,"45,9",11 470,100
47 GHARDAIA,1 880,"11,8",11 439,"71,5",1 289,"8,1",363,"2,3",1 025,"6,4",15 996,100
48 RELIZANE,7 079,"48,8",0,"0,0",4 814,"33,2",527,"3,6",2 075,"14,3",14 494,100
TOTAL ALGERIE,431 506,"47,0",167 715,"18,3",73 533,"8,0",39 438,"4,3",206 569,"22,5",918 761,100
