0,1,2,3,4,5,6,7,8,9,10
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,,,SERIE B 2016
III-CEREALES D'HIVER (2/3),,,,,,,,,,
,,,ORGE,,,,,AVOINE,,
WILAYA,Superficie,,Taux de,Prod.,Rdt,Superficie,,Taux de,Prod.,Rdt
,Emblavée,récoltée,Récolte,,,Emblavée,récoltée,Récolte,,
,(ha),(ha),%,(qx),(qx/ha),(ha),(ha),%,(qx),(qx/ha)
1 ADRAR,1 253,1 253,"100,0",26 791,"21,4",257,230,"89,5",4 617,"20,1"
2 CHLEF,15 793,10 205,"64,6",112 560,"11,0",2 331,1 515,"65,0",12 850,"8,5"
3 LAGHOUAT,5 401,4 645,"86,0",99 115,"21,3",339,334,"98,5",4 274,"12,8"
4 O.E.BOUAGHI,100 258,78 631,"78,4",929 764,"11,8",1 995,1 849,"92,7",28 931,"15,6"
5 BATNA,76 591,45 455,"59,3",586 681,"12,9",2 880,2 090,"72,6",24 935,"11,9"
6 BEJAIA,1 581,1 581,"100,0",25 545,"16,2",29,26,"89,7",400,"15,4"
7 BISKRA,10 501,8 761,"83,4",210 993,"24,1",100,100,"100,0",2 000,"20,0"
8 BECHAR,354,352,"99,3",12 820,"36,5",145,0,"0,0",0,"0,0"
9 BLIDA,507,498,"98,2",9 165,"18,4",50,20,"40,0",400,"20,0"
10 BOUIRA,16 553,15 292,"92,4",282 682,"18,5",1 487,1 426,"95,9",22 556,"15,8"
11 TAMANRASSET,96,96,"100,0",2 273,"23,7",22,22,"100,0",516,"23,5"
12 TEBESSA,96 000,20 600,"21,5",126 000,"6,1",0,0,"0,0",0,"0,0"
13 TLEMCEN,81 500,35 650,"43,7",319 000,"8,9",5 000,2 250,"45,0",21 000,"9,3"
14 TIARET,135 000,87 573,"64,9",1 155 400,"13,2",10 083,10 083,"100,0",124 200,"12,3"
15 TIZI-OUZOU,333,319,"95,8",5 104,"16,0",92,92,"100,0",1 556,"16,9"
16 ALGER,220,186,"84,5",3 145,"16,9",0,0,"0,0",0,"0,0"
17 DJELFA,69 342,6 956,"10,0",147 180,"21,2",862,691,"80,2",8 220,"11,9"
18 JIJEL,165,165,"100,0",2 709,"16,4",0,0,"0,0",0,"0,0"
19 SETIF,46 327,46 305,"100,0",738 845,"16,0",7 325,7 324,"100,0",120 330,"16,4"
20 SAIDA,32 885,26 704,"81,2",306 134,"11,5",3 430,2 748,"80,1",29 595,"10,8"
21 SKIKDA,5 600,5 577,"99,6",112 753,"20,2",700,700,"100,0",7 000,"10,0"
22 S.B.ABBES,73 570,56 345,"76,6",452 760,"8,0",8 170,6 686,"81,8",63 310,"9,5"
23 ANNABA,985,945,"95,9",21 930,"23,2",313,313,"100,0",11 200,"35,8"
24 GUELMA,9 870,9 850,"99,8",226 730,"23,0",167,167,"100,0",3 525,"21,1"
25 CONSTANTINE,4 833,4 812,"99,6",114 890,"23,9",724,724,"100,0",15 595,"21,5"
26 MEDEA,34 522,16 860,"48,8",229 411,"13,6",2 870,2 186,"76,2",28 064,"12,8"
27 MOSTAGANEM,26 942,18 616,"69,1",279 240,"15,0",1 797,1 296,"72,1",10 368,"8,0"
28 M'SILA,54 600,9 100,"16,7",190 000,"20,9",500,180,"36,0",3 000,"16,7"
29 MASCARA,62 100,40 698,"65,5",398 950,"9,8",4 900,3 185,"65,0",31 000,"9,7"
30 OUARGLA,265,183,"69,1",2 992,"16,3",0,0,"0,0",0,"0,0"
31 ORAN,37 715,10 510,"27,9",75 680,"7,2",1 298,438,"33,7",2 383,"5,4"
32 EL-BAYADH,5 127,361,"7,0",6 527,"18,1",257,83,"32,3",1 646,"19,8"
33 ILLIZI,14,13,"94,2",387,"29,8",3,3,"0,0",79,"26,3"
34 B.B.ARRERIDJ,16 975,16 967,"100,0",195 970,"11,6",970,970,"100,0",14 800,"15,3"
35 BOUMERDES,360,287,"79,7",4 592,"16,0",280,200,"71,4",3 200,"16,0"
36 EL-TARF,2 720,2 720,"100,0",43 520,"16,0",0,0,"0,0",0,"0,0"
37 TINDOUF,0,0,"0,0",0,"0,0",0,0,"0,0",0,"0,0"
38 TISSEMSILT,16 186,7 380,"45,6",55 283,"7,5",1 384,792,"57,2",6 581,"8,3"
39 EL-OUED,2 000,1 200,"60,0",28 800,"24,0",0,0,"0,0",0,"0,0"
40 KHENCHELA,41 450,20 860,"50,3",185 230,"8,9",0,0,"0,0",0,"0,0"
41 SOUK-AHRAS,30 000,29 108,"97,0",482 417,"16,6",500,497,"99,4",6 793,"13,7"
42 TIPAZA,1 784,1 734,"97,2",34 310,"19,8",158,128,"81,0",2 094,"16,4"
43 MILA,20 664,20 490,"99,2",529 554,"25,8",3 795,3 795,"100,0",69 385,"18,3"
44 AIN-DEFLA,16 415,14 886,"90,7",214 000,"14,4",1 663,1 525,"91,7",22 000,"14,4"
45 NAAMA,1 370,489,"35,7",7 325,"15,0",175,50,"0,0",920,"18,4"
46 A.TEMOUCHENT,45 050,16 184,"35,9",141 840,"8,8",2 580,498,"19,3",3 560,"7,1"
47 GHARDAIA,235,235,"100,0",1 885,"8,0",0,0,"0,0",0,"0,0"
48 RELIZANE,34 194,9 044,"26,4",60 182,"6,7",6 966,1 546,"22,2",8 326,"5,4"
TOTAL ALGERIE,1 236 204,706 678,"57,2",9 199 064,"13,0",76 597,56 761,"74,1",721 209,"12,7"
