0,1,2,3,4,5,6
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,SERIE B 2018
V- CULTURES INDUSTRIELLES (2/2),,,,,,
,,AUTRES CULT. INDUST,,,TOTAL,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(QX),qx/ha,(ha),(qx),qx/ha
1 ADRAR,5,440,"97,8",2169,751 395,"346,4"
2 CHLEF,0,0,"0,0",1087,652 200,"600,0"
3 LAGHOUAT,0,0,"0,0",45,360,"8,0"
4 O.E.BOUAGHI,0,0,"0,0",1 310,52 150,"39,8"
5 BATNA,0,0,"0,0",226,3 380,"15,0"
6 BEJAIA,0,0,"0,0",79,6 980,"88,4"
7 BISKRA,1 023,14 586,"14,3",1 025,14 610,"14,3"
8 BECHAR,30,238,"8,1",62,795,"12,9"
9 BLIDA,0,0,"0,0",2,1 350,"900,0"
10 BOUIRA,0,0,"0,0",0,0,"0,0"
11 TAMANRASSET,0,0,"0,0",14,4 844,"346,0"
12 TEBESSA,0,0,"0,0",0,0,"0,0"
13 TLEMCEN,0,0,"0,0",0,0,"0,0"
14 TIARET,0,0,"0,0",0,0,"0,0"
15 TIZI-OUZOU,0,0,"0,0",0,0,"0,0"
16 ALGER,0,0,"0,0",0,0,"0,0"
17 DJELFA,0,0,"0,0",36,11 910,"330,8"
18 JIJEL,57,969,"17,0",67,3 969,"59,2"
19 SETIF,0,0,"0,0",1073,21 406,"19,9"
20 SAIDA,0,0,"0,0",0,0,"0,0"
21 SKIKDA,500,60 000,"120,0",10 413,4 716 420,"452,9"
22 S.B.ABBES,0,0,"0,0",21,14 212,"676,8"
23 ANNABA,0,0,"0,0",2 062,1 474 560,"715,3"
24 GUELMA,449,122 630,"273,4",2 944,2 185 790,"742,6"
25 CONSTANTINE,7,105,"15,4",27,21 105,"787,5"
26 MEDEA,0,0,"0,0",0,0,"0,0"
27 MOSTAGANEM,0,0,"0,0",185,112 875,"610,1"
28 M'SILA,0,0,"0,0",0,0,"0,0"
29 MASCARA,55,1 220,"22,2",55,1 220,"22,2"
30 OUARGLA,414,26 876,"64,9",414,26 876,"64,9"
31 ORAN,0,0,"0,0",0,0,"0,0"
32 EL-BAYADH,128,7 375,"57,6",128,7375,"57,6"
33 ILLIZI,0,0,"0,0",0,0,"0,0"
34 B.B.ARRERIDJ,0,0,"0,0",0,0,"0,0"
35 BOUMERDES,0,0,"0,0",6,3 000,"500,0"
36 EL-TARF,1,30,"30,0",5 022,3 511 293,"699,3"
37 TINDOUF,0,0,"0,0",0,0,"0,0"
38 TISSEMSILT,0,0,"0,0",0,0,"0,0"
39 EL-OUED,0,0,"0,0",5 050,140 910,"27,9"
40 KHENCHELA,0,0,"0,0",0,0,"0,0"
41 SOUK-AHRAS,0,0,"0,0",60,28 500,"475,0"
42 TIPAZA,0,0,"0,0",234,210 860,"901,1"
43 MILA,0,0,"0,0",7,5 200,"800,0"
44 AIN-DEFLA,4,200,"50,0",1704,1 683 200,"987,8"
45 NAAMA,0,0,"0,0",43,16 340,"382,2"
46 A.TEMOUCHENT,0,0,"0,0",0,0,"0,0"
47 GHARDAIA,217,5 624,"25,9",637,13 184,"20,7"
48 RELIZANE,0,0,"0,0",223,174 400,"782,1"
TOTAL ALGERIE,2 888,240 293,"83,2",36 427,15 872 668,"435,7"
