0,1,2,3,4,5,6,7,8
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,SERIE B 2019
V)-  AGRUMES  (2/3),,,,,,,,
,,MANDARINIERS,,,,CITRONNIERS,,
WILAYA,Sup.compl.,Sup.en rap.,Production,Rdt,Sup.compl.,Sup.en rap.,Production,Rdt
,ha,ha,qx,qx/ha,ha,ha,qx,qx/ha
1 ADRAR,0,0,0,0,0,0,0,0
2 CHLEF,233,155,39 305,"254,4",68,60,12 775,"214,7"
3 LAGHOUAT,2,2,90,"45,0",4,4,240,"60,0"
4 O.E.BOUAGHI,0,0,0,0,0,0,0,0
5 BATNA,0,0,0,0,0,0,0,0
6 BEJAIA,30,28,5 110,"184,8",57,50,8 176,"162,7"
7 BISKRA,0,0,0,0,66,64,3 010,"47,2"
8 BECHAR,0,0,0,0,33,29,4 495,"155,0"
9 BLIDA,1 101,1 081,225 550,"208,7",1 145,1 027,278 827,"271,5"
10 BOUIRA,32,30,2 350,"78,3",36,34,2 460,"73,4"
11 TAMANRASSET,6,5,221,"45,0",116,109,3 255,"30,0"
12 TEBESSA,0,0,0,0,0,0,0,0
13 TLEMCEN,29,29,4 060,"140,0",170,150,37 500,"250,0"
14 TIARET,0,0,0,0,0,0,0,0
15 TIZI-OUZOU,83,46,15 200,"334,1",75,69,20 850,"301,1"
16 ALGER,189,181,36 310,"200,4",802,577,125 630,"217,8"
17 DJELFA,0,0,0,0,0,0,0,0
18 JIJEL,0,0,0,0,51,41,8 449,"204,1"
19 SETIF,0,0,0,0,0,0,0,0
20 SAIDA,0,0,0,0,0,0,0,0
21 SKIKDA,307,289,61 525,"212,7",133,115,23 154,"202,2"
22 S.B.ABBES,,,,0,,,,0
23 ANNABA,31,18,3 705,"205,8",48,22,4 525,"205,7"
24 GUELMA,54,28,5 215,"186,3",27,24,4 850,"202,1"
25 CONSTANTINE,0,0,0,0,5,1,55,"110,0"
26 MEDEA,2,2,40,"20,0",4,4,580,"145,0"
27 MOSTAGANEM,16,17,4 600,"278,8",254,250,69 692,"279,3"
28 M'SILA,0,0,0,0,0,0,0,0
29 MASCARA,22,22,3 200,"145,5",84,83,12 400,"149,4"
30 OUARGLA,1,1,30,"40,5",17,8,672,"81,0"
31 ORAN,1,1,110,"110,0",33,23,2 388,"103,8"
32 EL-BAYADH,0,0,0,0,0,0,0,0
33 ILLIZI,16,9,632,"70,2",57,34,2 338,"69,6"
34 B.B.ARRERIDJ,0,0,0,0,0,0,0,0
35 BOUMERDES,30,17,2 745,"163,9",288,245,49 310,"201,2"
36 EL-TARF,126,111,23 690,"212,9",159,100,23 390,"233,9"
37 TINDOUF,0,0,0,0,0,0,0,0
38 TISSEMSILT,0,0,0,0,0,0,0,0
39 EL-OUED,0,0,0,0,15,15,450,"30,0"
40 KHENCHELA,0,0,0,0,0,0,0,0
41 SOUK-AHRAS,0,0,0,0,0,0,0,0
42 TIPAZA,91,91,20 580,"226,2",476,370,97 121,"262,8"
43 MILA,1,0,0,0,5,0,0,0
44 AIN-DEFLA,0,0,0,0,31,31,4 325,"141,3"
45 NAAMA,1,1,42,"49,4",1,1,25,"50,0"
46 A.TEMOUCHENT,0,0,0,0,2,2,185,"123,3"
47 GHARDAIA,90,58,6 220,"107,2",420,320,34 440,"107,6"
48 RELIZANE,28,24,4 130,"175,7",136,136,34 600,"254,4"
TOTAL ALGERIE,2 520,2 243,464 659,"207,1",4 816,3 994,870 166,"217,9"
