0,1,2,3,4,5,6,7,8,9,10,11,12
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,,,,,SERIE B 2016
VI-LEGUMES SECS (2/2),,,,,,,,,,,,
WILAYA,,Pois chiches,,,Haricots secs,,,Gesses et guerfalas,,,TOTAL,
,Sup.,Prod.,Rdt,Sup.,Prod.,Rdt,Sup.,Prod.,Rdt,Sup.,Prod.,Rdt
,ha,qx,qx/ha,ha,qx,qx/ha,ha,qx,qx/ha,ha,qx,qx/ha
1 ADRAR,0,0,0,0,0,0,0,0,0,106,693,"6,6"
2 CHLEF,1 727,15 880,"9,2",0,0,0,0,0,0,8 127,60 390,"7,4"
3 LAGHOUAT,0,0,0,0,0,0,0,0,0,0,0,0
4 O.E.BOUAGHI,120,512,"4,3",0,0,0,0,0,0,237,1 579,"6,7"
5 BATNA,0,0,0,0,0,0,0,0,0,0,0,0
6 BEJAIA,17,245,"14,4",0,0,0,0,0,0,518,7 960,"15,4"
7 BISKRA,0,0,0,0,0,0,0,0,0,0,0,0
8 BECHAR,0,0,0,0,0,0,0,0,0,0,0,0
9 BLIDA,3,33,"11,0",0,0,0,0,0,0,3,33,"11,0"
10 BOUIRA,314,2 493,"7,9",0,0,0,0,0,0,982,9 518,"9,7"
11 TAMANRASSET,0,0,0,0,0,0,0,0,0,0,0,0
12 TEBESSA,0,0,0,0,0,0,0,0,0,0,0,0
13 TLEMCEN,1 826,21 900,"12,0",245,1 700,"6,9",0,0,0,9 673,92 010,"9,5"
14 TIARET,342,2 215,"6,5",0,0,0,0,0,0,4 742,48 815,"10,3"
15 TIZI-OUZOU,58,688,"12,0",35,540,"15,7",0,0,0,613,8 855,"14,4"
16 ALGER,0,0,0,0,0,0,0,0,0,0,0,0
17 DJELFA,0,0,0,0,0,0,0,0,0,0,0,0
18 JIJEL,63,765,"12,1",10,104,"10,1",0,0,0,277,3 715,"13,4"
19 SETIF,228,978,"4,3",0,0,0,0,0,0,814,7 253,"8,9"
20 SAIDA,25,77,"3,1",0,0,0,0,0,0,155,2 274,"14,7"
21 SKIKDA,1 282,14 102,"11,0",54,579,"10,7",15,153,"10,2",7 243,82 519,"11,4"
22 S.B.ABBES,644,7 162,"11,1",0,0,0,0,0,0,1 564,15 810,"10,1"
23 ANNABA,225,3 712,"16,5",0,0,0,0,0,0,826,12 350,"15,0"
24 GUELMA,1 506,22 279,"14,8",0,0,0,0,0,0,5 227,81 145,"15,5"
25 CONSTANTINE,430,4 300,"10,0",0,0,0,280,2800,"10,0",2 635,35 745,"13,6"
26 MEDEA,547,4 722,"8,6",0,0,0,0,0,0,1 987,20 514,"10,3"
27 MOSTAGANEM,3 996,37 874,"9,5",0,0,0,0,0,0,6 641,58 789,"8,9"
28 M'SILA,0,0,0,0,0,0,0,0,0,0,0,0
29 MASCARA,1 819,14 000,"7,7",0,0,0,0,0,0,4 017,32 650,"8,1"
30 OUARGLA,0,0,0,0,0,0,0,0,0,0,0,0
31 ORAN,59,438,"7,4",41,181,"4,4",0,0,0,262,739,"2,8"
32 EL-BAYADH,,,0,,,0,,,0,0,0,0
33 ILLIZI,0,0,0,0,0,0,0,0,0,0,0,0
34 B.B.ARRERIDJ,268,729,"2,7",0,0,0,0,0,0,322,1 017,"3,2"
35 BOUMERDES,104,1 144,"11,0",0,0,0,0,0,0,714,10 904,"15,3"
36 EL-TARF,620,8 100,"13,1",0,0,0,0,0,0,850,10 400,"12,2"
37 TINDOUF,0,0,0,0,0,0,0,0,0,0,0,0
38 TISSEMSILT,185,444,"2,4",0,0,0,0,0,0,574,1 550,"2,7"
39 EL-OUED,0,0,0,0,0,0,0,0,0,0,0,0
40 KHENCHELA,0,0,0,0,0,0,0,0,0,0,0,0
41 SOUK-AHRAS,344,3 007,"8,7",10,133,"13,3",0,0,0,862,8 502,"9,9"
42 TIPAZA,135,1 670,"12,4",7,62,"8,9",0,0,0,454,10 547,"23,2"
43 MILA,434,4 345,"10,0",0,0,0,0,0,0,3 283,48 634,"14,8"
44 AIN-DEFLA,731,7 128,"9,8",0,0,0,0,0,0,3 028,33 172,"11,0"
45 NAAMA,0,0,0,0,0,0,0,0,0,0,0,0
46 A.TEMOUCHENT,4 444,31 850,"7,2",908,5 450,"6,0",0,0,0,8 212,46 730,"5,7"
47 GHARDAIA,0,0,0,0,0,0,0,0,0,0,0,0
48 RELIZANE,467,2 930,"6,3",0,0,0,0,0,0,2 461,18 294,"7,4"
TOTAL ALGERIE,22 961,215 722,"9,4",1 310,8 749,"6,7",295,2 953,"10,0",77 408,773 105,"10,0"
