0,1,2,3,4,5,6,7,8,9
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,,SERIE B 2019
VII- ENSEMBLE DES CULTURES MARAÎCHERES (2/7),,,,,,,,,
(Y compris de primeur et sous serres),,,,,,,,,
,,AILS,,,MELONS PASTEQUES,,,CAROTTES,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(QX),qx/ha,(ha),(QX),qx/ha,(ha),(qx),qx/ha
1 ADRAR,176,9 680,"55,0",331,32 645,"98,7",648,74 607,"115,2"
2 CHLEF,67,5 290,"79,0",1 558,872 004,"559,7",59,24 500,"415,3"
3 LAGHOUAT,51,4 080,"80,0",786,160 280,"203,9",721,151 410,"210,0"
4 O.E.BOUAGHI,490,135 600,"276,7",415,204 010,"491,6",526,158 560,"301,4"
5 BATNA,789,125 320,"158,9",967,226 300,"234,1",404,79 950,"197,9"
6 BEJAIA,185,8 633,"46,6",258,78 005,"302,9",5,1 288,"245,2"
7 BISKRA,845,79 100,"93,6",5 578,1 987 250,"356,3",1 003,119 221,"118,9"
8 BECHAR,150,7 190,"47,9",676,125 480,"185,6",200,23 000,"115,0"
9 BLIDA,29,2 345,"82,3",181,194 200,"1 072,9",166,22 280,"134,2"
10 BOUIRA,133,4 633,"35,0",447,131 487,"294,0",81,17 578,"218,4"
11 TAMANRASSET,48,2 955,"61,6",822,183 805,"223,7",111,14 659,"132,7"
12 TEBESSA,140,18 100,"129,3",90,33 800,"375,6",160,38 960,"243,5"
13 TLEMCEN,220,14 500,"65,9",4 800,1 650 000,"343,8",750,125 400,"167,2"
14 TIARET,56,8 100,"144,6",225,75 150,"334,0",340,56 180,"165,2"
15 TIZI-OUZOU,322,20 362,"63,2",1 396,462 454,"331,2",42,9 730,"234,5"
16 ALGER,0,0,0,130,58 955,"453,5",214,56 345,"263,3"
17 DJELFA,145,11 190,"77,2",220,41 260,"187,5",780,129 090,"165,5"
18 JIJEL,274,11 869,"43,4",479,133 884,"279,5",34,5 936,"177,2"
19 SETIF,236,15 263,"64,7",226,60 316,"267,5",541,83 210,"153,8"
20 SAIDA,149,11 910,"79,9",611,242 700,"397,2",843,327 221,"388,2"
21 SKIKDA,620,38 400,"61,9",1 402,917 380,"654,3",566,167 980,"296,8"
22 S.B.ABBES,30,1 440,"48,0",4 179,1 131 760,"270,8",210,50 400,"240,0"
23 ANNABA,4,560,"140,0",4 418,865 703,"195,9",196,28 012,"142,9"
24 GUELMA,290,17 895,"61,7",443,144 150,"325,4",7,1 860,"265,7"
25 CONSTANTINE,584,36 660,"62,8",1 272,235 179,"185,0",49,5 240,"106,9"
26 MEDEA,968,45 870,"47,4",336,56 025,"166,7",289,42 450,"146,9"
27 MOSTAGANEM,63,5 820,"92,4",2 546,897 136,"352,4",813,209 415,"257,6"
28 M'SILA,495,40 968,"82,8",285,73 300,"257,6",2 350,940 000,"400,0"
29 MASCARA,15,600,"40,0",2 317,1 021 100,"440,7",350,67 900,"194,0"
30 OUARGLA,164,11 074,"67,5",2 562,895 857,"349,7",151,30 757,"204,0"
31 ORAN,8,237,"31,6",1 226,308 487,"251,5",16,2 065,"129,1"
32 EL-BAYADH,58,3 645,"62,8",261,102 620,"393,2",205,48 065,"234,5"
33 ILLIZI,2,120,"80,0",106,14 344,"135,0",21,2 321,"110,1"
34 B.B.ARRERIDJ,132,9 228,"69,9",259,35 680,"137,8",33,4 970,"150,6"
35 BOUMERDES,147,10 162,"69,1",1 502,533 564,"355,1",398,95 565,"240,4"
36 EL-TARF,74,6 050,"81,8",1 469,677 395,"461,3",0,0,0
37 TINDOUF,2,105,"70,0",56,24 444,"436,5",3,813,"250,0"
38 TISSEMSILT,144,3 957,"27,5",169,26 715,"158,1",15,833,"57,4"
39 EL-OUED,1 800,284 000,"157,8",2 361,1 126 640,"477,3",696,153 330,"220,4"
40 KHENCHELA,88,3 510,"40,1",271,68 556,"253,0",442,68 083,"154,0"
41 SOUK-AHRAS,451,59 532,"131,9",1 360,170 033,"125,0",10,400,"40,0"
42 TIPAZA,129,11 565,"89,7",669,403 612,"603,6",281,119 870,"426,6"
43 MILA,1 923,1 101 620,"572,9",321,137 035,"427,6",783,261 928,"334,5"
44 AIN-DEFLA,275,21 954,"80,0",5 309,3 470 910,"653,8",4,960,"240,0"
45 NAAMA,37,3 252,"87,9",164,19 655,"120,0",274,45 804,"167,5"
46 A.TEMOUCHENT,188,6 940,"36,9",1 781,332 679,"186,8",1 283,274 420,"213,9"
47 GHARDAIA,109,4 610,"42,3",1 510,367 100,"243,1",300,43 480,"144,9"
48 RELIZANE,101,7 220,"71,5",3 906,1 057 625,"270,8",100,9 300,"93,0"
TOTAL ALGERIE,13 403,2 233 113,"166,6",62 652,22 068 666,"352,2",17 469,4 195 344,"240,2"
