0,1,2,3,4,5,6,7,8
Direction des Systèmes d’Information des Statistiques et de la Prospective,,,,,,,,SERIE B 2017
XIV-CULTURES FRUITIERES A NOYAUX ET / OU A PEPINS (6/7),,,,,,,,
,,Prunes,,,,Autres noyaux ou à pépins,,
WILAYA,Superficie (ha),,Production,Rdt,Superficie (ha),,Production,Rdt
,Complantée,En rapport,(Qx),qx/ha,Complantée,En rapport,(Qx),qx/ha
1 ADRAR,0,0,0,"0,0",0,0,0,"0,0"
2 CHLEF,185,169,10 106,"60,0",101,101,14 420,"0,0"
3 LAGHOUAT,294,294,8 228,"28,0",0,0,0,"0,0"
4 O.E.BOUAGHI,55,50,556,"11,1",219,86,7 603,"88,4"
5 BATNA,213,206,14 833,"72,1",186,143,3 384,"23,7"
6 BEJAIA,356,350,14 710,"42,0",89,87,2 580,"29,7"
7 BISKRA,29,28,1 164,"42,3",3,2,30,"0,0"
8 BECHAR,14,10,416,"41,6",0,0,0,"0,0"
9 BLIDA,588,581,70 978,"122,3",450,384,90 417,"235,8"
10 BOUIRA,195,155,6 723,"43,4",66,66,972,"14,7"
11 TAMANRASSET,10,7,403,"56,8",20,16,1 815,"0,0"
12 TEBESSA,44,40,880,"22,0",9,7,80,"11,4"
13 TLEMCEN,2 232,1 614,161 400,"100,0",77,50,536,"10,7"
14 TIARET,1 439,516,14 000,"27,1",32,25,18,"0,7"
15 TIZI-OUZOU,272,254,39 500,"155,8",36,34,4 550,"133,8"
16 ALGER,298,269,25 925,"96,4",286,170,16 485,"96,8"
17 DJELFA,258,255,38 800,"152,2",352,352,47 590,"135,2"
18 JIJEL,340,280,26 909,"96,0",131,80,2 279,"28,4"
19 SETIF,206,199,8 083,"40,7",748,707,9 554,"13,5"
20 SAIDA,101,93,3 448,"37,3",141,68,913,"13,4"
21 SKIKDA,727,618,96 949,"157,0",689,681,19 942,"29,3"
22 S.B.ABBES,940,878,61 490,"70,1",33,33,150,"4,5"
23 ANNABA,156,146,17 029,"117,0",9,8,136,"17,0"
24 GUELMA,383,332,52 507,"158,1",274,269,36 410,"135,6"
25 CONSTANTINE,113,106,11 950,"113,0",130,108,20 913,"193,5"
26 MEDEA,1 871,1 539,86 216,"56,0",21,21,290,"0,0"
27 MOSTAGANEM,891,909,68 480,"75,4",12,12,1 200,"0,0"
28 M'SILA,740,560,37 050,"66,2",0,0,0,"0,0"
29 MASCARA,276,236,9 900,"41,9",134,95,15 820,"0,0"
30 OUARGLA,23,13,765,"60,3",1,0,0,"0,0"
31 ORAN,216,104,3 293,"31,8",0,0,0,"0,0"
32 EL-BAYADH,84,78,3 280,"41,9",7,0,0,"0,0"
33 ILLIZI,0,0,10,"0,0",0,0,0,"0,0"
34 B.B.ARRERIDJ,192,165,2 426,"14,7",1 497,1 472,12 957,"8,8"
35 BOUMERDES,150,140,13 073,"93,5",41,35,4 200,"0,0"
36 EL-TARF,307,241,19 100,"79,3",124,108,11 310,"104,7"
37 TINDOUF,0,0,0,"0,0",0,0,0,"0,0"
38 TISSEMSILT,341,341,6 020,"17,7",0,0,0,"0,0"
39 EL-OUED,0,0,0,"0,0",0,0,0,"0,0"
40 KHENCHELA,618,491,15 527,"31,6",109,96,1 559,"16,2"
41 SOUK-AHRAS,194,183,4 054,"22,2",378,376,1 313,"3,5"
42 TIPAZA,822,764,91 220,"119,5",76,44,7 940,"180,5"
43 MILA,73,56,2 779,"49,6",77,31,1 478,"47,3"
44 AIN-DEFLA,622,590,28 923,"49,0",145,118,19 019,"0,0"
45 NAAMA,464,122,2 690,"22,0",0,0,0,"0,0"
46 A.TEMOUCHENT,907,907,19 050,"21,0",7,7,520,"0,0"
47 GHARDAIA,25,17,1 496,"88,0",0,0,0,"0,0"
48 RELIZANE,226,220,15 633,"71,1",0,0,0,"0,0"
TOTAL ALGERIE,18 485,15 120,1 117 970,"73,9",6 705,5 890,358 382,"60,8"
