0,1,2,3,4,5,6,7,8,9
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,,,,SERIE B 2016
VII- ENSEMBLE DES CULTURES MARAÎCHERES (3/7),,,,,,,,,
(Y compris de primeur et sous serres),,,,,,,,,
,,PIMENTS,,,POIVRONS,,,CONCOMBRES,
WILAYA,Superficie,Production,Rdt,Superficie,Production,Rdt,Superficie,Production,Rdt
,(ha),(QX),qx/ha,(ha),(QX),qx/ha,(ha),(qx),qx/ha
1 ADRAR,161,20 176,"125,3",17,3 148,"182,7",81,40 638,"504,1"
2 CHLEF,31,2 970,"95,2",104,20 840,"200,4",28,24 760,"874,3"
3 LAGHOUAT,524,85 530,"163,2",322,97 090,"301,5",118,25 960,"220,0"
4 O.E.BOUAGHI,270,42 525,"157,5",371,58 370,"157,3",64,9 415,"147,1"
5 BATNA,1 002,165 248,"164,9",504,99 943,"198,2",171,31 460,"184,0"
6 BEJAIA,139,13 003,"93,6",185,18 683,"100,9",45,9 330,"206,6"
7 BISKRA,1 232,894 200,"725,9",842,609 490,"723,9",272,248 440,"913,4"
8 BECHAR,73,4 010,"54,7",69,5 997,"86,8",82,10 422,"127,5"
9 BLIDA,28,8 418,"298,0",178,81 527,"458,1",13,7 510,"577,7"
10 BOUIRA,90,3 730,"41,4",93,4 258,"45,8",3,328,"109,3"
11 TAMANRASSET,113,10 150,"89,8",127,11 656,"91,8",48,2 844,"59,3"
12 TEBESSA,101,12 610,"124,6",90,11 140,"123,8",100,12 300,"123,0"
13 TLEMCEN,140,10 390,"74,2",690,131 900,"191,2",262,86 890,"331,6"
14 TIARET,294,65 254,"222,1",358,93 415,"261,1",223,54 570,"245,3"
15 TIZI-OUZOU,139,21 061,"151,6",95,10 982,"115,3",9,1 970,"218,9"
16 ALGER,529,117 635,"222,3",494,131 195,"265,4",11,7 080,"660,4"
17 DJELFA,128,9 590,"74,9",198,18 070,"91,3",40,3 650,"91,3"
18 JIJEL,230,136 652,"595,2",330,205 844,"624,5",98,59 696,"608,8"
19 SETIF,362,134 387,"371,5",506,220 512,"436,1",250,144 745,"580,1"
20 SAIDA,96,24 985,"261,6",163,39 210,"240,6",0,0,0
21 SKIKDA,248,14 085,"56,8",439,29 220,"66,5",103,13 305,"129,6"
22 S.B.ABBES,61,12 350,"202,5",194,45 290,"233,5",54,15 000,"277,8"
23 ANNABA,266,32 794,"123,3",324,46 735,"144,2",314,50 536,"160,9"
24 GUELMA,129,18 615,"144,3",82,10 530,"128,4",44,9 520,"218,9"
25 CONSTANTINE,25,1 775,"72,4",44,1 957,"45,0",5,545,"121,1"
26 MEDEA,206,9 180,"44,7",298,18 341,"61,5",81,8 742,"107,9"
27 MOSTAGANEM,384,87 639,"228,5",1 267,441 335,"348,3",0,0,0
28 M'SILA,632,116 250,"183,9",115,28 500,"247,8",94,30 000,"319,1"
29 MASCARA,77,8 800,"114,3",549,102 690,"187,0",61,13 330,"218,5"
30 OUARGLA,152,15 398,"101,1",2,715,"294,2",10,2 262,"217,9"
31 ORAN,14,1 456,"102,5",77,9 860,"128,5",9,1 593,"177,8"
32 EL-BAYADH,35,3 425,"99,3",23,2 895,"125,9",40,8 770,"222,0"
33 ILLIZI,6,649,"107,8",9,978,"106,3",4,379,"98,5"
34 B.B.ARRERIDJ,195,6 555,"33,7",60,4 390,"73,8",38,3 725,"98,0"
35 BOUMERDES,430,122 165,"284,1",449,153 026,"340,8",266,87 592,"329,3"
36 EL-TARF,285,34 660,"121,6",195,25 860,"132,6",24,4 450,"185,4"
37 TINDOUF,4,1 700,"447,4",2,1 180,"500,0",0,192,"800,0"
38 TISSEMSILT,19,880,"47,6",11,408,"38,9",0,0,0
39 EL-OUED,485,138 500,"285,6",104,35 200,"338,5",35,14 900,"425,7"
40 KHENCHELA,162,20 455,"126,3",142,18 345,"129,6",59,5 995,"102,0"
41 SOUK-AHRAS,130,6 500,"50,0",210,10 920,"52,0",100,4 900,"49,0"
42 TIPAZA,232,72 180,"311,7",467,193 234,"414,0",333,199 766,"600,1"
43 MILA,125,31 700,"253,6",171,48 834,"285,6",62,19 850,"320,2"
44 AIN-DEFLA,40,12 052,"305,1",440,198 000,"450,0",140,63 000,"450,0"
45 NAAMA,72,6 970,"97,5",147,11 751,"79,9",93,11 916,"128,8"
46 A.TEMOUCHENT,23,3 906,"169,2",220,51 036,"231,9",116,26 750,"231,0"
47 GHARDAIA,120,11 960,"99,7",110,19 655,"178,7",30,2 840,"94,7"
48 RELIZANE,127,15 160,"119,4",89,11 940,"134,2",32,2 940,"91,9"
TOTAL ALGERIE,10 361,2 590 283,"250,0",11 975,3 396 094,"283,6",4 061,1 384 806,"341,0"
