0,1,2,3,4,5,6,7,8,9
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,SERIE B 2019,
IX-FOURRAGES ARTIFICIELS (2/4),,,,,,,,,
,,,,FOURRAGES CONSOMMES EN SEC,,,,,
,,CEREAL RECONVERT,,,DIVERS,,,TOTAL,
WILAYA,Sup.,Prod.,Rdt,Sup.,Prod.,Rdt,Sup.,Prod.,Rdt
,(ha),(qx),qx/ha,(ha),(qx),qx/ha,(ha),(qx),qx/ha
1 ADRAR,282,98 700,"350,0",0,0,0,282,98 700,"350,0"
2 CHLEF,1 392,34 350,"24,7",8 041,367 950,"45,8",21 348,938 475,"44,0"
3 LAGHOUAT,0,0,0,3 695,166 287,"45,0",5 560,250 200,"45,0"
4 O.E.BOUAGHI,230,1 200,"5,2",2 022,160 300,"79,3",2 322,175 500,"75,6"
5 BATNA,9 723,140 513,"14,5",19 365,1 843 531,"95,2",34 620,3 592 484,"103,8"
6 BEJAIA,0,0,0,1 474,48 651,"33,0",2 922,88 502,"30,3"
7 BISKRA,1 905,62 150,"32,6",2 610,80 600,"30,9",4 615,162 750,"35,3"
8 BECHAR,0,0,0,0,0,0,0,0,0
9 BLIDA,0,0,0,608,47 105,"77,5",723,56 775,"78,5"
10 BOUIRA,0,0,0,7 573,319 445,"42,2",7 646,322 324,"42,2"
11 TAMANRASSET,0,0,0,0,0,0,0,0,0
12 TEBESSA,0,0,0,1 500,30 000,"20,0",2 841,445 700,"156,9"
13 TLEMCEN,0,0,0,17 000,680 000,"40,0",18 450,738 000,"40,0"
14 TIARET,0,0,0,27 192,681 670,"25,1",27 478,701 134,"25,5"
15 TIZI-OUZOU,243,9 485,"39,0",5 929,338 948,"57,2",6 376,371 278,"58,2"
16 ALGER,0,0,0,892,56 330,"63,1",1 523,94 210,"61,9"
17 DJELFA,24 195,24 230,"1,0",0,0,0,24 195,24 230,"1,0"
18 JIJEL,27,1 310,"49,4",49,2 590,"52,9",77,3 939,"51,5"
19 SETIF,15,150,"10,0",10 307,366 092,"35,5",10 885,403 852,"37,1"
20 SAIDA,0,0,0,352,8 202,"23,3",6 940,440 596,"63,5"
21 SKIKDA,47,1 420,"30,4",116,10 160,"87,6",4 653,146 280,"31,4"
22 S.B.ABBES,8 390,323 300,"38,5",0,0,0,16 150,571 620,"35,4"
23 ANNABA,53,2 240,"42,3",245,13 490,"55,1",653,35 880,"54,9"
24 GUELMA,15,230,"15,3",2 321,130 005,"56,0",2 656,149 400,"56,3"
25 CONSTANTINE,0,0,0,5 109,209 979,"41,1",5 720,237 682,"41,6"
26 MEDEA,3 942,108 435,"27,5",19 365,878 082,"45,3",25 285,1 268 572,"50,2"
27 MOSTAGANEM,5 996,72 912,"12,2",13 583,525 780,"38,7",20 831,655 781,"31,5"
28 M'SILA,17 500,175 000,"10,0",0,0,0,17 800,181 000,"10,2"
29 MASCARA,38 617,511 250,"13,2",24 844,1 115 550,"44,9",63 460,1 626 800,"25,6"
30 OUARGLA,0,0,0,18,850,"47,2",18,850,"47,2"
31 ORAN,7 501,72 143,"9,6",6 196,150 468,"24,3",13 697,222 611,"16,3"
32 EL-BAYADH,6 326,39 160,"6,2",144,5 990,"41,6",6 496,49 040,"7,5"
33 ILLIZI,0,0,0,0,0,0,0,0,0
34 B.B.ARRERIDJ,0,0,0,2 417,120 285,"49,8",2 467,123 535,"50,1"
35 BOUMERDES,46,1 150,"25,0",8 781,360 000,"41,0",8 900,364 070,"40,9"
36 EL-TARF,2 077,93 465,"45,0",0,0,0,2 326,109 737,"47,2"
37 TINDOUF,0,0,0,0,0,0,0,0,0
38 TISSEMSILT,0,0,0,1 649,39 652,"24,0",2 530,68 111,"26,9"
39 EL-OUED,0,0,0,0,0,0,0,0,0
40 KHENCHELA,8 032,106 679,"13,3",0,0,0,8 039,106 819,"13,3"
41 SOUK-AHRAS,0,0,0,535,21 075,"39,4",3 656,208 165,"56,9"
42 TIPAZA,602,23 773,"39,5",3 386,224 294,"66,2",7 179,393 284,"54,8"
43 MILA,0,0,0,5 354,277 750,"51,9",5 944,310 550,"52,2"
44 AIN-DEFLA,876,81 648,"93,2",17 751,798 620,"45,0",22 844,1 053 558,"46,1"
45 NAAMA,0,0,0,0,0,0,0,0,0
46 A.TEMOUCHENT,5 558,68 600,"12,3",6 050,167 370,"27,7",11 658,238 970,"20,5"
47 GHARDAIA,0,0,0,0,0,0,0,0,0
48 RELIZANE,1 150,79 250,"68,9",16 056,837 835,"52,2",18 011,948 457,"52,7"
TOTAL ALGERIE,144 739,2 132 743,"14,7",242 529,11 084 935,"45,7",449 774,17 979 420,"40,0"
