0,1,2,3,4,5,6,7,8
"Direction des Systèmes d'Information, des Statistiques et de la Prospective",,,,,,,,SERIE B 2016
I- SUPERFICIES DES TERRES UTILISEES PAR L'AGRICULTURE (1/2),,,,,,,,
WILAYA,Cultures  herbacées,,Terres    au  repos,,Prairies   naturelles,,Vignes,
,ha,%,ha,%,ha,%,ha,%
1 ADRAR,18 463,"4,8",1 482,"0,4",0,"0,0",0,"0,0"
2 CHLEF,119 809,"45,6",63 748,"24,3",3 545,"1,4",1 269,"0,5"
3 LAGHOUAT,31 995,"2,0",34 358,"2,1",0,"0,0",404,"0,0"
4 O.E.BOUAGHI,228 358,"44,3",128 825,"25,0",670,"0,1",3,"0,0"
5 BATNA,189 673,"25,5",209 483,"28,2",1 440,"0,2",97,"0,0"
6 BEJAIA,13 741,"8,3",43 851,"26,6",1 152,"0,7",461,"0,3"
7 BISKRA,56 810,"3,4",75 973,"4,6",0,"0,0",197,"0,0"
8 BECHAR,4 526,"0,3",14 421,"1,0",0,"0,0",141,"0,0"
9 BLIDA,13 891,"22,6",8 604,"14,0",1 079,"1,8",1 216,"2,0"
10 BOUIRA,87 950,"30,0",59 718,"20,3",0,"0,0",79,"0,0"
11 TAMANRASSET,2 440,"0,3",854,"0,0",0,"0,0",119,"0,0"
12 TEBESSA,203 175,"24,9",94 233,"11,5",120,"0,0",0,"0,0"
13 TLEMCEN,212 649,"39,5",97 484,"18,1",170,"0,0",2 449,"0,5"
14 TIARET,388 674,"34,5",293 449,"26,0",50,"0,0",1 028,"0,1"
15 TIZI-OUZOU,27 173,"18,6",21 706,"14,9",1 257,"0,9",1 234,"0,8"
16 ALGER,13 165,"39,2",3 158,"9,4",0,"0,0",2 251,"6,7"
17 DJELFA,103 184,"4,1",256 974,"10,3",0,"0,0",43,"0,0"
18 JIJEL,7 650,"7,8",13 489,"13,7",4 693,"4,8",45,"0,0"
19 SETIF,228 893,"49,8",97 676,"21,2",1 958,"0,4",25,"0,0"
20 SAIDA,115 854,"22,7",185 386,"36,3",0,"0,0",57,"0,0"
21 SKIKDA,81 584,"42,2",27 779,"14,4",484,"0,3",1 198,"0,6"
22 S.B.ABBES,192 667,"49,9",151 171,"39,1",0,"0,0",4 037,"1,0"
23 ANNABA,27 947,"48,3",14 789,"25,6",2 223,"3,8",89,"0,2"
24 GUELMA,113 966,"43,1",59 929,"22,6",306,"0,1",50,"0,0"
25 CONSTANTINE,83 885,"47,7",38 653,"22,0",0,"0,0",24,"0,0"
26 MEDEA,139 204,"22,5",154 295,"25,0",0,"0,0",4 477,"0,7"
27 MOSTAGANEM,101 470,"70,1",990,"0,7",0,"0,0",10 696,"7,4"
28 M'SILA,101 300,"7,7",153 692,"11,8",0,"0,0",0,"0,0"
29 MASCARA,200 031,"46,1",82 066,"18,9",0,"0,0",6 703,"1,5"
30 OUARGLA,5 376,"0,1",19 595,"0,3",0,"0,0",7,"0,0"
31 ORAN,64 894,"67,5",11 469,"11,9",0,"0,0",747,"0,8"
32 EL-BAYADH,11 718,"0,2",57 346,"1,0",0,"0,0",25,"0,0"
33 ILLIZI,404,"3,5",246,"2,1",0,"0,0",27,"0,2"
34 B.B.ARRERIDJ,94 935,"38,7",58 371,"23,8",150,"0,1",29,"0,0"
35 BOUMERDES,35 167,"35,7",4 719,"4,8",0,"0,0",10 948,"11,1"
36 EL-TARF,36 712,"43,8",22 243,"26,5",5 000,"6,0",838,"1,0"
37 TINDOUF,189,"0,0",101,"0,0",0,"0,0",5,"0,0"
38 TISSEMSILT,79 835,"42,1",49 664,"26,2",0,"0,0",247,"0,1"
39 EL-OUED,47 207,"2,7",6 566,"0,4",0,"0,0",220,"0,0"
40 KHENCHELA,119 012,"15,4",107 697,"13,9",50,"0,0",40,"0,0"
41 SOUK-AHRAS,166 075,"53,4",66 438,"21,4",2 311,"0,9",0,"0,0"
42 TIPAZA,38 935,"55,3",6 220,"8,8",0,"0,0",2 693,"3,8"
43 MILA,126 475,"45,8",99 471,"35,9",832,"0,3",10,"0,0"
44 AIN-DEFLA,119 019,"50,5",40 317,"17,1",577,"0,2",729,"0,3"
45 NAAMA,7 501,"0,3",13 576,"0,6",0,"0,0",318,"0,0"
46 A.TEMOUCHENT,137 856,"67,7",18 604,"9,1",0,"0,0",12 656,"6,2"
47 GHARDAIA,14 434,"1,1",14 532,"1,1",0,"0,0",347,"0,0"
48 RELIZANE,184 177,"61,7",72 282,"24,2",3 849,"1,3",2 188,"0,7"
TOTAL ALGERIE,4 400 043,"10,1",3 030 487,"7,0",31 915,"0,1",70 463,"0,2"
,OUARGLA : Total fourrages artificiels 1960 Ha dont 1578 Ha sous palmiers dattiers,,,,,,,
