0,1,2,3,4,5,6,7,8
Direction des Systèmes d’Information des Statistiques et de la Prospective,,,,,,,,SERIE B 2017
X-CULTURES IRRIGUEES,,,,,,,,
,Céréales,,Cultures,Cultures,Cultures,Vignes,Divers,TOTAL
WILAYA,d'été,d'hiver,Fruitières,Maraichères,Indust.,,,
1 ADRAR,1 896,11 177,26 164,4 186,1 942,0,1 818,47 184
2 CHLEF,0,6 526,7 067,8 383,1 076,144,130,23 325
3 LAGHOUAT,0,10 000,3 744,10 021,0,404,0,24 169
4 O.E.BOUAGHI,51,9 844,1 389,2 053,1 158,2,11 443,25 939
5 BATNA,0,15 731,22 464,8 006,67,93,10 430,56 792
6 BEJAIA,0,210,6 050,3 130,128,171,371,10 059
7 BISKRA,50,26 930,51 205,21 062,1 485,243,10 195,111 170
8 BECHAR,0,1 463,15 764,2 695,60,141,0,20 123
9 BLIDA,0,31,25 215,4 688,128,475,265,30 802
10 BOUIRA,0,1 129,4 605,10 236,0,0,277,16 247
11 TAMANRASSET,20,428,464,1 382,0,92,42,2 428
12 TEBESSA,0,9 400,8 770,3 987,0,0,5 972,28 129
13 TLEMCEN,0,4 580,12 413,12 300,0,312,0,29 605
14 TIARET,0,10 017,7 782,13 456,0,173,3 573,35 000
15 TIZI-OUZOU,0,411,1 798,3 118,0,397,2 339,8 063
16 ALGER,0,120,9 108,6 689,0,460,63,16 439
17 DJELFA,0,13 500,18 578,7 404,5,43,4 235,43 765
18 JIJEL,75,0,1 791,4 604,93,22,624,7 209
19 SETIF,0,9 664,5 372,8 708,1 074,2,12 483,37 303
20 SAIDA,0,7 846,6 605,6 043,0,57,2 619,23 170
21 SKIKDA,80,668,8 717,14 461,8 384,1 189,0,33 498
22 S.B.ABBES,0,2 646,1 840,3 705,15,738,322,9 266
23 ANNABA,0,37,1 727,3 281,1 905,30,521,7 500
24 GUELMA,0,899,3 127,2 577,4 529,19,131,11 282
25 CONSTANTINE,0,1 300,980,1 149,0,22,154,3 605
26 MEDEA,260,1 659,4 695,6 779,0,0,0,13 391
27 MOSTAGANEM,0,0,11 802,27 646,207,0,0,39 655
28 M'SILA,0,8 500,21 909,10 000,0,0,3 200,43 609
29 MASCARA,0,9 500,17 800,20 300,62,1 900,839,50 400
30 OUARGLA,0,1 894,23 417,3 271,37,12,283,28 914
31 ORAN,0,381,4 977,3 008,0,61,240,8 668
32 EL-BAYADH,15,1 377,2 904,2 606,126,25,205,7 257
33 ILLIZI,0,40,1 638,223,0,27,150,2 079
34 B.B.ARRERIDJ,0,1 330,2 960,2 074,0,12,1 716,8 092
35 BOUMERDES,0,90,6 524,12 181,43,3 725,284,22 847
36 EL-TARF,0,117,4 143,5 567,3 297,187,103,13 413
37 TINDOUF,0,0,20,149,0,0,606,774
38 TISSEMSILT,0,1 529,2 652,1 011,0,247,2 060,7 498
39 EL-OUED,0,10 000,40 983,35 377,4 030,140,1 470,92 000
40 KHENCHELA,0,37 687,21 691,5 022,0,41,2 328,66 769
41 SOUK-AHRAS,0,7 849,1 357,2 248,36,0,41,11 531
42 TIPAZA,0,788,7 566,15 331,173,12,258,24 128
43 MILA,0,4 810,1 040,5 125,8,12,2 266,13 260
44 AIN-DEFLA,0,14 334,8 629,33 550,1 606,42,840,59 001
45 NAAMA,0,1 200,7 010,2 639,0,318,3 525,14 691
46 A.TEMOUCHENT,0,1 612,1 205,6 431,0,126,119,9 493
47 GHARDAIA,0,4 169,15 415,4 103,661,376,6 155,30 878
48 RELIZANE,0,2 116,13 909,13 223,72,0,437,29 757
TOTAL ALGERIE,2 446,255 539,476 983,385 186,32 403,12 489,95 129,1 260 175
