0,1,2,3,4,5,6
Direction des Statistiques Agricoles et des Systèmes d'Information,,,,,,SERIE B 2016
IX-FOURRAGES ARTIFICIELS (1/4),,,,,,
,,FOURRAGES CONSOMMES EN SEC,,,,
,,VESCE AVOINE,,,LUZERNE,
WILAYA,Sup.,Prod.,Rdt,Sup.,Prod.,Rdt
,(ha),(QX),qx/ha,(ha),(QX),qx/ha
1 ADRAR,0,0,0,0,0,0
2 CHLEF,12 428,400 420,"32,2",0,0,0
3 LAGHOUAT,676,33 800,"50,0",979,63 635,"65,0"
4 O.E.BOUAGHI,176,13 830,"78,6",1 553,358 612,"230,9"
5 BATNA,400,20 000,"50,0",0,0,0
6 BEJAIA,1 376,34 923,"25,4",0,0,0
7 BISKRA,0,0,0,40,1 600,"40,0"
8 BECHAR,0,0,0,0,0,0
9 BLIDA,247,11 450,"46,4",23,920,"40,0"
10 BOUIRA,148,3 264,"22,1",0,0,0
11 TAMANRASSET,0,0,0,0,0,0
12 TEBESSA,0,0,0,1 200,235 720,"196,4"
13 TLEMCEN,1 350,48 600,"36,0",0,0,0
14 TIARET,0,0,0,0,0,0
15 TIZI-OUZOU,284,7 227,"25,5",0,0,0
16 ALGER,797,46 780,"58,7",0,0,0
17 DJELFA,0,0,0,0,0,0
18 JIJEL,49,4 175,"85,2",0,0,0
19 SETIF,298,9 350,"31,4",1,70,"70,0"
20 SAIDA,90,2700,"30,0",0,0,0
21 SKIKDA,5 564,225 370,"40,5",0,0,0
22 S.B.ABBES,7 995,185 875,"23,2",0,0,0
23 ANNABA,453,24 040,"53,1",0,0,0
24 GUELMA,417,19 065,"45,7",0,0,0
25 CONSTANTINE,1 025,55 440,"54,1",0,0,0
26 MEDEA,1 473,194 030,"131,7",0,0,0
27 MOSTAGANEM,1 275,15 925,"12,5",0,0,0
28 M'SILA,300,5 400,"18,0",0,0,0
29 MASCARA,0,0,0,0,0,0
30 OUARGLA,0,0,0,0,0,0
31 ORAN,0,0,0,0,0,0
32 EL-BAYADH,0,0,0,0,0,0
33 ILLIZI,0,0,0,0,0,0
34 B.B.ARRERIDJ,50,3 000,"60,0",0,0,0
35 BOUMERDES,50,1 500,"30,0",0,0,0
36 EL-TARF,275,21 360,"77,8",0,0,0
37 TINDOUF,0,0,0,0,0,0
38 TISSEMSILT,674,8 265,"12,3",0,0,0
39 EL-OUED,0,0,0,0,0,0
40 KHENCHELA,0,0,0,388,44 682,"115,2"
41 SOUK-AHRAS,281,10 490,"37,3",5,72,"14,4"
42 TIPAZA,3 506,176 825,"50,4",0,0,0
43 MILA,477,38 589,"80,9",0,0,0
44 AIN-DEFLA,4 570,225 466,"49,3",15,620,"41,3"
45 NAAMA,0,0,0,0,0,0
46 A.TEMOUCHENT,0,0,0,0,0,0
47 GHARDAIA,0,0,0,0,0,0
48 RELIZANE,959,35 542,"37,1",0,0,0
TOTAL ALGERIE,47 662,1 882 701,"39,5",4 204,705 931,"167,9"
